id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/2/hide_char_id,set_camera_shake,characters/1/hide_char_id,fade,characters/0/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
d_main_40_af_02_133,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_133,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_40_af_02_134,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_134,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_40_af_02_135,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_135,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_40_af_02_136,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_136,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_40_af_02_137,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_137,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_40_af_02_138,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_138,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,
d_main_40_af_02_139,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_139,True,,,,,,,,,,,,,,1,viperdeclaration_01,2.0,,,,,,,,,,,,
d_main_40_af_02_140,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_140,True,,,,,,,,,,,,,,viperdeclaration_01,viperdeclaration_01,1.0,,,,,,,,,,,,
d_main_40_af_02_141,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_141,True,,,,,,,,,,,,,,viperdeclaration_01,viperdeclaration_01,1.0,,,,,,,,,,,,
d_main_40_af_02_142,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_142,True,,,,,,,,,,,,,,viperdeclaration_01,viperdeclaration_01,1.0,,,,,,,,,,,,
d_main_40_af_02_143,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_143,True,,,,,,,,,,,,,,viperdeclaration_01,viperdeclaration_01,1.0,,,,,,,,,,,,
d_main_40_af_02_144,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_144,True,viper,1,idle,jackal,3,no,,,,eh,13,idle,,black,black,1.0,,,,,,,,,,,,
d_main_40_af_02_145,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_145,True,,1,idle,,3,no,,,,,13,idle,Backstreet_n,S_300,S_30,1.0,,,,,,,,,black,,,
d_main_40_af_02_146,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_146,True,,1,idle,,3,no,,,,,13,idle,,S_30,31,1.0,,,,,,,,,,,,
d_main_40_af_02_147,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_147,True,,1,idle,,3,no,,,,,13,idle,,31,31,1.0,,,,,,,,,,,,
d_main_40_af_02_148,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_148,True,,1,idle,,3,no,,,,,13,idle,,31,113,1.5,,,,,,,,,,,,
d_main_40_af_02_149,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_149,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_150,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_150,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_151,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_151,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_152,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_152,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_153,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_153,False,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_154,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_154,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_155,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_155,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_156,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_156,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
d_main_40_af_02_157,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_157,True,,1,idle,,3,idle,,,,,13,idle,,113,113,1.0,,,,,,,,,,,,
