id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,play_sound,set_camera_shake,fade,set_filter_01,set_filter_02,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
d_main_38_09_e_98,d_main_38_09_e,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_38_09_e_98,True,,5,no_02,,3,angry,,1,no,,13,idle,,,,,,,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_99,d_main_38_09_e,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_09_e_99,True,,5,no_02,,3,angry,,1,no,,13,idle,,,,,,,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_100,d_main_38_09_e,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_09_e_100,True,,5,no_02,,3,angry,,1,worry,,13,idle,,,,,,,,12,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_101,d_main_38_09_e,Narration,maxwell_p,,Locale_MainScenario:d_main_38_09_e_101,False,,5,no_02,,3,angry,,1,worry,,13,idle,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,sfx_scn_rapturehowlhuge,Low_2,,,,,,,
d_main_38_09_e_102,d_main_38_09_e,Speech,maxwell_p,maxwell_p,Locale_MainScenario:d_main_38_09_e_102,True,,5,no_02,,3,angry,,1,pain,,13,idle,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_103,d_main_38_09_e,Self,maxwell_p,,Locale_MainScenario:d_main_38_09_e_103,False,,5,no_02,,3,angry,,1,pain,,13,idle,,,,,,,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_104,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_104,True,,5,no_02,,3,angry,,1,pain,,13,idle,,,,,,,Sky2,1,1,1.0,,,,,,,,laplace_p,drake_p,maxwell_p,rapi_red,,,,,,,black,,,,,,
d_main_38_09_e_105,d_main_38_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_09_e_105,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_106,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_106,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_107,d_main_38_09_e,Narration,,,Locale_MainScenario:d_main_38_09_e_107,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,sfx_scn_rapturehowlhuge,Low_2,,,,,,,
d_main_38_09_e_108,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_108,True,,,,,,,,,,,,,,,,,,,EventScene_Chap_38_03,d_main_38_09_e,d_main_38_09_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_109,d_main_38_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_09_e_109,True,,,,,,,,,,,,,,,,,,,,d_main_38_09_e,d_main_38_09_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_110,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_110,False,,,,,,,,,,,,,,,,,,,,d_main_38_09_e,d_main_38_09_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_111,d_main_38_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_09_e_111,False,,,,,,,,,,,,,,,,,,,,d_main_38_09_e,d_main_38_09_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_112,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_112,True,,,,,,,,,,,,,,,,,,,,d_main_38_09_e,d_main_38_09_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_113,d_main_38_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_09_e_113,True,,,,,,,,,,,,,,,,,,,,d_main_38_09_e,d_main_38_09_e,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_114,d_main_38_09_e,Narration,,,Locale_MainScenario:d_main_38_09_e_114,False,,,,,,,,,,,,,,,,,,,,d_main_38_09_e,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_115,d_main_38_09_e,Narration,,,Locale_MainScenario:d_main_38_09_e_115,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_116,d_main_38_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_09_e_116,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_117,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_117,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_118,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_118,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_119,d_main_38_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_09_e_119,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_120,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_120,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_121,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_121,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_122,d_main_38_09_e,Speech,leviathan,leviathan,Locale_MainScenario:d_main_38_09_e_122,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_123,d_main_38_09_e,Speech,ziz,ziz,Locale_MainScenario:d_main_38_09_e_123,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_38_09_e_124,d_main_38_09_e,Narration,,,Locale_MainScenario:d_main_38_09_e_124,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,sfx_scn_hugeclose,,,,,,,,
d_main_38_09_e_125,d_main_38_09_e,Narration,,,Locale_MainScenario:d_main_38_09_e_125,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
