id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,set_filter_01,set_filter_02,fade
d_main_31_06_103,d_main_31_06,Self,grave_no,,Locale_MainScenario:d_main_31_06_103,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,17,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_104,d_main_31_06,Narration,grave_no,,Locale_MainScenario:d_main_31_06_104,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,17,L_170,0.7,,,17,idle,,,,,sfx_scn_aimheavy,,,,,,,,,,,,,,,
d_main_31_06_105,d_main_31_06,Monologue,grave_no,,Locale_MainScenario:d_main_31_06_105,False,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_106,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_106,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_107,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_107,True,,9,idle,,7,angry,,5,idle,,3,idle,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_108,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_108,True,,9,idle,,7,angry,,5,angry,,3,idle,,1,void,,13,idle,,4,4,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_109,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_109,True,,9,idle,,7,angry,,5,angry,,3,idle,,1,void,,13,idle,,4,4,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_110,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_110,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,4,4,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_111,d_main_31_06,Self,grave_no,,Locale_MainScenario:d_main_31_06_111,False,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,L_170,L_170,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_112,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_112,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,L_170,L_1700,1.3,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_113,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_113,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,L_1700,L_1700,1.0,,,17,idle,,,,,,,,,,,,,,,,,,,,
d_main_31_06_114,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_114,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,L_1700,150,1.0,,,17,idle,,,,,,,behemoth,15,good,,,,,,,,,,,
d_main_31_06_115,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_115,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,150,150,1.0,,,17,idle,,,,,,,,15,good,,,,,,,,,,,
d_main_31_06_116,d_main_31_06,Self,behemoth,,Locale_MainScenario:d_main_31_06_116,False,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,150,150,1.0,,,17,idle,,,,,,,,15,good,,,,,,,,,,,
d_main_31_06_117,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_117,True,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,,150,16,1.0,,,17,idle,,,,,,,,15,good,,,,,,,,,,,
d_main_31_06_118,d_main_31_06,Narration,grave_no,,Locale_MainScenario:d_main_31_06_118,False,,9,idle,,7,angry,,5,angry,,3,angry,,1,void,,13,idle,EventScene_Chap_31_01_01,black,black,1.0,bgm_story_trauma,,17,idle,,,,,sfx_scn_heavypress,,,15,good,vesti,emma,eunhwa,rapi,anis,neon,grave_no,behemoth,,,
d_main_31_06_119,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_119,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_1,Chap_31_01_01_2,0.6,,,,,,,,,,Low_2,,,,,,,,,,,,,,
d_main_31_06_120,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_120,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_121,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_121,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_122,d_main_31_06,Self,,,Locale_MainScenario:d_main_31_06_122,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_123,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_123,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_124,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_124,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_3,Chap_31_01_01_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_125,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_125,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_3,Chap_31_01_01_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_126,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_126,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_3,Chap_31_01_01_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_127,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_127,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_3,Chap_31_01_01_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_128,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_128,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_3,Chap_31_01_01_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_129,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_129,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_3,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_130,d_main_31_06,Narration,,,Locale_MainScenario:d_main_31_06_130,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_31_01_02,black,black,1.0,,,,,,,,,sfx_scn_heavymetaldrop,,,,,,,,,,,,,,,
d_main_31_06_131,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_131,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,Low_2,,,,,,,,,,,,,,
d_main_31_06_132,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_132,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_133,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_133,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_134,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_134,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_135,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_135,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_136,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_136,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_137,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_137,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_138,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_138,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_139,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_139,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_140,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_140,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_141,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_141,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_142,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_142,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_143,d_main_31_06,Narration,,,Locale_MainScenario:d_main_31_06_143,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,sfx_scn_krakenvibrate,Low_2,,,,,,,,,,,,,,
d_main_31_06_144,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_144,False,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_145,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_145,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_146,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_146,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_147,d_main_31_06,Narration,,,Locale_MainScenario:d_main_31_06_147,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_31_01_03,black,black,1.0,,,,,,,,,sfx_scn_heavypress,,,,,,,,,,,,,,,
d_main_31_06_148,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_148,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_1,Chap_31_01_01_2,1.5,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_149,d_main_31_06,Speech,neon,neon,Locale_MainScenario:d_main_31_06_149,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_150,d_main_31_06,Speech,anis,anis,Locale_MainScenario:d_main_31_06_150,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_151,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_151,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_152,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_152,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_153,d_main_31_06,Speech,vesti,vesti,Locale_MainScenario:d_main_31_06_153,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_154,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_154,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_155,d_main_31_06,Speech,emma,emma,Locale_MainScenario:d_main_31_06_155,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_156,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_156,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_01_2,Chap_31_01_01_3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_157,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_157,False,,,,,,,,,,,,,,,,,,,EventScene_Chap_31_01_04,black,black,1.0,,,,,,,,,sfx_scn_hitwall,,,,,,,,,,,,,,,
d_main_31_06_158,d_main_31_06,Narration,,,Locale_MainScenario:d_main_31_06_158,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_04_1,Chap_31_01_04_1,1.0,,,,,,,,,sfx_scn_groundpulling,Low_2,,,,,,,,,,,,,,
d_main_31_06_159,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_159,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_04_1,Chap_31_01_04_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_160,d_main_31_06,Monologue,,,Locale_MainScenario:d_main_31_06_160,False,,,,,,,,,,,,,,,,,,,,Chap_31_01_04_1,Chap_31_01_04_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_161,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_161,True,,,,,,,,,,,,,,,,,,,,Chap_31_01_04_1,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_162,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_162,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_163,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_163,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_164,d_main_31_06,Speech,anis,anis,Locale_MainScenario:d_main_31_06_164,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_165,d_main_31_06,Speech,neon,neon,Locale_MainScenario:d_main_31_06_165,True,,,,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_166,d_main_31_06,Monologue,neon,,Locale_MainScenario:d_main_31_06_166,False,,,,,,,,,,,,,anis,1,angry,neon,13,surprise,CrystalField_1,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,Blur_High,Vignetting,
d_main_31_06_167,d_main_31_06,Monologue,neon,,Locale_MainScenario:d_main_31_06_167,False,,,,,,,,,,,,,,1,angry,,13,surprise,,black,black,1.0,,,,,,,,,,,,,,,,,,anis,neon,,,,,
d_main_31_06_168,d_main_31_06,Narration,neon,,Locale_MainScenario:d_main_31_06_168,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,grave_no,17,idle,,,,,sfx_scn_hugecrystalexp,,behemoth,15,idle,,,,,,,,,,,
d_main_31_06_169,d_main_31_06,Monologue,neon,,Locale_MainScenario:d_main_31_06_169,False,,,,,,,,,,,,,,,,,,,,1,15,1.0,,,17,idle,,,,,,,,15,idle,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_170,d_main_31_06,Monologue,behemoth,,Locale_MainScenario:d_main_31_06_170,False,,,,,,,,,,,,,,,,,,,,15,15,1.0,,,17,idle,,,,,,,,15,idle,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_171,d_main_31_06,Monologue,behemoth,,Locale_MainScenario:d_main_31_06_171,False,,,,,,,,,,,,,,,,,,,,15,150,1.0,,,17,idle,,,,,,,,15,idle,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_172,d_main_31_06,Monologue,behemoth,,Locale_MainScenario:d_main_31_06_172,False,,,,,,,,,,,,,,,,,,,,150,150,1.0,,,17,idle,,,,,,,,15,idle,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_173,d_main_31_06,Monologue,behemoth,,Locale_MainScenario:d_main_31_06_173,False,,,,,,,,,,,,,,,,,,,,150,150,1.0,,,17,idle,,,,,,,,15,idle,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_174,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_174,True,,,,,,,,,,,,,,,,,,,,150,150,1.0,,,17,idle,,,,,,,,15,shy,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_175,d_main_31_06,Speech,grave_no,grave_no,Locale_MainScenario:d_main_31_06_175,True,,,,,,,,,,,,,,,,,,,,150,16,1.0,,,17,idle,,,,,,,,15,shy,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_176,d_main_31_06,Speech,behemoth,behemoth,Locale_MainScenario:d_main_31_06_176,True,,,,,,,,,,,,,,,,,,,,16,16,1.0,,,17,idle,,,,,,,,15,good,,,,,,,,,Blur_Low,Vignetting,
d_main_31_06_177,d_main_31_06,Monologue,behemoth,,Locale_MainScenario:d_main_31_06_177,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,17,idle,,,,,,,,15,good,,,,,,,grave_no,behemoth,,,
d_main_31_06_178,d_main_31_06,Monologue,behemoth,,Locale_MainScenario:d_main_31_06_178,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_179,d_main_31_06,Monologue,behemoth,,Locale_MainScenario:d_main_31_06_179,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_180,d_main_31_06,Narration,eunhwa,,Locale_MainScenario:d_main_31_06_180,False,,,,,,,eunhwa,5,idle,rapi,3,idle,anis,1,void,neon,13,idle,,4,4,1.0,none,,,,,,,,,,,,,,,,,,,,,,,black
d_main_31_06_181,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_181,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,4,1.0,bgm_inark,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_182,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_182,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_183,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_183,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_184,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_184,False,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,50,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_31_06_185,d_main_31_06,Self,shifty,,Locale_MainScenario:d_main_31_06_185,False,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,30,4,1.0,,,,,shifty,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_186,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_186,True,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_187,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_187,True,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_188,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_188,True,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,think,,,,,,,,,,,,,,,,,
d_main_31_06_189,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_189,True,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_190,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_190,True,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_191,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_191,True,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_192,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_192,True,,,,,,,,5,idle,,3,think,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,think,,,,,,,,,,,,,,,,,
d_main_31_06_193,d_main_31_06,Speech,rapi,rapi,Locale_MainScenario:d_main_31_06_193,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_194,d_main_31_06,Speech,anis,anis,Locale_MainScenario:d_main_31_06_194,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,12,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_195,d_main_31_06,Speech,neon,neon,Locale_MainScenario:d_main_31_06_195,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,12,12,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_196,d_main_31_06,Self,neon,,Locale_MainScenario:d_main_31_06_196,False,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,12,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_197,d_main_31_06,Self,neon,,Locale_MainScenario:d_main_31_06_197,False,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_198,d_main_31_06,Self,neon,,Locale_MainScenario:d_main_31_06_198,False,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_199,d_main_31_06,Self,neon,,Locale_MainScenario:d_main_31_06_199,False,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,4,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_200,d_main_31_06,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_31_06_200,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,4,50,1.0,,,,,,OP_leftup,worry,,,,,,,,,,,,,,,,,
d_main_31_06_201,d_main_31_06,Speech,shifty,shifty,Locale_MainScenario:d_main_31_06_201,True,,,,,,,,5,idle,,3,idle,,1,void,,13,idle,,50,50,1.0,,,,,,OP_leftup,angry,,,,,,,,,,,,,,,,,
