id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,play_sound,conversation_id,fade,characters/0/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
d_main_27_07_130,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_130,True,,1,idle,,5,idle,,7,void,,13,idle,,15,idle,,70,50,1.0,,,,,,,,,,,,,,
d_main_27_07_131,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_131,True,,1,idle,,5,idle,,7,void,,13,idle,,15,idle,,50,50,1.0,,,,,,,,,,,,,,
d_main_27_07_132,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_132,True,,1,idle,,5,idle,,7,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,,,,,,,,,
d_main_27_07_133,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_133,True,,1,idle,,5,smile,,7,idle,,13,idle,,15,idle,,50,50,1.0,,,,,,,,,,,,,,
d_main_27_07_134,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_134,True,,1,idle,,5,smile,,7,idle,,13,idle,,15,idle,,50,500,1.0,,,,,,,,,,,,,,
d_main_27_07_135,d_main_27_07,Narration,,,Locale_MainScenario:d_main_27_07_135,False,,7,idle,,3,smile,,5,idle,,13,idle,,15,idle,Desert_02,black,black,1.0,none,,,,neon,1,no,,,,,,,
d_main_27_07_136,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_136,True,,7,angry,,3,idle,,5,idle,,13,idle,,15,idle,,1,S_100,1.0,bgm_story_herecomestrouble,,,,,1,no,,,,,,,
d_main_27_07_137,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_137,False,,7,angry,,3,idle,,5,angry,,13,idle,,15,idle,,S_100,S_100,1.0,,,,,,1,no,,,,,,,
d_main_27_07_138,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_138,True,,7,angry,,3,idle,,5,angry,,13,idle,,15,idle,,75,75,1.0,,,,,,1,no,,,,,,,
d_main_27_07_139,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_139,True,,7,angry,,3,idle,,5,angry,,13,idle,,15,idle,,75,75,1.0,,,,,,1,no,,,,,,,
d_main_27_07_140,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_140,True,,7,idle,,3,idle,,5,angry,,13,idle,,15,idle,EventScene_Chap_27_03,black,black,1.0,,liveryn,anis,,,1,no,neon,,,,rapi,elegg,hammering
d_main_27_07_141,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_141,True,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,
d_main_27_07_142,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_142,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
d_main_27_07_143,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_143,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
d_main_27_07_144,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_144,True,,,,,,,,,,,,,,,,,1,glassesboom_01,1.0,,,,,,,,,,,,,,
d_main_27_07_145,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_145,True,,,,,,,,,,,,,,,,,glassesboom_01,glassesboom_01,1.0,,,,,,,,,,,,,,
d_main_27_07_146,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_146,True,,,,,,,,,,,,,,,,,glassesboom_01,glassesboom_01,1.0,,,,,,,,,,,,,,
d_main_27_07_147,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_147,True,,,,,,,,,,,,,,,,,glassesboom_01,1,1.0,,,,,,,,,,,,,,
d_main_27_07_148,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_148,True,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,
d_main_27_07_149,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_149,True,,7,idle,liveryn,3,idle,anis,5,idle,elegg,13,delight,hammering,15,idle,Desert_02,black,black,1.0,,,,,neon,1,no,,,,,,,
d_main_27_07_150,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_150,True,rapi,7,idle,,3,idle,,5,idle,,13,delight,,15,idle,,S_130,13,1.0,,,,,,1,no,,,,,,,
d_main_27_07_151,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_151,True,,7,idle,,3,idle,,5,idle,,13,delight,,15,idle,,13,113,1.0,,,,,,1,no,,,,,,,
d_main_27_07_152,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_152,False,,7,idle,,3,idle,,5,idle,,13,think,,15,idle,,113,113,1.0,,,,,,1,no,,,,,,,
d_main_27_07_153,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_153,True,,7,idle,,3,idle,,5,idle,,13,think,,15,idle,,113,113,1.0,,,,,,1,no,,,,,,,
d_main_27_07_154,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_154,True,,7,idle,,3,idle,,5,idle,,13,think,,15,idle,,113,113,1.0,,,,,,1,no,,,,,,,
d_main_27_07_155,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_155,True,,7,idle,,3,idle,,5,idle,,13,think,,15,idle,,113,113,1.0,,,,,,1,no,,,,,,,
d_main_27_07_156,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_156,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,113,S_130,1.0,,,,,,1,no,,,,,,,
d_main_27_07_157,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_157,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,,,,,1,no,,,,,,,
d_main_27_07_158,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_158,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,,,,,1,no,,,,,,,
d_main_27_07_159,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_159,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,,,,,1,no,,,,,,,
d_main_27_07_160,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_160,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,,,,,1,no,,,,,,,
d_main_27_07_161,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_161,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,113,1.0,,,,,,1,no,,,,,,,
d_main_27_07_162,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_162,True,,7,idle,,3,idle,,5,idle,,13,delight,,15,idle,,113,113,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_163,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_163,True,,7,idle,,3,idle,,5,idle,,13,delight,,15,idle,,113,113,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_164,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_164,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,113,113,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_165,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_165,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,113,113,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_166,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_166,False,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,113,S_130,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_167,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_167,True,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_168,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_168,False,,7,idle,,3,idle,,5,idle,,13,idle,,15,idle,,S_130,S_130,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_169,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_169,True,,7,idle,,3,idle,,5,idle,,13,special,,15,idle,,S_130,S_1300,1.0,none,,,Low_2,,1,idle,,,,,,,
d_main_27_07_170,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_170,True,,7,idle,,3,idle,,5,idle,,13,special,,15,pain,,1500,1500,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_171,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_171,True,,7,idle,,3,surprise,,5,idle,,13,special,,15,pain,,300,300,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_172,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_172,True,,7,idle,,3,surprise,,5,idle,,13,special,,15,pain,,S_1300,S_1300,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_173,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_173,False,,7,angry,,3,surprise,,5,idle,,13,special,,15,pain,,700,700,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_174,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_174,False,,7,angry,,3,idle,,5,idle,,13,idle,,15,pain,,700,900,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_175,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_175,False,,7,angry,,3,idle,,5,idle,,13,idle,,15,pain,,900,900,1.0,bgm_enemyclose,,,,,1,idle,,,,,,,
d_main_27_07_176,d_main_27_07,Monologue,,,Locale_MainScenario:d_main_27_07_176,False,,7,idle,,3,idle,,5,idle,,13,idle,,15,pain,,900,900,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_177,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_177,False,,7,idle,,3,idle,,5,idle,,13,idle,,15,pain,,900,900,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_178,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_178,True,,7,idle,,3,idle,,5,idle,,13,surprise,,15,pain,,S_1300,S_1300,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_179,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_179,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,pain,,500,500,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_180,d_main_27_07,Speech,neon,neon,Locale_MainScenario:d_main_27_07_180,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,pain,,S_100,S_100,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_181,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_181,False,,7,idle,,3,idle,,5,worry,,13,surprise,,15,pain,,500,50,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_182,d_main_27_07,Speech,anis,anis,Locale_MainScenario:d_main_27_07_182,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,pain,,50,50,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_183,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_183,False,,7,idle,,3,idle,,5,worry,,13,surprise,,15,pain,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_184,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_184,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_185,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_185,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_186,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_186,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,worry,,S_130,S_130,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_187,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_187,False,,7,idle,,3,idle,,5,worry,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_188,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_188,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_189,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_189,True,,7,idle,,3,idle,,5,worry,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_190,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_190,True,,7,idle,,3,worry,,5,worry,,13,surprise,,15,worry,,30,30,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_191,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_191,True,,7,idle,,3,worry,,5,worry,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_192,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_192,True,,7,idle,,3,worry,,5,idle,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_193,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_193,True,,7,idle,,3,worry,,5,idle,,13,surprise,,15,worry,,150,150,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_194,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_194,True,,7,idle,,3,worry,,5,idle,,13,worry,,15,worry,,150,1315,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_195,d_main_27_07,Speech,hammering,hammering,Locale_MainScenario:d_main_27_07_195,True,,7,idle,,3,worry,,5,idle,,13,worry,,15,worry,,1315,1315,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_196,d_main_27_07,Speech,elegg,elegg,Locale_MainScenario:d_main_27_07_196,True,,7,idle,,3,worry,,5,idle,,13,worry,,15,worry,,1315,1315,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_197,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_197,True,,7,idle,,3,worry,,5,idle,,13,idle,,15,worry,,7,7,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_198,d_main_27_07,Self,,,Locale_MainScenario:d_main_27_07_198,False,,7,idle,,3,worry,,5,idle,,13,idle,,15,worry,,7,7,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_199,d_main_27_07,Speech,rapi,rapi,Locale_MainScenario:d_main_27_07_199,True,,7,idle,,3,worry,,5,idle,,13,idle,,15,worry,,7,70,1.0,,,,,,1,idle,,,,,,,
d_main_27_07_200,d_main_27_07,Speech,liveryn,liveryn,Locale_MainScenario:d_main_27_07_200,False,,7,idle,,3,worry,,5,idle,,13,idle,,15,worry,,30,30,1.0,,,,,,1,idle,,,,,,,
