id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/9/hide_char_id,play_sound,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_filter_01,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/7/hide_char_id,characters/8/hide_char_id
d_main_12_07_e_96,d_main_12_07_e,Monologue,maiden,,Locale_MainScenario:d_main_12_07_e_96,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,Grey,,,,,,,,
d_main_12_07_e_97,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_97,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,shifty,OP_leftup,idle,EventScene_Chap_12_02,9,1,3.0,bgm_story_darklord,,,,,,,,vesti,emma,eunhwa,rapi,anis,neon,,,,,,,,,,
d_main_12_07_e_98,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_98,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,OP_leftup,idle,,1,1,1.0,,shifty,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_99,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_99,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_100,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_100,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_101,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_101,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_102,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_102,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_103,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_103,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_104,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_104,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_105,d_main_12_07_e,Narration,guillotine,,Locale_MainScenario:d_main_12_07_e_105,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,sfx_scn_energescatter,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_106,d_main_12_07_e,Monologue,guillotine,,Locale_MainScenario:d_main_12_07_e_106,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_107,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_107,True,vesti,9,idle,emma,7,surprise,eunhwa,5,surprise,rapi,3,angry,anis,1,angry,neon,13,idle,,,,Factory,XS_1900,XS_190,2.0,,,,,,,,,,,,,,,,,maiden,17,idle,guillotine,19,delight,,
d_main_12_07_e_108,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_108,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_190,XS_190,1.0,,,,,,,,,,,,,,,,,,17,idle,,19,delight,,
d_main_12_07_e_109,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_109,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_190,18,1.0,,,,,,,,,,,,,,,,,,17,idle,,19,delight,,
d_main_12_07_e_110,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_110,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,18,18,1.0,,,,,,,,,,,,,,,,,,17,idle,,19,angry,,
d_main_12_07_e_111,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_111,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,18,XS_190,1.0,,,,,,,,,,,,,,,,,,17,idle,,19,angry,,
d_main_12_07_e_112,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_112,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,S_170,S_170,1.0,,,,,,,,,,,,,,,,,,17,angry,,19,angry,,
d_main_12_07_e_113,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_113,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_190,XS_190,1.0,,,,,,,,,,,,,,,,,,17,angry,,19,idle,,
d_main_12_07_e_114,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_114,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_190,XS_190,1.0,,,,,,,,,,,,,,,,,,17,idle,,19,angry,,
d_main_12_07_e_115,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_115,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_190,XS_190,1.0,,,,,,,,,,,,,,,,,,17,idle,,19,angry,,
d_main_12_07_e_116,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_116,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_190,XS_1900,0.5,,,,,,,,,,,,,,,,,,17,idle,,19,angry,,
d_main_12_07_e_117,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_117,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,S_170,S_1700,1.0,,,,,,,,,,,,,,,,,,17,angry,,19,angry,,
d_main_12_07_e_118,d_main_12_07_e,Speech,guillotine,guillotine,Locale_MainScenario:d_main_12_07_e_118,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_1900,XS_190,2.0,,,,,,,,,,,,,,,,,,17,angry,,19,no,,
d_main_12_07_e_119,d_main_12_07_e,Monologue,guillotine,,Locale_MainScenario:d_main_12_07_e_119,False,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,,XS_190,18,1.0,,,,,,,,,,,,,,,,,,17,idle,,19,no,maiden,guillotine
d_main_12_07_e_120,d_main_12_07_e,Speech,maiden,maiden,Locale_MainScenario:d_main_12_07_e_120,True,,9,idle,,7,surprise,,5,surprise,,3,angry,,1,angry,,13,idle,,,,EventScene_Chap_12_03,18,18,1.0,,,,,,,,,vesti,emma,eunhwa,rapi,anis,neon,,Vignetting,,,,,,,,
d_main_12_07_e_121,d_main_12_07_e,Monologue,,,Locale_MainScenario:d_main_12_07_e_121,False,vesti,9,idle,emma,7,surprise,eunhwa,5,angry,rapi,3,worry,anis,1,void,neon,13,idle,,,,Factory,18,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_122,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_122,True,,9,idle,,7,surprise,,5,angry,,3,worry,,1,void,,13,idle,,,,,3,30,2.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_123,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_123,True,,9,idle,,7,worry,,5,angry,,3,worry,,1,void,,13,idle,shifty,OP_leftup,angry,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_124,d_main_12_07_e,Narration,shifty,,Locale_MainScenario:d_main_12_07_e_124,False,,9,idle,,7,worry,,5,angry,,3,worry,,1,angry,,13,idle,,OP_leftup,angry,,black,black,1.0,,shifty,sfx_scn_fireblindly,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_125,d_main_12_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_12_07_e_125,False,,9,idle,,7,worry,,5,angry,,3,idle,,1,void,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_126,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_126,True,,9,idle,,7,worry,,5,angry,,3,idle,,1,void,,13,idle,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_127,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_127,True,,9,idle,,7,worry,,5,angry,,3,idle,,1,void,,13,idle,shifty,OP_leftup,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_128,d_main_12_07_e,Speech,shifty,shifty,Locale_MainScenario:d_main_12_07_e_128,True,,9,idle,,7,worry,,5,angry,,3,idle,,1,void,,13,idle,,OP_leftup,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_129,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_129,True,,9,idle,,7,worry,,5,angry,,3,worry,,1,void,,13,idle,,OP_leftup,idle,,30,30,1.0,,shifty,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_130,d_main_12_07_e,Self,rapi,,Locale_MainScenario:d_main_12_07_e_130,False,,9,idle,,7,worry,,5,angry,,3,worry,,1,void,,13,idle,,,,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_131,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_131,True,,9,idle,,7,worry,,5,angry,,3,think,,1,void,,13,idle,,,,,30,300,2.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_12_07_e_132,d_main_12_07_e,Speech,rapi,rapi,Locale_MainScenario:d_main_12_07_e_132,True,,9,idle,,7,worry,,5,angry,,3,idle,,1,void,,13,idle,,,,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,,,,
