id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_absolute2_06_s_119,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_119,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,sfx_scn_missilelauncherfires,,,,,,
event_absolute2_06_s_120,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_120,False,,1,idle,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,sfx_scn_explosions,,,,,,
event_absolute2_06_s_121,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_121,False,,1,idle,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,,,,,,,
event_absolute2_06_s_122,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_122,True,,1,idle,,3,idle,,5,angry_02,,,,,,,,XS_500,XS_500,1.0,,,,,,,,
event_absolute2_06_s_123,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_123,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,100,100,1.0,,,,,,,,
event_absolute2_06_s_124,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_124,True,,1,angry,,3,worry,,5,angry_02,,,,,,,,100,300,1.0,,,,,,,,
event_absolute2_06_s_125,40086,event_absolute2_06_s,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_s_125,False,,1,angry,,3,worry,,5,angry_02,,,,,,,,black,black,1.0,,,,,,,,
event_absolute2_06_s_126,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_126,False,,1,angry,,3,worry,,5,angry_02,,,,,,,,black,black,1.0,,sfx_scn_c092_fire,,,,,,
event_absolute2_06_s_127,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_127,False,,1,angry,,3,worry,,5,angry_02,,,,,,,,black,black,1.0,,,,,,,,
event_absolute2_06_s_128,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_128,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,53,53,1.0,,,,,,,,
event_absolute2_06_s_129,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_129,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,53,53,1.0,,,,,,,,
event_absolute2_06_s_130,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_130,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,53,53,1.0,,sfx_scn_heavyjump,,,,,,
event_absolute2_06_s_131,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_131,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,sfx_scn_metalheavyhit,,,,,,
event_absolute2_06_s_132,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_132,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,sfx_scn_missilelauncherfires,,,,,,
event_absolute2_06_s_133,40086,event_absolute2_06_s,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_s_133,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,sfx_scn_explosions,,,,,,
event_absolute2_06_s_134,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_134,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,53,53,1.0,,,,,,,,
event_absolute2_06_s_135,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_135,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,53,53,1.0,,,,,,,,
event_absolute2_06_s_136,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_136,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,53,31,1.0,,,,,,,,
event_absolute2_06_s_137,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_137,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,31,31,1.0,,,,,,,,
event_absolute2_06_s_138,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_138,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
event_absolute2_06_s_139,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_139,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,XS_50,30,1.0,,,,,,,,
event_absolute2_06_s_140,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_140,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,30,10,1.0,,,,,,,,
event_absolute2_06_s_141,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_141,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,,,,,,,
event_absolute2_06_s_142,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_142,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,black,black,1.0,,,,,,,,
event_absolute2_06_s_143,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_143,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,10,10,1.0,,,,,,,,
event_absolute2_06_s_144,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_144,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,10,100,0.5,,,,,,,,
event_absolute2_06_s_145,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_145,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,100,100,1.0,,sfx_scn_c092_fire,Low_2,,,,,
event_absolute2_06_s_146,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_146,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,100,100,1.0,,,,,,,,
event_absolute2_06_s_147,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_147,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,100,10,0.5,,sfx_scn_c092_fire,,,,,,
event_absolute2_06_s_148,40086,event_absolute2_06_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_s_148,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,10,10,1.0,,sfx_scn_c092_fire,,,,,,
event_absolute2_06_s_149,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_149,False,,1,angry,,3,idle,,5,angry_02,,,,,,,,10,10,1.0,,,,,,,,
event_absolute2_06_s_150,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_150,True,,1,angry,,3,idle,,5,angry_02,,,,,,,,XS_50,XS_50,1.0,,,,,,,,
event_absolute2_06_s_151,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_151,True,,1,angry,,3,worry,,5,angry_02,,,,,,,,XS_50,30,1.0,,,,,,,,
event_absolute2_06_s_152,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_152,True,,1,angry,,3,worry,,5,angry_02,,,,,,,,30,10,1.0,,,,,,,,
event_absolute2_06_s_153,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_153,True,,1,angry,,3,worry,,5,angry_02,,,,,,,,10,10,1.0,,,,,,,,
event_absolute2_06_s_154,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_154,True,,1,angry,,3,worry,,5,angry_02,,,,,,,,10,10,1.0,,,,,,,,
event_absolute2_06_s_155,40086,event_absolute2_06_s,Narration,predator_l,,Locale_MainScenario:event_absolute2_06_s_155,False,,1,angry,,3,worry,,5,angry_02,predator_l,17,idle,,,,,17,17,1.0,,,,,,,,
event_absolute2_06_s_156,40086,event_absolute2_06_s,Narration,predator_l,,Locale_MainScenario:event_absolute2_06_s_156,False,,1,angry,,3,worry,,5,angry_02,,17,idle,,,,,17,17,1.0,,,,,,,,
event_absolute2_06_s_157,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_157,False,,1,angry,,3,worry,,5,angry_02,,17,idle,,,,,17,1,2.0,,,,,,,,
event_absolute2_06_s_158,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_158,True,,1,angry,,3,worry,,5,angry_02,,17,idle,,,,,1,10,1.0,,,,,,,,
event_absolute2_06_s_159,40086,event_absolute2_06_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_s_159,True,,1,angry,,3,worry,,5,idle,,17,idle,,,,,XS_50,XS_50,1.0,,,,,,,,
event_absolute2_06_s_160,40086,event_absolute2_06_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_s_160,True,,1,angry,,3,worry,,5,idle,,17,idle,,,,,XS_50,30,1.0,,,,,,,,
event_absolute2_06_s_161,40086,event_absolute2_06_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_s_161,True,,1,angry,,3,worry,,5,idle,,17,idle,,,,,30,10,1.0,,,,,,,,
