id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,set_filter_01,fade,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_goldencoinrush1_02_e_119,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_119,True,,1,shy,,13,surprise,,,,,12,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_120,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_120,True,,1,shy,,13,surprise,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_121,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_121,True,,1,shy,,13,shy,,,,,S_10,S_130,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_122,40048,event_goldencoinrush1_02_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_02_e_122,False,,1,shy,,13,shy,,,,,S_130,S_130,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_123,40048,event_goldencoinrush1_02_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_02_e_123,False,,1,shy,,13,shy,,,,,S_130,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_124,40048,event_goldencoinrush1_02_e,Self,alice_b,,Locale_MainScenario:event_goldencoinrush1_02_e_124,False,,1,shy,,13,shy,,,,,12,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_125,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_125,True,,1,idle,,13,idle,,,,,12,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_126,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_126,True,,1,idle,,13,idle,,,,,12,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_127,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_127,True,,1,idle,,13,idle,,,,,12,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_128,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_128,True,,1,idle,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_129,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_129,True,,1,idle,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_130,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_130,True,,1,idle,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_131,40048,event_goldencoinrush1_02_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_02_e_131,False,,1,idle,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_132,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_132,True,,1,surprise,,13,idle,,,,,S_10,1,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_133,40048,event_goldencoinrush1_02_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_02_e_133,False,,1,surprise,,13,idle,,,,,1,1,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_134,40048,event_goldencoinrush1_02_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_02_e_134,False,,1,surprise,,13,idle,,,,,1,1,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_135,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_135,True,,1,surprise,,13,idle,,,,,1,1,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_136,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_136,True,,1,surprise,,13,idle,,,,,1,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_137,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_137,True,,1,surprise,,13,idle,,,,,12,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_138,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_138,True,,1,surprise,,13,idle,,,,,12,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_139,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_139,True,,1,surprise,,13,idle,,,,,12,12,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_140,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_140,True,,1,serious,,13,idle,,,,,12,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_141,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_141,True,,1,serious,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_142,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_142,True,,1,serious,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_143,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_143,True,,1,serious,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_144,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_144,True,,1,serious,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_145,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_145,True,,1,serious,,13,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,
event_goldencoinrush1_02_e_146,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_146,True,,1,serious,,13,idle,,,,,S_10,S_100,1.0,,,,,,,,,,,
