id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
event_ce004_3_06_e_123,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_123,False,ce004_04,1,surprise,marciana,13,idle,,,,,,,,10,1,1.0,,,ce004_04,,,,,,,
event_ce004_3_06_e_124,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_124,True,,1,surprise,,13,idle,,,,,,,,1,113,1.0,,,marciana,marciana,,,,,,
event_ce004_3_06_e_125,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_125,True,,1,surprise,,13,idle,,,,,,,,113,113,1.0,,,marciana,marciana,,,,,,
event_ce004_3_06_e_126,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_126,True,,1,surprise,,13,idle,,,,,,,,113,113,1.0,,,marciana,marciana,,,,,,
event_ce004_3_06_e_127,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_127,True,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,ce004_04,ce004_04,,,,,,
event_ce004_3_06_e_128,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_128,True,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,ce004_04,ce004_04,,,,,,
event_ce004_3_06_e_129,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_129,True,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,ce004_04,ce004_04,,,,,,
event_ce004_3_06_e_130,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_130,True,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,ce004_04,ce004_04,,,,,,
event_ce004_3_06_e_131,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_131,True,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,marciana,marciana,,,,,,
event_ce004_3_06_e_132,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_132,False,,1,idle,,13,idle,ein,5,delight,zwei,3,idle,WasteLand_02_n,black,black,1.0,sfx_scn_someonedisappear,,ce004_04,,,ce004_04,marciana,,,white
event_ce004_3_06_e_133,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_133,True,rei_op_r,OP_rightup,cry,marciana_op,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,none,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_134,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_134,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_135,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_135,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_136,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_136,False,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,rei_op_r,,,,,,,
event_ce004_3_06_e_137,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_137,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,ein,ein,,,,,,
event_ce004_3_06_e_138,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_138,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,zwei,zwei,,,,,,
event_ce004_3_06_e_139,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_139,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_140,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_140,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_141,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_141,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_142,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_142,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,bgm_story_sunshinesorrow,zwei,zwei,,,,,,
event_ce004_3_06_e_143,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_143,True,,OP_rightup,cry,,OP_leftup,idle,,5,delight,,3,idle,,53,53,1.0,,,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_144,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_144,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,ein,ein,,,,,,
event_ce004_3_06_e_145,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_145,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_146,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_146,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,ein,ein,,,,,,
event_ce004_3_06_e_147,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_147,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_148,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_148,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_149,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_149,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_150,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_150,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_151,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_151,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_152,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_152,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,marciana_op,marciana_op,,,,,,
event_ce004_3_06_e_153,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_153,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,ein,ein,,,,,,
event_ce004_3_06_e_154,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_154,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,zwei,zwei,,,,,,
event_ce004_3_06_e_155,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_155,True,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_156,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_156,False,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,,53,53,1.0,,,rei_op_r,,,,,,,
event_ce004_3_06_e_157,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_157,False,,OP_rightup,cry,,OP_leftup,idle,,5,idle,,3,idle,EventScene_ce004_07,black,black,1.0,,,,,,rei_op_r,marciana_op,ein,zwei,
event_ce004_3_06_e_158,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_158,True,,,,,,,,,,,,,,ce004_07_01,ce004_07_01,1.0,,,ein,ein,,,,,,
event_ce004_3_06_e_159,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_159,True,,,,,,,,,,,,,,ce004_07_01,ce004_07_01,1.0,,,ein,ein,,,,,,
event_ce004_3_06_e_160,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_160,True,,,,,,,,,,,,,,ce004_07_01,ce004_07_01,1.0,,,ein,ein,,,,,,
event_ce004_3_06_e_161,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_161,True,,,,,,,,,,,,,,ce004_07_01,ce004_07_02,1.5,,,zwei,zwei,,,,,,
event_ce004_3_06_e_162,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_162,True,,,,,,,,,,,,,,ce004_07_02,ce004_07_02,1.0,,,zwei,zwei,,,,,,
event_ce004_3_06_e_163,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_163,True,,,,,,,,,,,,,,ce004_07_02,ce004_07_02,1.0,,,zwei,zwei,,,,,,
event_ce004_3_06_e_164,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_164,True,,,,,,,,,,,,,,ce004_07_02,ce004_07_03,3.0,,,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_165,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_165,True,,,,,,,,,,,,,,ce004_07_03,ce004_07_03,1.0,,,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_166,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_166,True,,,,,,,,,,,,,,ce004_07_03,ce004_07_03,1.0,,,rei_op_r,rei_op_r,,,,,,
event_ce004_3_06_e_167,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_167,False,,,,,,,,,,,,,,ce004_07_03,ce004_07_03,1.0,,,,,,,,,,
event_ce004_3_06_e_168,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_168,False,,,,,,,,,,,,,,ce004_07_03,ce004_07_03,1.0,,,,,,,,,,
event_ce004_3_06_e_169,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_169,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,
event_ce004_3_06_e_170,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_170,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,
event_ce004_3_06_e_171,40057,event_ce004_3_06_e,Narration,Locale_SubScenario:event_ce004_3_06_e_171,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,
