id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,fade,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id
event_ce006_2_06_e_92,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_92,False,,,,,,,,,,,,,,memoriesteller_06_01,1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_93,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_93,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_94,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_94,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_95,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_95,False,,,,,,,,,,,,,,1,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_96,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_96,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_97,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_97,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_98,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_98,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_99,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_99,False,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_100,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_100,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_101,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_101,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_102,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_102,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_103,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_103,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_104,40080,event_ce006_2_06_e,Self,privaty,,Locale_MainScenario:event_ce006_2_06_e_104,False,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_105,40080,event_ce006_2_06_e,Self,privaty,,Locale_MainScenario:event_ce006_2_06_e_105,False,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_106,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_106,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_107,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_107,True,,,,,,,,,,,,,,memoriesteller_06_01,memoriesteller_06_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_108,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_108,False,,,,,,,,,,,,,EventScene_memoriesteller_08,black,black,1.0,,,,,,,,,,,,,,,black,,,,,,,,,,,,
event_ce006_2_06_e_109,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_109,True,,,,,,,,,,,,,,memoriesteller_08_01,memoriesteller_08_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_110,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_110,True,,,,,,,,,,,,,,memoriesteller_08_02,memoriesteller_08_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_111,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_111,True,,,,,,,,,,,,,,memoriesteller_08_02,memoriesteller_08_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_112,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_112,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_113,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_113,False,,,,,,,,,,,,,,memoriesteller_08_02,memoriesteller_08_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_114,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_114,False,,,,,,,,,,,,,,memoriesteller_08_03,memoriesteller_08_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_115,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_115,False,,,,,,,,,,,,,,memoriesteller_08_03,memoriesteller_08_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_116,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_116,True,,,,,,,,,,,,,,memoriesteller_08_03,memoriesteller_08_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_117,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_117,False,,,,,,,,,,,,,,memoriesteller_08_03,memoriesteller_08_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_118,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_118,False,ce006_npc_01,3,delight,ce006_03,1,no,ce006_01,16,idle,,,,Desert_02,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_119,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_119,False,,3,delight,,1,no,,16,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_120,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_120,False,,3,delight,,1,no,,16,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_121,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_121,False,,3,idle,,1,no,,16,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_122,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_122,True,,3,idle,,1,no,,16,idle,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_123,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_123,True,,3,idle,,1,no,,16,idle,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_124,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_124,True,,3,idle,,1,no,,16,idle,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_125,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_125,True,,3,smile,,1,no,,16,idle,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_126,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_126,True,,3,smile,,1,no,,16,idle,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_127,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_127,True,,3,idle,,1,no,,16,idle,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_128,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_128,False,,3,idle,,1,no,,16,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_129,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_129,False,,3,idle,,1,no,,16,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_130,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_130,False,,3,idle,,1,no,,16,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_131,40080,event_ce006_2_06_e,Narration,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_131,False,,3,idle,,1,no,,13,idle,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_132,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_132,True,,3,idle,,1,no,,13,idle,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_133,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_133,True,,3,idle,,1,no,,13,idle,,,,,2,12,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_134,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_134,True,,3,idle,,1,sad,,13,idle,,,,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_135,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_135,True,,3,idle,,1,sad,,13,delight,,,,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_136,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_136,True,,3,idle,,1,sad,,13,delight,,,,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_137,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_137,False,,3,idle,,1,sad,,13,delight,,,,,12,130,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_138,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_138,False,,3,idle,,1,sad,,13,delight,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_139,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_139,False,,3,idle,,1,sad,,13,delight,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_140,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_140,False,,3,idle,,1,sad,,13,delight,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_141,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_141,True,,3,idle,,1,sad,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_142,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_142,False,,3,idle,,1,sad,,13,delight,,,,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_143,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_143,True,,3,idle,,1,sad,,13,delight,,,,,130,1300,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_144,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_144,False,,3,idle,,1,sad,,13,delight,,,,,1300,1300,1.0,,,,,,,ce006_npc_01,ce006_03,ce006_01,,,,,,white,,,,,,,,,,,,
event_ce006_2_06_e_145,40080,event_ce006_2_06_e,Narration,ce006_01,,Locale_MainScenario:event_ce006_2_06_e_145,False,,,,,,,,,,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_146,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_146,False,,,,,,,,,,,,,City_d,black,black,1.0,none,,,,,,,,,,,,,,black,,,,,,,,,,,,
event_ce006_2_06_e_147,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_147,False,,,,,,,,,,,,,,1,1,1.0,collab_bgm_sb_camp_02,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_148,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_148,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_149,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_149,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_150,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_150,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_151,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_151,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_152,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_152,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_153,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_153,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_154,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_154,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_155,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_155,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_156,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_156,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_157,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_157,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_158,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_158,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_159,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_159,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_160,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_160,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_161,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_161,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_162,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_162,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_163,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_163,False,hermin,1,delight,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_164,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_164,True,,1,delight,,,,,,,,,,,1,XS_10,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_165,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_165,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_166,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_166,False,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_167,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_167,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_168,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_168,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_169,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_169,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_170,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_170,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_171,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_171,True,,1,delight,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_172,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_172,False,,1,delight,,,,,,,,,,Park,black,black,1.0,,,,,,,hermin,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_173,40080,event_ce006_2_06_e,Monologue,hermin,,Locale_MainScenario:event_ce006_2_06_e_173,False,,,,anis,2,void,privaty,12,sad,elegg,14,idle,,black,black,1.0,,neon,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_174,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_174,False,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,black,,,,,,,,,,,,
event_ce006_2_06_e_175,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_175,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_176,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_176,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_177,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_177,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_178,40080,event_ce006_2_06_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_e_178,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_179,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_179,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_180,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_180,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_181,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_181,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_182,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_182,True,,,,,2,void,,12,sad,,14,idle,,1,1,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_183,40080,event_ce006_2_06_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_e_183,True,,,,,2,void,,12,sad,,14,idle,,1,13,1.3,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_184,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_184,True,,,,,2,void,,12,sad,,14,idle,,13,13,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_185,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_185,True,,,,,2,void,,12,sad,,14,idle,,13,13,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_186,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_186,False,,,,,2,void,,12,angry,,14,idle,,13,S_120,1.3,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_187,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_187,True,,,,,2,void,,12,angry,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_188,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_188,True,,,,,2,void,,12,angry,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_189,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_189,True,,,,,2,void,,12,angry,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_190,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_190,True,,,,,2,void,,12,angry,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_191,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_191,True,,,,,2,void,,12,angry,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_192,40080,event_ce006_2_06_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_e_192,True,,,,,2,void,,12,angry,,14,idle,,3,3,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_193,40080,event_ce006_2_06_e,Speech,neon,neon,Locale_MainScenario:event_ce006_2_06_e_193,True,,,,,2,void,,12,angry,,14,idle,,3,3,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_194,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_194,False,,,,,2,void,,12,idle,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_195,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_195,True,,,,,2,void,,12,idle,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_196,40080,event_ce006_2_06_e,Self,privaty,,Locale_MainScenario:event_ce006_2_06_e_196,False,,,,,2,void,,12,idle,,14,idle,,S_120,S_120,1.0,,,4,idle,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_197,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_197,False,,,,,3,void,,13,idle,,15,idle,,black,black,1.0,,,5,idle,,,,,,,rapi,1,idle,,,,,,,,,,,,,,
event_ce006_2_06_e_198,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_198,False,,,,,3,void,,13,idle,,15,idle,,black,black,1.0,,,5,idle,,,,,,,,1,idle,,,,,,,,,,,,,,
