id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/1/hide_char_id,characters/0/hide_char_id,set_filter_01,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,play_ambient
event_icedragonsaga1_02_s_114,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_114,True,,1,idle,,3,delight,,300,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_115,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_115,True,,1,idle,,3,delight,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_116,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_116,True,,1,idle,,3,delight,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_117,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_117,True,,1,delight,,3,delight,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_118,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_118,True,,1,delight,,3,delight,,XS_10,2,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_119,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_119,True,,1,delight,,3,no,,2,2,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_120,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_120,True,,1,delight,,3,no,,2,2,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_121,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_121,True,,1,idle,,3,no,,2,2,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_122,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_122,True,,1,idle,,3,no,,2,2,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_123,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_123,True,,1,idle,,3,angry,,2,30,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_124,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_124,True,,1,idle,,3,angry,,30,30,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_125,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_125,True,,1,idle,,3,angry,,30,30,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_126,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_126,True,,1,idle,,3,angry,,30,30,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_127,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_127,True,,1,idle,,3,delight,,30,30,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_128,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_128,True,,1,idle,,3,delight,,30,300,0.7,,,Low_2,,,,,,,,,
event_icedragonsaga1_02_s_129,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_129,False,,1,no,,3,delight,,300,2,1.5,,,,,,,,,,,,
event_icedragonsaga1_02_s_130,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_02_s_130,False,,1,no,,3,delight,,2,2,1.0,,,,,guillotine_w_no,,,,,,,
event_icedragonsaga1_02_s_131,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_02_s_131,False,guillotine_w_no,1,idle,,3,delight,,6,1,2.0,none,,,drake_m,,,black,,,,,
event_icedragonsaga1_02_s_132,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_02_s_132,False,,1,idle,,,,,1,1,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_133,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_133,True,,1,think,,,,,1,XS_10,1.0,bgm_story_darklord,sfx_scn_spellcast,,,,,,,,,,ambient_scn_spellcast
event_icedragonsaga1_02_s_134,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_134,True,,1,think,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_135,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_135,True,,1,think,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_136,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_136,True,,1,think,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_137,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_137,True,,1,think,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_138,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_138,True,,1,think,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,
event_icedragonsaga1_02_s_139,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_139,True,,1,angry,,,,,XS_10,XS_100,1.0,,sfx_scn_spellsummon,,,,,,,,,,none
event_icedragonsaga1_02_s_140,40064,event_icedragonsaga1_02_s,Narration,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_02_s_140,False,,1,angry,,,,White,6,6,1.0,,sfx_scn_retromessage,,,,,white,,,,,
event_icedragonsaga1_02_s_141,40064,event_icedragonsaga1_02_s,Narration,guillotine_w_no,,Locale_MainScenario:event_icedragonsaga1_02_s_141,False,,1,angry,,,,,6,6,1.0,,sfx_scn_retromessage,,,,,,,,,,
