id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_filter_01,play_ambient
event_oldtales1_03_s_110,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_110,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,Grey,
event_oldtales1_03_s_111,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_111,True,,,,,,,EventScene_oldtales_04,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_112,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_112,False,,,,,,,,EventScene_oldtales_04,EventScene_oldtales_04,1.0,,,,,,,,,,,,,,,,,,,,,,,ambient_scn_mirrorwall
event_oldtales1_03_s_113,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_113,False,,,,,,,,EventScene_oldtales_04,EventScene_oldtales_04,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_114,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_114,False,,,,,,,,EventScene_oldtales_04,EventScene_oldtales_04,1.5,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_115,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_115,False,,,,,,,,EventScene_oldtales_04,EventScene_oldtales_04,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_116,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_116,False,,,,,,,,EventScene_oldtales_04,EventScene_oldtales_04,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_117,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_117,False,,,,,,,,EventScene_oldtales_04,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_118,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_118,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_119,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_119,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_120,40061,event_oldtales1_03_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_03_s_120,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_121,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_121,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_122,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_122,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_03_s_123,40061,event_oldtales1_03_s,Narration,cinderella,,Locale_MainScenario:event_oldtales1_03_s_123,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,none
