id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,play_movie
event_unbreakablesphere2_06_e_110,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_110,False,,1,idle,,3,idle,,13,delight,,15,shy_02,,black,black,1.0,sfx_scn_sit,,mori,,,,,,,,
event_unbreakablesphere2_06_e_111,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_111,True,,1,idle,,3,idle,,13,idle,,15,shy_02,,S_150,S_1500,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_112,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_112,False,,1,idle,,3,idle,,13,idle,,15,shy_02,,S_1500,S_1500,1.0,,,mori,,,,,,,,
event_unbreakablesphere2_06_e_113,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_113,True,,1,idle,,3,idle,,13,idle,,15,shy_02,,L_300,L_300,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_114,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_114,False,,1,idle,,3,idle,,13,idle,,15,think,,L_300,L_30,1.0,sfx_scn_sit,,yuni_n,,,,,,,,
event_unbreakablesphere2_06_e_115,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_115,True,,1,idle,,3,idle,,13,delight,,15,think,,L_130,L_130,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_116,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_116,True,,1,idle,,3,idle,,13,delight,,15,think,,L_130,10,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_117,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_117,True,,1,idle,,3,idle,,13,delight,,15,think,,10,10,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_118,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_118,False,,1,idle,,3,idle,,13,surprise,,15,think,,L_130,L_1300,0.5,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_119,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_119,True,,1,idle,,3,idle,,13,surprise,,15,surprise,,L_1300,L_1300,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_120,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_120,True,,1,idle,,3,idle,,13,surprise,,15,surprise,,S_1500,S_1500,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_121,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_121,True,,1,idle,,3,idle,,13,surprise,,15,surprise,,S_1500,S_1500,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_122,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_122,True,,1,idle,,3,idle,,13,idle,,15,surprise,,L_1300,L_130,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_123,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_123,True,,1,idle,,3,idle,,13,idle,,15,surprise,,L_130,L_130,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_124,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_124,False,,1,idle,,3,idle,,13,idle,,15,surprise,EventScene_unbreakablesphere_11_1,black,black,1.0,,event_bgm_ubsphere_longing,littlemermaid,,,mihara_b,yuni_n,littlemermaid,mori,,
event_unbreakablesphere2_06_e_125,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_125,False,,,,,,,,,,,,,,1,1,1.5,,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_126,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_126,False,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_127,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_127,True,,,,,,,,,,,,,,1,100,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_128,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_128,True,,,,,,,,,,,,,,100,100,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_129,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_129,False,,,,,,,,,,,,,,100,100,1.0,,,mihara_b,,,,,,,,
event_unbreakablesphere2_06_e_130,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_130,False,,,,,,,,,,,,,,100,100,1.0,,,mihara_b,,,,,,,,
event_unbreakablesphere2_06_e_131,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_131,True,,,,,,,,,,,,,,100,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_132,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_132,True,,,,,,,,,,,,,EventScene_unbreakablesphere_11_2,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_133,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_133,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_134,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_134,True,,,,,,,,,,,,,,1,100,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_135,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_135,True,,,,,,,,,,,,,,100,100,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_136,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_136,True,,,,,,,,,,,,,,100,100,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_137,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_137,True,,,,,,,,,,,,,,100,100,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_138,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_138,False,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,
event_unbreakablesphere2_06_e_139,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_139,True,,,,,,,,,,,,,EventScene_unbreakablesphere_11_3,100,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_140,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_140,False,,,,,,,,,,,,,,1,1,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_141,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_141,True,,,,,,,,,,,,,,1,1,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_142,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_142,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_143,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_143,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_144,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_144,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_145,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_145,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_146,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_146,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_147,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_147,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_148,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_148,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_149,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_149,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_150,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_150,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_151,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_151,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_152,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_152,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_153,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_153,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_154,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_154,False,,,,,,,,,,,,,EventScene_unbreakablesphere_11_4,1,1,1.0,,,,,,,,,,,
event_unbreakablesphere2_06_e_155,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_155,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_156,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_156,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_157,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_157,True,,,,,,,,,,,,,,1,1,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_158,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_158,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_159,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_159,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_160,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_160,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_161,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_161,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_162,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_162,True,,,,,,,,,,,,,,1,1,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_163,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_163,True,,,,,,,,,,,,,,1,1,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_164,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_164,False,,,,,,,,,,,,,EventScene_unbreakablesphere_11_5,1,1,1.0,,,,,,,,,,,
event_unbreakablesphere2_06_e_165,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_165,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_unbreakablesphere2_06_e_166,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_166,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,
event_unbreakablesphere2_06_e_167,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_167,False,,,,,,,,,,,,,,1,1,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_168,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_168,False,,,,,,,,,,,,,,1,1,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_169,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_169,True,,,,,,,,,,,,,EventScene_unbreakablesphere_11_6,1,100,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_170,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_170,True,,,,,,,,,,,,,,100,100,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_171,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_171,True,,,,,,,,,,,,,,100,100,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_172,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_172,True,,,,,,,,,,,,,,100,100,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_173,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_173,True,,,,,,,,,,,,,,100,100,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_174,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_174,True,,,,,,,,,,,,,,100,100,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_175,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_175,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,
event_unbreakablesphere2_06_e_176,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_176,False,mihara_b,1,idle,yuni_n,3,idle,littlemermaid,13,idle,mori,15,idle,CleanBeach,black,black,1.0,,,,,,,,,,,
event_unbreakablesphere2_06_e_177,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_177,False,,1,idle,,3,idle,,13,idle,,15,idle,,L_300,L_300,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_178,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_178,True,,1,idle,,3,idle,,13,idle,,15,idle,,L_300,L_30,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_179,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_179,True,,1,idle,,3,idle,,13,idle,,15,idle,,L_30,31,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_180,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_180,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_181,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_181,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_182,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_182,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_183,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_183,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,31,1.0,,,yuni_n,yuni_n,,,,,,,
event_unbreakablesphere2_06_e_184,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_184,True,,1,idle,,3,idle,,13,idle,,15,idle,,31,1,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_185,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_185,True,,1,surprise,,3,idle,,13,idle,,15,idle,,1,10,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_186,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_186,True,,1,surprise,,3,idle,,13,idle,,15,idle,,10,10,1.0,,,mihara_b,mihara_b,,,,,,,
event_unbreakablesphere2_06_e_187,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_187,True,,1,surprise,,3,idle,,13,surprise,,15,idle,,10,L_130,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_188,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_188,False,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_130,L_130,1.0,,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_189,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_189,False,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_130,L_1300,0.5,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_190,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_190,False,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_1300,L_1300,1.0,,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_191,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_191,True,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_1300,L_1300,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_192,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_192,False,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_1300,L_130,1.0,,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_193,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_193,False,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_130,L_130,1.0,sfx_scn_magicbubble_2,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_194,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_194,False,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_130,L_130,1.0,,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_195,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_195,True,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_130,L_130,1.0,,,littlemermaid,littlemermaid,,,,,,,
event_unbreakablesphere2_06_e_196,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_196,False,,1,surprise,,3,idle,,13,surprise,,15,idle,,L_130,L_130,1.0,sfx_scn_footstepleaves,,littlemermaid,,,,,,,,
event_unbreakablesphere2_06_e_197,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_197,True,,1,surprise,,3,idle,,13,surprise,,15,surprise,,L_130,S_150,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_198,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_198,True,,1,surprise,,3,idle,,13,surprise,,15,surprise,,S_150,S_1500,1.0,,,mori,mori,,,,,,,
event_unbreakablesphere2_06_e_199,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_199,False,,1,surprise,,3,idle,,13,surprise,,15,surprise,,black,black,1.0,,,mori,,,,,,,,
event_unbreakablesphere2_06_e_200,40076,event_unbreakablesphere2_06_e,Speech,Locale_MainScenario:event_unbreakablesphere2_06_e_200,True,,1,surprise,,3,idle,,13,surprise,,15,surprise,,black,black,1.0,,,littlemermaid,littlemermaid,,mihara_b,yuni_n,littlemermaid,mori,,
unbreakablesphere,40076,event_unbreakablesphere2_06_e,,Locale_SubScenario:none,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,unbreakablesphere
event_unbreakablesphere2_06_e_235,40076,event_unbreakablesphere2_06_e,Narration,Locale_MainScenario:event_unbreakablesphere2_06_e_235,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,
