id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/2/hide_char_id,play_sound,fade
event_ce006_1_03_e_118,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_118,True,,14,no,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_119,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_119,True,,14,no,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_120,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_120,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_121,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_121,False,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,idle,,,
event_ce006_1_03_e_122,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_122,True,,14,idle,,5,idle,,S_120,S_120,1.0,,neon,,,,,,,7,idle,,16,void,,12,surprise,,,
event_ce006_1_03_e_123,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_123,True,,14,idle,,5,idle,,S_120,13,1.3,,ce006_01,,,,,,,7,idle,,16,void,,12,surprise,,,
event_ce006_1_03_e_124,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_124,True,,14,idle,,5,idle,,13,13,1.0,,neon,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_125,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_125,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_126,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_126,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_127,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_127,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_128,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_128,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_129,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_129,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_130,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_130,True,,14,idle,,5,idle,,6,6,1.0,,com,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_131,40079,event_ce006_1_03_e,Speech,roam,Locale_MainScenario:event_ce006_1_03_e_131,True,,14,idle,,5,idle,,6,6,1.0,,roam,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_132,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_132,True,,14,idle,,5,idle,,6,50,1.3,,com,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_133,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_133,True,,14,idle,,5,idle,,50,50,1.0,,com,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_134,40079,event_ce006_1_03_e,Speech,com,Locale_MainScenario:event_ce006_1_03_e_134,True,,14,idle,,5,idle,,50,50,1.0,,com,,,,,,,7,idle,,16,void,,12,delight,,,
event_ce006_1_03_e_135,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_135,True,,14,idle,,5,idle,,12,S_120,1.3,none,neon,,,,,,,7,idle,,16,void,,12,surprise,,,
event_ce006_1_03_e_136,40079,event_ce006_1_03_e,Narration,neon,Locale_MainScenario:event_ce006_1_03_e_136,False,,14,idle,,5,idle,,black,black,1.0,,,,,,,,,7,idle,,16,void,,12,angry,,sfx_scn_heavymetaldrop,
event_ce006_1_03_e_137,40079,event_ce006_1_03_e,Monologue,neon,Locale_MainScenario:event_ce006_1_03_e_137,False,,14,idle,,5,idle,,black,black,1.0,,,,,,,,,7,idle,,16,void,,12,angry,,,
event_ce006_1_03_e_138,40079,event_ce006_1_03_e,Monologue,neon,Locale_MainScenario:event_ce006_1_03_e_138,False,,14,surprise,,5,idle,,black,black,1.0,,,,,,,,,7,idle,,16,void,,12,angry,,,
event_ce006_1_03_e_139,40079,event_ce006_1_03_e,Speech,neon,Locale_MainScenario:event_ce006_1_03_e_139,True,,14,surprise,,5,idle,,S_120,S_120,1.0,bgm_story_trauma,neon,,,,,,,7,idle,,16,void,,12,worry,,,
event_ce006_1_03_e_140,40079,event_ce006_1_03_e,Speech,ce006_01,Locale_MainScenario:event_ce006_1_03_e_140,True,,14,surprise,,5,idle,,S_120,140,1.3,,ce006_01,,,,,,,7,idle,,16,void,,12,worry,,,
event_ce006_1_03_e_141,40079,event_ce006_1_03_e,Monologue,ce006_01,Locale_MainScenario:event_ce006_1_03_e_141,False,,14,surprise,,5,idle,,black,black,1.0,,,,,,,,,7,idle,,16,void,,12,worry,,,
event_ce006_1_03_e_142,40079,event_ce006_1_03_e,Monologue,ce006_01,Locale_MainScenario:event_ce006_1_03_e_142,False,,14,surprise,,5,idle,,black,black,1.0,,,,,,,,,7,idle,,16,void,,12,worry,,,
