id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,play_sound,characters/3/hide_char_id
event_lastkingdom2_01_s_115,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_115,True,,3,idle,,13,surprise,,15,idle,,7,idle,,1,shy,,1300,100,1.0,,,,
event_lastkingdom2_01_s_116,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_116,True,,3,idle,,13,surprise,,15,idle,,7,idle,,1,shy,,100,100,1.0,,,,
event_lastkingdom2_01_s_117,40046,event_lastkingdom2_01_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_01_s_117,True,,3,idle,,13,angry,,15,idle,,7,idle,,1,shy,,1300,1300,1.0,,,,
event_lastkingdom2_01_s_118,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_118,True,,3,idle,,13,angry,,15,idle,,7,idle,,1,shy,,S_30,S_30,1.0,,,,
event_lastkingdom2_01_s_119,40046,event_lastkingdom2_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_01_s_119,True,,3,idle,,13,angry,,15,idle,,7,idle,,1,shy,,70,70,1.0,,,,
event_lastkingdom2_01_s_120,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_120,True,,3,idle,,13,angry,,15,idle,,7,idle,,1,shy,,S_30,3,1.0,,,,
event_lastkingdom2_01_s_121,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_121,True,,3,idle,,13,angry,,15,idle,,7,idle,,1,idle,,3,1,1.0,,,,
event_lastkingdom2_01_s_122,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_122,True,,3,idle,,13,angry,,15,idle,,7,idle,,1,shy,,1,10,1.0,,,,
event_lastkingdom2_01_s_123,40046,event_lastkingdom2_01_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_01_s_123,True,,3,idle,,13,angry,,15,idle,,7,idle,,1,shy,,10,100,1.0,,,,
event_lastkingdom2_01_s_124,40046,event_lastkingdom2_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_01_s_124,True,,3,think,,13,angry,,15,idle,,7,idle,,1,shy,,100,S_300,1.0,,,,
