id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,fade,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/4/hide_char_id,characters/5/hide_char_id
event_outofuniform_05_116,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_116,True,,4,idle,,2,idle,,12,delight,,14,good,,140,140,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_117,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_117,True,,4,idle,,2,idle,,12,delight,,14,good,,140,140,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_118,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_118,True,,4,idle,,2,idle,,12,delight,,14,good,,L_20,L_20,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_119,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_119,True,,4,idle,,2,idle,,12,delight,,14,good,,L_20,L_20,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_120,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_120,True,,4,idle,,2,idle,,12,delight,,14,good,,L_20,L_20,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_121,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_121,True,,4,idle,,2,idle,,12,delight,,14,good,,13,13,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_122,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_122,True,,4,idle,,2,idle,,12,delight,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_123,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_123,True,,4,idle,,2,idle,,12,surprise,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_124,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_124,True,,4,idle,,2,idle,,12,surprise,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_125,130006,event_outofuniform_05,Self,ein_k,,Locale_SubScenario:event_outofuniform_05_125,False,,4,idle,,2,idle,,12,surprise,,14,idle,,13,13,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_126,130006,event_outofuniform_05,Speech,ein_k,ein_k,Locale_SubScenario:event_outofuniform_05_126,True,,4,idle,,2,idle,,12,shy,,14,idle,,13,120,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_127,130006,event_outofuniform_05,Speech,zwei_k,zwei_k,Locale_SubScenario:event_outofuniform_05_127,True,,4,idle,,2,idle,,12,shy,,14,good,,120,140,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_128,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_128,True,,4,idle,,2,idle,,12,shy,,14,good,,3,3,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_129,130006,event_outofuniform_05,Speech,tia_c,tia_c,Locale_SubScenario:event_outofuniform_05_129,True,,4,delight,,2,idle,,12,delight,,14,good,,3,3,1.0,,,,,,,,,,,,,,,,
event_outofuniform_05_130,130006,event_outofuniform_05,Speech,naga_k,naga_k,Locale_SubScenario:event_outofuniform_05_130,True,,4,delight,,2,delight,,12,delight,,14,good,,3,3,1.0,,,,,,,,,,,,,,,,
