id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,characters/0/hide_char_id,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_camera_shake,set_filter_02
event_killthelord_06_s_129,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_129,True,,13,void,,130,130,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_130,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_130,True,,13,void,,130,130,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_131,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_131,False,,13,void,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_132,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_132,True,,13,special,,130,130,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_133,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_133,True,,13,special,,130,130,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_134,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_134,True,,13,special,,130,13,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_135,40043,event_killthelord_06_s,Self,d_w,Locale_SubScenario:event_killthelord_06_s_135,False,,13,special,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_136,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_136,True,,13,special,,13,13,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_137,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_137,False,,13,special,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_138,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_138,False,,13,special,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_139,40043,event_killthelord_06_s,Monologue,d_w,Locale_SubScenario:event_killthelord_06_s_139,False,,13,special,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_140,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_140,True,,13,special,,13,13,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_141,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_141,True,,13,special,,13,13,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_142,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_142,True,,13,special,,13,13,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_143,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_143,True,,13,void,,13,130,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
event_killthelord_06_s_144,40043,event_killthelord_06_s,Speech,d_w,Locale_SubScenario:event_killthelord_06_s_144,True,,13,void,,130,130,1.0,,d_w,,,,,,,,,,,,,,,,,,,,,,
