id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_goldencoinrush2_05_s_119,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_119,True,,1,delight,,,,,S_130,S_130,1.0,,,,,13,delight,,,,,,,,
event_goldencoinrush2_05_s_120,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_120,True,,1,delight,,,,,S_130,S_130,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_121,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_121,True,,1,delight,,,,,S_130,S_130,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_122,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_122,True,,1,delight,,,,,S_130,S_130,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_123,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_123,True,,1,surprise,,,,,S_10,S_10,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_124,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_124,True,,1,surprise,,,,,S_10,12,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_125,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_125,True,,1,surprise,,,,,12,12,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_126,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_126,True,,1,surprise,,,,,12,12,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_127,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_127,True,,1,surprise,,,,,12,12,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_128,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_128,True,,1,surprise,,,,,12,12,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_129,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_129,True,,1,serious,,,,,12,12,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_130,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_130,True,,1,serious,,,,,12,12,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_131,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_131,True,,1,serious,,,,,12,S_130,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_132,40049,event_goldencoinrush2_05_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush2_05_s_132,True,,1,serious,,,,,S_130,S_130,1.0,,,,,13,good,,,,,,,,
event_goldencoinrush2_05_s_133,40049,event_goldencoinrush2_05_s,Narration,milk,,Locale_MainScenario:event_goldencoinrush2_05_s_133,False,,1,serious,,,,,S_130,S_130,1.0,,,,,13,good,sfx_scn_dragchair,milk,,,,,,
event_goldencoinrush2_05_s_134,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_134,True,,1,shy,,,,,S_130,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_135,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_135,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_136,40049,event_goldencoinrush2_05_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_136,False,,1,shy,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_137,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_137,True,,1,delight,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_138,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_138,False,,1,delight,,,,,S_10,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_139,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_139,False,,1,delight,,,,,1,1,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_140,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_140,True,,1,think,alice_b,3,delight,,2,2,1.0,,,black,,,,,,,,,,,
event_goldencoinrush2_05_s_141,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_141,True,,1,think,,3,idle,,2,2,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_142,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_142,True,,1,think,,3,idle,,2,2,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_143,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_143,True,,1,surprise,,3,idle,,2,2,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_144,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_144,True,,1,idle,,3,idle,,2,2,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_145,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_145,True,,1,idle,,3,idle,,2,2,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_146,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_146,True,,1,idle,,3,delight,,2,2,1.0,,,,,,,,,,,,,,
event_goldencoinrush2_05_s_147,40049,event_goldencoinrush2_05_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_05_s_147,False,,1,idle,,3,delight,,2,2,1.0,none,,,,,,,,,,,,,
event_goldencoinrush2_05_s_148,40049,event_goldencoinrush2_05_s,Narration,exia_c2,,Locale_MainScenario:event_goldencoinrush2_05_s_148,False,,1,idle,,3,idle,CoinRushGameZone,17,17,1.0,,,black,folkwang_b,13,pain,sfx_scn_highscore,,rupee_b,15,angry,exia_c2,17,surprise
event_goldencoinrush2_05_s_149,40049,event_goldencoinrush2_05_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_05_s_149,True,,1,idle,,3,idle,,17,S_170,1.0,bgm_story_heynewbie,,,,13,pain,,,,15,angry,,17,good
event_goldencoinrush2_05_s_150,40049,event_goldencoinrush2_05_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_05_s_150,True,,1,idle,,3,idle,,S_170,S_170,1.0,,,,,13,pain,,,,15,angry,,17,good
event_goldencoinrush2_05_s_151,40049,event_goldencoinrush2_05_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_05_s_151,True,,1,idle,,3,idle,,S_170,14,1.0,,,,,13,pain,,,,15,angry,,17,good
event_goldencoinrush2_05_s_152,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_152,True,,1,idle,,3,idle,,14,14,1.0,,,,,13,pain,,,,15,angry,,17,good
event_goldencoinrush2_05_s_153,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_153,True,,1,idle,,3,idle,,14,14,1.0,,,,,13,pain,,,,15,angry,,17,good
event_goldencoinrush2_05_s_154,40049,event_goldencoinrush2_05_s,Self,rupee_b,,Locale_MainScenario:event_goldencoinrush2_05_s_154,False,,1,idle,,3,idle,,14,14,1.0,,,,,13,pain,,,,15,angry,,17,good
event_goldencoinrush2_05_s_155,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_155,True,,1,shy,,3,idle,,14,L_150,0.7,,,,,13,idle,,,,15,surprise,,17,good
event_goldencoinrush2_05_s_156,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_156,True,,1,shy,,3,idle,,L_150,L_150,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_157,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_157,True,,1,shy,,3,idle,,L_150,L_150,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_158,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_158,True,,1,shy,,3,idle,,L_150,L_150,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_159,40049,event_goldencoinrush2_05_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_05_s_159,True,,1,shy,,3,idle,,L_150,130,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_160,40049,event_goldencoinrush2_05_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_05_s_160,True,,1,shy,,3,idle,,130,130,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_161,40049,event_goldencoinrush2_05_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_05_s_161,True,,1,shy,,3,idle,,130,130,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_162,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_162,True,,1,shy,,3,idle,,130,S_10,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_163,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_163,True,,1,shy,,3,idle,,S_10,S_10,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_164,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_164,True,,1,shy,,3,idle,,S_10,14,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_165,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_165,True,,1,shy,,3,idle,,14,14,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_166,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_166,True,,1,shy,,3,idle,,14,14,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_167,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_167,True,,1,shy,,3,idle,,14,14,1.0,,,,,13,idle,,,,15,delight,,17,good
event_goldencoinrush2_05_s_168,40049,event_goldencoinrush2_05_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_05_s_168,True,,1,shy,,3,idle,,14,14,1.0,,,,,13,delight,,,,15,delight,,17,good
event_goldencoinrush2_05_s_169,40049,event_goldencoinrush2_05_s,Speech,folkwang_b,folkwang_b,Locale_MainScenario:event_goldencoinrush2_05_s_169,True,,1,shy,,3,idle,,14,14,1.0,,,,,13,delight,,,,15,delight,,17,good
event_goldencoinrush2_05_s_170,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_170,True,,1,shy,,3,idle,,14,14,1.0,,,,,13,delight,,,,15,delight,,17,good
event_goldencoinrush2_05_s_171,40049,event_goldencoinrush2_05_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_05_s_171,True,,1,shy,,3,idle,,14,16,1.0,,,,,13,delight,,,,15,delight,,17,idle
event_goldencoinrush2_05_s_172,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_172,True,,1,shy,,3,idle,,16,16,1.0,,,,,13,idle,,,,15,idle,,17,idle
event_goldencoinrush2_05_s_173,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_173,True,,1,shy,,3,idle,,16,L_150,1.0,,,,,13,idle,,,,15,idle,,17,idle
event_goldencoinrush2_05_s_174,40049,event_goldencoinrush2_05_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_05_s_174,True,,1,shy,,3,idle,,2,2,1.0,,,,,13,idle,,,,15,idle,,17,idle
event_goldencoinrush2_05_s_175,40049,event_goldencoinrush2_05_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_05_s_175,True,,1,surprise,,3,idle,,2,2,1.0,,,,,13,idle,,,,15,idle,,17,idle
event_goldencoinrush2_05_s_176,40049,event_goldencoinrush2_05_s,Speech,rupee_b,rupee_b,Locale_MainScenario:event_goldencoinrush2_05_s_176,True,,1,surprise,,3,idle,,16,16,1.0,,,,,13,idle,,,,15,idle,,17,idle
event_goldencoinrush2_05_s_177,40049,event_goldencoinrush2_05_s,Speech,exia_c2,exia_c2,Locale_MainScenario:event_goldencoinrush2_05_s_177,True,,1,surprise,,3,idle,,16,16,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_178,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_178,False,,1,delight,,3,idle,,16,2,1.5,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_179,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_179,False,,1,delight,,3,idle,,2,2,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_180,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_180,False,,1,delight,,3,idle,,2,S_10,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_181,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_181,False,,1,delight,,3,idle,,S_10,S_10,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_182,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_182,False,,1,delight,,3,idle,,S_10,S_10,1.0,,,,,13,idle,,,,15,idle,,17,good
event_goldencoinrush2_05_s_183,40049,event_goldencoinrush2_05_s,Monologue,soda_b,,Locale_MainScenario:event_goldencoinrush2_05_s_183,False,,1,delight,,3,idle,,black,black,1.0,,,,,13,idle,,,,15,idle,,17,good
