id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,fade,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_seayouagain1_05_e_94,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_94,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,S_70,S_70,1.0,,,yan_s,yan_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_95,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_95,True,,13,idle,,1,void,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,S_70,S_70,1.0,,,yan_s,yan_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_96,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_96,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_97,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_97,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_98,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_98,True,,13,idle,,1,idle,,3,idle,,5,sorrow,,7,etc,,15,think,,17,idle,,19,surprise,,XS_50,XS_50,1.0,,,liter_s,liter_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_99,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_99,True,,13,idle,,1,idle,,3,idle,,5,sorrow,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_100,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_100,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_101,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_101,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_102,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_102,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,130,1.0,,,helm_s,helm_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_103,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_103,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,130,14,1.0,,,mary_s,mary_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_104,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_104,True,,13,idle,,1,idle,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,14,14,1.0,,,mary_s,mary_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_105,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_105,True,,13,idle,,1,worry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,1,1,1.0,,,anis_s,anis_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_106,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_106,True,,13,idle,,1,worry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,1,1,1.0,,,anis_s,anis_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_107,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_107,True,,13,idle,,1,worry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,170,170,1.0,,,frima_s,frima_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_108,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_108,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,1,XS_10,0.7,,,anis_s,anis_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_109,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_109,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,30,30,1.0,,,rapi_s,rapi_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_110,40024,event_seayouagain1_05_e,Speech,Locale_MainScenario:event_seayouagain1_05_e_110,True,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,30,30,1.0,,,rapi_s,rapi_s,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_111,40024,event_seayouagain1_05_e,Self,Locale_MainScenario:event_seayouagain1_05_e_111,False,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,30,30,1.0,,,,,,,,,,,,,,,9,surprise
event_seayouagain1_05_e_112,40024,event_seayouagain1_05_e,Monologue,Locale_MainScenario:event_seayouagain1_05_e_112,False,,13,idle,,1,angry,,3,idle,,5,no,,7,etc,,15,think,,17,idle,,19,surprise,,30,30,1.0,,,,,,,,,,,,,,,9,surprise
