id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,play_sound,set_camera_shake
event_seayouagain1_03_e_101,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_101,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_102,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_102,True,,,,,,,,,,,,,,1,angry,,13,worry,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_103,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_103,False,,,,,,,,,,,,,,1,sad,,13,worry,,15,idle,,17,idle,,12,12,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_104,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_104,True,,,,,,,,,,,,,,1,sad,,13,idle,,15,idle,,17,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_105,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_105,True,,,,,,,,,,,,,,1,sad,,13,idle,,15,idle,,17,idle,,XS_150,XS_150,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_106,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_106,True,,,,,,,,,,,,,,1,think,,13,idle,,15,idle,,17,idle,,10,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_107,40024,event_seayouagain1_03_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_03_e_107,True,,,,,,,,,,,,,,1,think,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_108,40024,event_seayouagain1_03_e,Monologue,,,Locale_MainScenario:event_seayouagain1_03_e_108,False,,,,,,,,,,,,,,1,think,,13,void,,15,idle,,17,idle,,1,1,1.0,,,,,,,helm_s,,,,,
event_seayouagain1_03_e_109,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_109,False,,,,,,,,,,,,,,,,,13,void,,15,worry,,17,idle,,1,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_110,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_110,True,,,,,,,,,,,,,,,,,13,void,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_111,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_111,True,,,,,,,,,,,,,,,,,13,void,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_112,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_112,True,,,,,,,,,,yan_s,7,idle,,,,,13,void,,15,worry,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_113,40024,event_seayouagain1_03_e,Speech,yan_s,yan_s,Locale_MainScenario:event_seayouagain1_03_e_113,True,,,,,,,,,,,7,idle,,,,,13,void,,15,worry,,17,idle,LogHouseOut_d,14,7,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_114,40024,event_seayouagain1_03_e,Speech,yan_s,yan_s,Locale_MainScenario:event_seayouagain1_03_e_114,True,,,,,,,,,,,7,idle,,,,,13,void,,15,worry,,17,idle,,7,7,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_115,40024,event_seayouagain1_03_e,Speech,yan_s,yan_s,Locale_MainScenario:event_seayouagain1_03_e_115,True,,,,,,,,,,,7,idle,,,,,13,void,,15,worry,,17,idle,,7,7,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_116,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_116,True,,,,,,,,,,,7,idle,,,,,13,void,,15,surprise,,17,idle,Beach_d,7,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_117,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_117,True,,,,,,,,,,,7,idle,,,,,13,void,,15,surprise,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_118,40024,event_seayouagain1_03_e,Self,,,Locale_MainScenario:event_seayouagain1_03_e_118,False,,,,,,,,,,,7,idle,,,,,13,void,,15,surprise,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_119,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_119,True,,,,,,,,,,,7,idle,,,,,13,idle,,15,surprise,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_120,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_120,True,,,,,,,,,,,7,idle,,,,,13,idle,,15,surprise,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_121,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_121,True,,,,,,,,,,,7,idle,,,,,13,delight,,15,surprise,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_122,40024,event_seayouagain1_03_e,Speech,neon_s,neon_s,Locale_MainScenario:event_seayouagain1_03_e_122,True,,,,,,,,,,,7,idle,,,,,13,delight,,15,surprise,,17,idle,,14,14,1.0,,,,,,,,,,,,
event_seayouagain1_03_e_123,40024,event_seayouagain1_03_e,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_03_e_123,True,,,,,,,,,,,7,idle,,,,,13,delight,,15,surprise,,17,idle,,14,XS_130,1.0,,,,,yan_s,,,,,,,
