id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade,set_filter_01,play_sound
event_romanticvalentine_02_e_104,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_104,True,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_105,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_105,True,,5,idle,,3,idle,,1,idle,,30,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_106,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_106,True,,5,idle,,3,shy,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_107,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_107,True,,5,idle,,3,no,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_108,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_108,True,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_109,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_109,False,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_110,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_110,False,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_111,40069,event_romanticvalentine_02_e,Monologue,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_111,False,,5,idle,,3,sad,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_112,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_112,True,,5,idle,,3,sad,,1,idle,,4,50,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_113,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_113,False,,5,idle,,3,sad,,1,idle,,50,50,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_114,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_114,False,,5,idle,,3,sad,,1,idle,,50,50,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_115,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_115,False,,5,idle,,3,sad,,1,idle,,50,50,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_116,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_116,True,,5,idle,,3,sad,,1,idle,,50,50,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_117,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_117,False,,5,idle,,3,sad,,1,idle,,50,50,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_118,40069,event_romanticvalentine_02_e,Self,sweetjohnny,,Locale_SubScenario:event_romanticvalentine_02_e_118,False,,5,idle,,3,sad,,1,idle,,50,50,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_119,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_119,True,,5,idle,,3,surprise,,1,idle,,30,30,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_120,40069,event_romanticvalentine_02_e,Self,trony_m,,Locale_SubScenario:event_romanticvalentine_02_e_120,False,,5,idle,,3,surprise,,1,idle2,,30,30,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_121,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_121,True,,5,idle,,3,surprise,,1,idle2,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_122,40069,event_romanticvalentine_02_e,Self,mast_m,,Locale_SubScenario:event_romanticvalentine_02_e_122,False,,5,idle,,3,surprise,,1,idle2,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_123,40069,event_romanticvalentine_02_e,Self,mast_m,,Locale_SubScenario:event_romanticvalentine_02_e_123,False,,5,idle,,3,surprise,,1,idle2,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_124,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_124,True,,5,idle,,3,surprise,,1,delight,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_125,40069,event_romanticvalentine_02_e,Self,mast_m,,Locale_SubScenario:event_romanticvalentine_02_e_125,False,,5,idle,,3,surprise,,1,delight,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_126,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_126,False,,5,idle,,3,surprise,,1,idle2,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_127,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_127,True,,5,idle,,3,surprise,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_128,40069,event_romanticvalentine_02_e,Self,mast_m,,Locale_SubScenario:event_romanticvalentine_02_e_128,False,,5,idle,,3,surprise,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_129,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_129,True,,5,idle,,3,surprise,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_130,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_130,True,,5,idle,,3,surprise,,1,delight,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_131,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_131,True,,5,idle,,3,surprise,,1,idle,,S_10,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_132,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_132,True,,5,idle,,3,surprise,,1,idle,,S_10,12,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_133,40069,event_romanticvalentine_02_e,Self,anchor_m,,Locale_SubScenario:event_romanticvalentine_02_e_133,False,,5,idle,,3,surprise,,1,idle,,12,12,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_134,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_134,True,,5,idle,,3,idle,,1,idle,,12,30,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_135,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_135,True,,5,idle,,3,idle,,1,idle,,30,30,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_136,40069,event_romanticvalentine_02_e,Self,trony_m,,Locale_SubScenario:event_romanticvalentine_02_e_136,False,,5,idle,,3,idle,,1,idle,,30,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_137,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_137,True,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_138,40069,event_romanticvalentine_02_e,Speech,sweetjohnny,sweetjohnny,Locale_SubScenario:event_romanticvalentine_02_e_138,True,,5,idle,,3,idle,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_139,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_139,True,,5,idle,,3,surprise2,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_140,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_140,True,,5,idle,,3,surprise2,,1,idle,,4,4,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_141,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_141,True,,5,idle,,3,surprise2,,1,idle,,150,150,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_142,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_142,True,,5,idle,,3,surprise2,,1,idle,,150,150,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_143,40069,event_romanticvalentine_02_e,Choice,sin_m,,Locale_SubScenario:event_romanticvalentine_02_e_143,False,,5,idle,,3,surprise,,1,idle,,150,150,1.0,,,13,delight,,15,delight,event_romanticvalentine_02_e_147,,,,,,,,
event_romanticvalentine_02_e_144,40069,event_romanticvalentine_02_e,Choice,sin_m,,Locale_SubScenario:event_romanticvalentine_02_e_144,False,,5,idle,,3,surprise,,1,idle,,150,150,1.0,,,13,delight,,15,delight,event_romanticvalentine_02_e_145,,,,,,,,
event_romanticvalentine_02_e_145,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_145,True,,5,idle,,3,surprise,,1,idle,,150,150,1.0,,,13,delight,,15,smile,,,,,,,,,
event_romanticvalentine_02_e_146,40069,event_romanticvalentine_02_e,Self,sin_m,,Locale_SubScenario:event_romanticvalentine_02_e_146,False,,5,idle,,3,surprise,,1,idle,,150,150,1.0,,,13,delight,,15,smile,,,,,,,,,
event_romanticvalentine_02_e_147,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_147,True,,5,idle,,3,surprise,,1,delight2,,S_10,S_100,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_148,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_148,True,,5,idle,,3,surprise,,1,delight2,,S_100,S_100,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_149,40069,event_romanticvalentine_02_e,Speech,mast_m,mast_m,Locale_SubScenario:event_romanticvalentine_02_e_149,True,,5,idle,,3,surprise,,1,surprise2,,S_100,S_100,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_150,40069,event_romanticvalentine_02_e,Self,mast_m,,Locale_SubScenario:event_romanticvalentine_02_e_150,False,,5,idle,,3,surprise,,1,surprise2,,S_100,S_10,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_151,40069,event_romanticvalentine_02_e,Speech,trony_m,trony_m,Locale_SubScenario:event_romanticvalentine_02_e_151,True,,5,idle,,3,surprise,,1,surprise2,,30,30,1.0,,,13,delight,,15,delight,,,,,,,,,
event_romanticvalentine_02_e_152,40069,event_romanticvalentine_02_e,Speech,sin_m,sin_m,Locale_SubScenario:event_romanticvalentine_02_e_152,True,,5,idle,,3,surprise,,1,surprise2,,150,150,1.0,,,13,delight,,15,smile,,sweetjohnny,trony_m,mast_m,,,,,
event_romanticvalentine_02_e_153,40069,event_romanticvalentine_02_e,Monologue,,,Locale_SubScenario:event_romanticvalentine_02_e_153,False,,,,,,,,,,City_d,black,black,1.0,,,13,idle,,15,smile,,,,,,sin_m,black,,
event_romanticvalentine_02_e_154,40069,event_romanticvalentine_02_e,Monologue,,,Locale_SubScenario:event_romanticvalentine_02_e_154,False,,,,,,,,,,,black,black,1.0,,,13,idle,,,,,,,,,,,,
event_romanticvalentine_02_e_155,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_155,True,,,,,,,,,,,XS_130,XS_130,1.0,,,13,idle,,,,,,,,,,,,
event_romanticvalentine_02_e_156,40069,event_romanticvalentine_02_e,Self,anchor_m,,Locale_SubScenario:event_romanticvalentine_02_e_156,False,,,,,,,,,,,XS_130,XS_130,1.0,,,13,idle,,,,,,,,,,,,
event_romanticvalentine_02_e_157,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_157,True,,,,,,,,,,,XS_130,XS_130,1.0,,,13,idle,,,,,,,,,,,,
event_romanticvalentine_02_e_158,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_158,True,,,,,,,,,,,XS_130,XS_130,1.0,,,13,idle,,,,,,,,,,,,
event_romanticvalentine_02_e_159,40069,event_romanticvalentine_02_e,Self,anchor_m,,Locale_SubScenario:event_romanticvalentine_02_e_159,False,,,,,,,,,,,XS_130,XS_130,1.0,,,13,idle,,,,,,,,,,,,
event_romanticvalentine_02_e_160,40069,event_romanticvalentine_02_e,Choice,anchor_m,,Locale_SubScenario:event_romanticvalentine_02_e_160,False,,,,,,,,,,,XS_130,XS_130,1.0,,,13,idle,,,,event_romanticvalentine_02_e_162,,,,,,,,
event_romanticvalentine_02_e_161,40069,event_romanticvalentine_02_e,Choice,anchor_m,,Locale_SubScenario:event_romanticvalentine_02_e_161,False,,,,,,,,,,,XS_130,XS_130,1.0,,,13,idle,,,,event_romanticvalentine_02_e_162,,,,,,,,
event_romanticvalentine_02_e_162,40069,event_romanticvalentine_02_e,Speech,anchor_m,anchor_m,Locale_SubScenario:event_romanticvalentine_02_e_162,True,,,,,,,,,,,XS_130,XS_130,1.0,,,13,surprise,,,,,,,,,,,,
