id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,fade,play_sound
event_unbreakablesphere2_01_e_118,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_118,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,pain,,,
event_unbreakablesphere2_01_e_119,40076,event_unbreakablesphere2_01_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_01_e_119,False,,1,think,,,,15,idle,,113,1315,1.5,,,,13,pain,,,
event_unbreakablesphere2_01_e_120,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_120,True,,1,think,,,,15,idle,,1315,1315,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_121,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_121,True,,1,think,,,,15,idle,,1315,1315,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_122,40076,event_unbreakablesphere2_01_e,Narration,,,Locale_MainScenario:event_unbreakablesphere2_01_e_122,False,,1,think,,,,15,idle,,black,black,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_123,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_123,True,,1,think,,,,15,idle,,130,1300,1.0,,,,13,sad_01,,,
event_unbreakablesphere2_01_e_124,40076,event_unbreakablesphere2_01_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_01_e_124,True,,1,think,,,,15,idle,,L_1500,L_1500,1.0,,,,13,idle,,,
event_unbreakablesphere2_01_e_125,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_125,True,,1,think,,,,15,idle,,1300,1300,1.0,,,,13,idle,,,
event_unbreakablesphere2_01_e_126,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_126,True,,1,think,,,,15,idle,,1300,1300,1.0,,,,13,idle,,,
event_unbreakablesphere2_01_e_127,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_127,True,,1,think,,,,15,idle,,1300,130,1.0,,,,13,idle,,,
event_unbreakablesphere2_01_e_128,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_128,True,,1,think,,,,15,idle,,S_10,S_10,1.0,,,,13,idle,,,
event_unbreakablesphere2_01_e_129,40076,event_unbreakablesphere2_01_e,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere2_01_e_129,True,,1,think,,,,15,idle,,L_150,15,1.0,,,,13,idle,,,
event_unbreakablesphere2_01_e_130,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_130,True,,1,think,,,,15,idle,,15,113,1.5,,,,13,think,,,
event_unbreakablesphere2_01_e_131,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_131,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_132,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_132,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_133,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_133,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_134,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_134,True,,1,think,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_135,40076,event_unbreakablesphere2_01_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_e_135,True,,1,idle,,,,15,idle,,113,113,1.0,,,,13,think,,,
event_unbreakablesphere2_01_e_136,40076,event_unbreakablesphere2_01_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere2_01_e_136,True,,1,idle,,,,15,idle,,130,1300,1.0,,,,13,idle,,,
