id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id,fade,jump_target,characters/1/hide_char_id
event_bluewaterisland1_05_s_122,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_122,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_123,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_123,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_124,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_124,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_125,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_125,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_126,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_126,False,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_127,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_127,True,,12,shy,,XS_120,XS_120,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_128,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_128,False,,12,shy,,XS_120,XS_120,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_129,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_129,True,,12,idle,,XS_120,12,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_130,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_130,True,,12,idle,,12,12,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_131,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_131,True,,12,idle,,12,12,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_132,40020,event_bluewaterisland1_05_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_05_s_132,False,,2,idle,,12,12,1.0,,,,,sfx_scn_waterwalk,,,,,,,,,neon_s
event_bluewaterisland1_05_s_133,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_133,False,,,,,12,12,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_134,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_134,False,,,,,12,12,1.0,,,,,,,,,,,,,,
event_bluewaterisland1_05_s_135,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_135,False,,,,,12,12,1.0,,,,,,,,,,,,,,
