id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/5/hide_char_id,characters/6/hide_char_id
event_coinsinrush2_03_s_103,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_103,True,,,,,,,,,,,,,,,,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_104,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_104,True,,,,,,,,,,,,,,,,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_105,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_105,True,,,,,,,,,,,,,,,,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_106,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_106,True,,,,,,,,,,,,,,,,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_107,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_107,True,,,,,,,,,,,,,,,,,2,30,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_108,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_108,True,,,,,,,,,,,,,,,,,30,30,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_109,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_109,True,,,,,,,,,,,,,,,,,30,30,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_110,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_110,True,,,,,,,,,,,,,,,,,30,30,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_111,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_111,True,,,,,,,,,,,,,,,,,30,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_112,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_112,True,,,,,,,,,,,,,,,,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_113,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_113,True,,,,,,,,,,,,,,,,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_114,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_114,True,,,,,,,,,,,,,,,,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_115,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_115,True,,,,,,,,,,,,,,,,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_116,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_116,True,,,,,,,,,,,,,,,,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_117,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_117,False,,,,,,,,,,,,,,,,,2,10,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_118,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_118,True,,,,,,,,,,,,,,,,,10,10,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,3,idle,,1,idle,,
event_coinsinrush2_03_s_119,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_119,False,exia_b,5,idle,rouge_b,3,no,ade_b,1,shy2,milk_b,13,idle,bay_b,15,worry,BriefingRoom,black,black,1.0,,,,,,,,,,,,3,idle,,1,idle,activefemaleguest,cautiousfemaleguest
event_coinsinrush2_03_s_120,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_120,True,,5,idle,,3,no,,1,shy2,,13,idle,,15,worry,,S_50,S_50,1.0,,exia_b,exia_b,,black,,,,,,,,,,,,,
event_coinsinrush2_03_s_121,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_121,False,,5,idle,,3,no,,1,shy2,,13,idle,,15,worry,,S_50,S_50,1.0,,exia_b,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_122,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_122,True,,5,idle,,3,no,,1,shy2,,13,idle,,15,worry,,S_50,4,1.0,,rouge_b,rouge_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_123,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_123,False,,5,idle,,3,no,,1,shy2,,13,idle,,15,worry,,4,4,1.0,,rouge_b,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_124,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_124,True,,5,idle,,3,no,,1,shy2,,13,idle,,15,worry,,4,12,1.0,,ade_b,ade_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_125,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_125,True,,5,idle,,3,no,,1,shy2,,13,angry1,,15,worry,,12,12,1.0,,milk_b,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_126,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_126,True,,5,idle,,3,no,,1,shy2,,13,angry1,,15,worry,,12,12,1.0,,milk_b,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_127,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_127,True,,5,idle,,3,no,,1,shy2,,13,angry1,,15,worry,,12,14,1.0,,bay_b,bay_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_128,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_128,True,,5,idle,,3,no,,1,shy2,,13,angry1,,15,worry,,14,14,1.0,,bay_b,bay_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_129,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_129,True,,5,idle,,3,no,,1,shy2,,13,angry1,,15,worry,,14,14,1.0,,milk_b,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_130,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_130,True,,5,idle,,3,no,,1,shy2,,13,surprise2,,15,worry,,14,S_130,1.0,,milk_b,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_131,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_131,False,,5,idle,,3,no,,1,shy2,,13,surprise2,,15,worry,Corridor,black,black,1.0,,,,,,exia_b,rouge_b,ade_b,milk_b,bay_b,activefemaleguest,3,idle,cautiousfemaleguest,5,idle,,
event_coinsinrush2_03_s_132,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_132,True,,,,,,,,,,,,,,,,,4,4,1.0,,activefemaleguest,activefemaleguest,,black,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_133,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_133,True,,,,,,,,,,,,,,,,,4,4,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_134,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_134,False,coinrushsecurity,1,idle,,,,,,,,,,,,,,black,black,1.0,,,,sfx_scn_runaway,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_135,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_135,False,,1,idle,,,,,,,,,,,,,,300,300,1.0,,,,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_136,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_136,True,,1,idle,,,,,,,,,,,,,,300,300,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_137,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_137,True,,1,idle,,,,,,,,,,,,,,300,300,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_138,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_138,True,,1,idle,,,,,,,,,,,,,,300,300,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_139,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_139,True,,1,idle,,,,,,,,,,,,,,300,2,1.0,,coinrushsecurity,coinrushsecurity,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_140,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_140,True,,1,idle,,,,,,,,,,,,,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_141,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_141,True,,1,idle,,,,,,,,,,,,,,2,2,1.0,,coinrushsecurity,coinrushsecurity,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_142,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_142,True,,1,idle,,,,,,,,,,,,,,2,2,1.0,,coinrushsecurity,coinrushsecurity,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_143,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_143,True,,1,idle,,,,,,,,,,,,,,2,2,1.0,,coinrushsecurity,coinrushsecurity,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_144,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_144,True,,1,idle,,,,,,,,,,,,,,2,2,1.0,,coinrushsecurity,coinrushsecurity,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_145,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_145,True,,1,idle,,,,,,,,,,,,,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_146,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_146,True,,1,idle,,,,,,,,,,,,,,2,2,1.0,,coinrushsecurity,coinrushsecurity,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_147,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_147,True,,1,idle,,,,,,,,,,,,,,2,100,0.5,,coinrushsecurity,coinrushsecurity,,,,,,,,,3,idle,,5,idle,,
event_coinsinrush2_03_s_148,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_148,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,,,,coinrushsecurity,,,,,,3,idle,,5,idle,activefemaleguest,cautiousfemaleguest
event_coinsinrush2_03_s_149,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_149,True,,,,,,,,,,,,,,,,,black,black,1.0,,,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_150,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_150,True,,,,,,,,,,,,,,,,,black,black,1.0,,,ade_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_151,40089,event_coinsinrush2_03_s,Narration,Locale_MainScenario:event_coinsinrush2_03_s_151,False,,,,,,,,,,,,,,,,,black,black,1.0,none,,,sfx_scn_dooropen,,,,,,,,,,,,,,
event_coinsinrush2_03_s_152,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_152,False,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_153,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_153,False,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_154,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_154,False,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_155,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_155,False,milk_b,1,angry1,ade_b,3,angry,,,,,,,,,,,2,2,1.0,event_bgm_cir_smoothoperation,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_156,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_156,True,,1,angry1,,3,angry,,,,,,,,,,,2,2,1.0,,milk_b,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_157,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_157,True,,1,angry1,,3,angry,,,,,,,,,,,2,2,1.0,,milk_b,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_158,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_158,True,,1,angry1,,3,angry,,,,,,,,,,,2,2,1.0,,milk_b,milk_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_159,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_159,True,,1,angry1,,3,angry,,,,,,,,,,,2,2,1.0,,ade_b,ade_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_160,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_160,True,,1,angry1,,3,angry,,,,,,,,,,,2,2,1.0,,ade_b,ade_b,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_161,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_161,True,,1,angry1,,3,angry,bay_b_op_r,OP_rightup,idle,rouge_b_op,OP_leftup,think,,,,,2,2,1.0,,bay_b_op_r,bay_b_op_r,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_162,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_162,True,,1,angry1,,3,angry,,OP_rightup,idle,,OP_leftup,think,,,,,2,2,1.0,,rouge_b_op,rouge_b_op,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_163,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_163,True,,1,angry1,,3,angry,,OP_rightup,idle,,OP_leftup,think,,,,,2,2,1.0,,rouge_b_op,rouge_b_op,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_164,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_164,False,,1,angry1,,3,angry,,OP_rightup,idle,,OP_leftup,think,,,,,14,2,1.0,,rouge_b_op,,,,,,,,,,,,,,,,
