id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,jump_target,characters/3/hide_char_id
event_bluewaterisland2_05_s_117,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_117,True,,,,,1,idle,,19,idle,,1,1,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_118,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_118,True,,,,,1,idle,,19,idle,,1,1,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_119,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_119,False,,,,,1,idle,,19,idle,,1,1,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_120,40021,event_bluewaterisland2_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_s_120,False,,,,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_121,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_121,True,,,,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_122,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_122,True,,,,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_123,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_123,True,,,,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_124,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_124,False,,,,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,event_bluewaterisland2_05_s_126,
event_bluewaterisland2_05_s_125,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_125,False,,,,,1,idle,,13,delight,,12,12,1.0,,,,,,,,,,,event_bluewaterisland2_05_s_128,
event_bluewaterisland2_05_s_126,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_126,True,,,,,1,idle,,13,surprise,,12,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_127,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_127,False,,,,,1,idle,,13,surprise,,12,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_128,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_128,True,,,,,1,idle,,13,idle,,12,XS_130,2.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_129,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_129,True,,,,,1,idle,,13,idle,EventScene_BluewaterIsland_03,shell_all,shell_all,3.0,,mary_s,neon_s,,,,,,,black,,
event_bluewaterisland2_05_s_130,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_130,True,,,,,,,,,,,shell_all,shell_all,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_131,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_131,True,,,,,,,,,,,shell_all,shell_all,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_132,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_132,True,,,,,,,,,,,shell_all,shell_all,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_133,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_133,True,,,,,,,,,,,shell_all,shell_neon,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_134,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_134,False,,,,,,,,,,,shell_neon,shell_neon,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_135,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_135,True,,,,,,,,,,,shell_neon,shell_neon,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_136,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_136,False,,,,,,,,,,,shell_neon,shell_neon,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_137,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_137,True,,,,,,,,,,,shell_neon,shell_neon,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_138,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_138,True,,,,mary_s,1,idle,neon_s,13,idle,Beach_n,12,12,1.0,,,,,,,,,,black,,
event_bluewaterisland2_05_s_139,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_139,True,,,,,1,idle,,13,worry,,12,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_140,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_140,True,,,,,1,idle,,13,worry,,12,10,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_141,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_141,True,,,,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_142,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_142,True,,,,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_143,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_143,True,,,,,1,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_144,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_144,True,,,,,1,shy,,13,idle,,10,10,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_145,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_145,False,,,,,1,shy,,13,surprise,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_146,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_146,True,,,,,1,shy,,13,surprise,,XS_130,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_147,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_147,True,,,,,1,shy,,13,idle,,12,12,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_148,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_148,True,,,,,1,shy,,13,idle,,12,XS_130,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_149,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_149,True,,,,,1,shy,,13,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_150,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_150,True,,,,,1,shy,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_151,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_151,True,,,,,1,shy,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_152,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_152,True,,,,,1,shy,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_153,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_153,True,,,,,1,idle,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_154,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_154,True,,,,,1,idle,,13,idle,,XS_130,XS_1300,2.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_155,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_155,True,,,,,1,idle,,13,idle,,XS_1300,XS_1300,1.0,,,,,,,,,,,,
event_bluewaterisland2_05_s_156,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_156,True,,,,,1,idle,,13,idle,,XS_1300,XS_1300,1.0,,,,,,,,,,,,
