id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/2/hide_char_id,play_sound,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_redash2_04_e_130,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_130,True,,,,,1,1,1.0,,oswald_o,oswald_o,Grey,,,,,,,,,,,,,,,,
event_redash2_04_e_131,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_131,True,,,,EventScene_redash_06,black,black,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_132,40032,event_redash2_04_e,Narration,Locale_MainScenario:event_redash2_04_e_132,False,,,,,black,black,1.0,,,,,,,,,,,,,,,sfx_scn_headbutt,,,,,
event_redash2_04_e_133,40032,event_redash2_04_e,Narration,Locale_MainScenario:event_redash2_04_e_133,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_redash2_04_e_134,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_134,True,,,,,1,redhoodsad_01,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_135,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_135,True,,,,,redhoodsad_01,redhoodsad_01,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_136,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_136,True,,,,,redhoodsad_01,redhoodsad_01,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_137,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_137,True,,,,,redhoodsad_01,redhoodsad_01,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_138,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_138,True,,,,,redhoodsad_01,redhoodsad_02,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_139,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_139,True,,,,,redhoodsad_02,redhoodsad_02,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_140,40032,event_redash2_04_e,Narration,Locale_MainScenario:event_redash2_04_e_140,False,,,,,redhoodsad_02,redhoodsad_02,1.0,,,,,,,,,,,,,Low_2,,sfx_scn_headbutt,,,,,
event_redash2_04_e_141,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_141,True,,,,,redhoodsad_02,1,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_142,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_142,True,,,,,1,1,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_143,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_143,True,,,,,1,1,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_144,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_144,True,,,,,1,1,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_145,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_145,True,,,,,1,redhoodsad_01,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_146,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_146,True,,,,WasteLand_04,black,black,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_147,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_147,True,,,,,XS_500,XS_500,1.0,,freesia,freesia,Grey,,,,,,,,,,,,,freesia,5,idle,
event_redash2_04_e_148,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_148,True,,,,,XS_500,XS_50,1.0,,freesia,freesia,Grey,,,,,,,,,,,,,,5,idle,
event_redash2_04_e_149,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_149,True,,,,,XS_50,XS_50,1.0,,freesia,freesia,Grey,,,,,,,,,,,,,,5,idle,
event_redash2_04_e_150,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_150,True,,,,,XS_50,XS_50,1.0,,freesia,freesia,Grey,,,,,,,,,,,,,,5,idle,
event_redash2_04_e_151,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_151,True,redhood,1,angry,RuinIndoor,black,black,1.0,,redhood,redhood,,,,,,,,,,,,,,,5,idle,freesia
event_redash2_04_e_152,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_152,True,,1,angry,,black,black,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_153,40032,event_redash2_04_e,Narration,Locale_MainScenario:event_redash2_04_e_153,False,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
event_redash2_04_e_154,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_154,True,,1,angry,,1,1,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_155,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_155,True,,1,angry,,1,100,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_156,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_156,True,,1,angry,,100,100,1.0,,redhood,redhood,,,,,,,,,,,,,,,,,
event_redash2_04_e_157,40032,event_redash2_04_e,Speech,Locale_MainScenario:event_redash2_04_e_157,True,,1,angry,,100,10,0.5,,redhood,redhood,,,,,,,,,,,,,,,,,
