id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_ambient,ambient_volume,set_filter_01,fade,set_camera_shake
event_lastkingdom2_05_e_107,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_107,True,,,,,,,,,,,,,,100,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_108,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_108,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_109,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_109,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_110,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_110,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_111,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_111,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_112,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_112,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_113,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_113,True,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_114,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_114,True,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_115,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_115,True,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_116,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_116,True,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_117,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_117,True,,,,,,,,,,,,,,100,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_118,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_118,True,,,,,,,,,,,,,EventScene_lastkingdom_11_2,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_119,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_119,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_120,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_120,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_121,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_121,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_122,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_122,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_123,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_123,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,Low_2
event_lastkingdom2_05_e_124,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_124,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_125,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_125,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,sfx_scn_machacrush,,,,,,,,
event_lastkingdom2_05_e_126,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_126,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_127,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_127,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_128,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_128,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_129,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_129,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_130,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_130,False,,,,,,,,,,,,,EventScene_lastkingdom_12_1,1,1,1.0,,,,,,,sfx_scn_heavyhit,,,,,,,,
event_lastkingdom2_05_e_131,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_131,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_132,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_132,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_133,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_133,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_134,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_134,False,,,,,,,,,,,,,EventScene_lastkingdom_12_2,1,1,1.0,,,,,,,sfx_scn_kilofire,,,,,,,,Low_2
event_lastkingdom2_05_e_135,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_135,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_136,40046,event_lastkingdom2_05_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom2_05_e_136,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_137,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_137,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_138,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_138,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_139,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_139,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,sfx_scn_machacharge,,,,,,,,
event_lastkingdom2_05_e_140,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_140,False,,,,,,,,,,,,,EventScene_lastkingdom_12_3,1,1,1.0,,,,,,,sfx_scn_headoff1,,,,,,,,
event_lastkingdom2_05_e_141,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_141,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_142,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_142,True,,,,,,,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_143,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_143,True,,,,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_144,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_144,False,,,,,,,,,,,,,,10,1,1.0,,,,,,,sfx_scn_headoff2,,,,,,,,
event_lastkingdom2_05_e_145,40046,event_lastkingdom2_05_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom2_05_e_145,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_146,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_146,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_147,40046,event_lastkingdom2_05_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_05_e_147,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_148,40046,event_lastkingdom2_05_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_05_e_148,False,talos,1,idle,,,,,,,,,,CrownCastleFrontYard_s,black,black,1.0,,,,,,,sfx_scn_headoff,,,,,,,,
event_lastkingdom2_05_e_149,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_149,True,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_150,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_150,False,,1,idle,,,,,,,,,,,10,1,1.0,,,,,,,sfx_scn_throwheavy,,,,,,,,
event_lastkingdom2_05_e_151,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_151,False,,1,idle,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_152,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_152,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,sfx_scn_heavydown,,,,,,,,
event_lastkingdom2_05_e_153,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_153,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_154,40046,event_lastkingdom2_05_e,Narration,talos,,Locale_MainScenario:event_lastkingdom2_05_e_154,False,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,,sfx_scn_disappearnetural,,,,,,,,
event_lastkingdom2_05_e_155,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_155,True,,1,idle,kilo_op_c,OP_kilo,surprise,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_156,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_156,True,,1,idle,,OP_kilo,surprise,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_157,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_157,True,,1,idle,,OP_kilo,think,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_158,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_158,True,,1,idle,,OP_kilo,think,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_159,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_159,True,,1,idle,,OP_kilo,think,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_160,40046,event_lastkingdom2_05_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_05_e_160,True,,1,idle,,OP_kilo,think,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_161,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_161,True,,1,idle,,OP_kilo,idle,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_162,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_162,True,,1,idle,,OP_kilo,idle,,,,,,,,10,1,1.0,,,,,,,,,,,,,,,
event_lastkingdom2_05_e_163,40046,event_lastkingdom2_05_e,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom2_05_e_163,True,,1,idle,,OP_kilo,idle,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,
