id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
event_juveniledays_06_s_118,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_118,True,,1,idle,,3,no,,13,angry,,15,angry,,300,300,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_119,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_119,True,,1,idle,,3,no,,13,angry,,15,angry,,300,300,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_120,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_120,False,,1,idle,,3,no,,13,angry,,15,angry,,300,300,1.0,,,outgoingschoolgirl,,,,,,,,,
event_juveniledays_06_s_121,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_121,True,,1,idle,,3,idle,,13,angry,,15,angry,,300,30,1.0,,bgm_story_impression,ein,,,,,,,,,
event_juveniledays_06_s_122,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_122,True,,1,idle,,3,idle,,13,angry,,15,angry,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_123,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_123,True,,1,idle,,3,delight,,13,angry,,15,angry,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_124,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_124,True,,1,idle,,3,delight,,13,angry,,15,angry,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_125,40053,event_juveniledays_06_s,Monologue,ein,Locale_SubScenario:event_juveniledays_06_s_125,False,,1,idle,,3,delight,,13,angry,,15,angry,,30,30,1.0,,,,,,,,,,,,
event_juveniledays_06_s_126,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_126,True,,1,idle,,3,delight,,13,angry,,15,angry,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_127,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_127,False,,1,idle,,3,delight,,13,angry,,15,angry,,30,2,1.0,,,outgoingschoolgirl,,,,,,,,,
event_juveniledays_06_s_128,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_128,True,,1,idle,,3,delight,,13,angry,,15,angry,,2,2,1.0,,,marciana,,,,,,,,,
event_juveniledays_06_s_129,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_129,True,,1,idle,,3,delight,,13,angry,,15,angry,,2,2,1.0,,,marciana,,,,,,,,,
event_juveniledays_06_s_130,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_130,True,,1,idle,,3,delight,,13,angry,,15,angry,,2,2,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_131,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_131,True,,1,idle,,3,surprise,,13,angry,,15,angry,,2,2,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_132,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_132,True,,1,delight,,3,surprise,,13,angry,,15,angry,,2,2,1.0,,,marciana,,,,,,,,,
event_juveniledays_06_s_133,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_133,True,,1,idle,,3,surprise,,13,angry,,15,angry,,2,10,1.0,,,marciana,,,,,,,,,
event_juveniledays_06_s_134,40053,event_juveniledays_06_s,Speech,marciana,Locale_SubScenario:event_juveniledays_06_s_134,True,,1,idle,,3,surprise,,13,angry,,15,angry,,10,10,1.0,,,marciana,,,,,,,,,
event_juveniledays_06_s_135,40053,event_juveniledays_06_s,Monologue,marciana,Locale_SubScenario:event_juveniledays_06_s_135,False,,1,idle,,3,surprise,,13,angry,,15,angry,,black,black,1.0,,,,,marciana,ein,zwei,rei,,,,
event_juveniledays_06_s_136,40053,event_juveniledays_06_s,Monologue,,Locale_SubScenario:event_juveniledays_06_s_136,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
event_juveniledays_06_s_137,40053,event_juveniledays_06_s,Narration,,Locale_SubScenario:event_juveniledays_06_s_137,False,,,,,,,,,,,,,Classroom_e,black,black,1.0,sfx_scn_slidingdoor,,,,,,,,,,,
event_juveniledays_06_s_138,40053,event_juveniledays_06_s,Monologue,,Locale_SubScenario:event_juveniledays_06_s_138,False,,,,,,,,,,,,,,3,3,1.0,,,,,,,,,,,,
event_juveniledays_06_s_139,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_139,True,,,,ein,3,idle,,,,,,,,3,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_140,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_140,True,,,,,3,idle,,,,,,,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_141,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_141,False,,,,,3,idle,,,,,,,,30,30,1.0,,,students,,,,,,,,,
event_juveniledays_06_s_142,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_142,True,,,,,3,idle,,,,,,,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_143,40053,event_juveniledays_06_s,Monologue,ein,Locale_SubScenario:event_juveniledays_06_s_143,False,,,,,3,idle,,,,,,,,30,30,1.0,,,,,,,,,,,,
event_juveniledays_06_s_144,40053,event_juveniledays_06_s,Monologue,ein,Locale_SubScenario:event_juveniledays_06_s_144,False,,,,,3,idle,,,,,,,,30,30,1.0,,,,,,,,,,,,
event_juveniledays_06_s_145,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_145,False,,,,,3,idle,,,,,,,,30,30,1.0,,,generalschoolgirl,,,,,,,,,
event_juveniledays_06_s_146,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_146,False,,,,,3,idle,,,,,,,,30,30,1.0,,,generalschoolgirl,,,,,,,,,
event_juveniledays_06_s_147,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_147,False,,,,,3,idle,,,,,,,,30,30,1.0,,,generalschoolgirl,,,,,,,,,
event_juveniledays_06_s_148,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_148,True,,,,,3,idle,,,,,,,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_149,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_149,True,,,,,3,delight,,,,,,,,30,30,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_150,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_150,False,,,,,3,delight,,,,,,,,30,30,1.0,,,generalschoolgirl,,,,,,,,,
event_juveniledays_06_s_151,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_151,True,,,,,3,delight,,,,,,,,30,300,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_152,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_152,True,,,,,3,idle,,,,,,,,300,300,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_153,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_153,True,,,,,3,surprise,,,,,,,,300,300,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_154,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_154,True,,,,,3,surprise,,,,,,,,300,300,1.0,,,ein,,,,,,,,,
event_juveniledays_06_s_155,40053,event_juveniledays_06_s,Speech,ein,Locale_SubScenario:event_juveniledays_06_s_155,True,,,,,,shy,,,,,,,,300,300,1.0,,,ein,,,,,,,,,
