id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,fade,set_camera_shake
event_perfectmaid_01_s_122,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_122,False,,,,,,,,300,300,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_123,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_123,True,,,,,,,,300,300,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_124,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_124,True,,,,,,,,300,300,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_125,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_125,True,,,,,,,,300,300,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_126,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_126,True,,,,,,,,300,30,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_127,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_127,False,,,,,,,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_128,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_128,True,,,,,,,,30,30,1.0,,,,,,,3,shy,,,,,,,,
event_perfectmaid_01_s_129,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_129,True,,,,,,,,30,30,1.0,,,,,,,3,shy,,,,,,,,
event_perfectmaid_01_s_130,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_130,True,,,,,,,,30,30,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_131,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_131,True,,,,,,,,30,30,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_132,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_132,False,,,,,,,,30,30,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_133,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_133,True,,,,,,,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_134,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_134,False,,,,,,,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_135,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_135,False,,,,,,,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_136,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_136,True,,,,,,,,30,30,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_137,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_137,False,,,,,,,,30,3,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_138,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_138,False,,,,,,,,3,3,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_139,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_139,False,,,,,,,,3,3,1.0,sfx_scn_silverware,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_140,40039,event_perfectmaid_01_s,Self,,,Locale_SubScenario:event_perfectmaid_01_s_140,False,,,,,,,,3,3,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_141,40039,event_perfectmaid_01_s,Monologue,,,Locale_SubScenario:event_perfectmaid_01_s_141,False,,,,,,,,3,3,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_142,40039,event_perfectmaid_01_s,Monologue,,,Locale_SubScenario:event_perfectmaid_01_s_142,False,,,,,,,,3,3,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_143,40039,event_perfectmaid_01_s,Monologue,,,Locale_SubScenario:event_perfectmaid_01_s_143,False,,,,,,,,3,3,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_144,40039,event_perfectmaid_01_s,Self,,,Locale_SubScenario:event_perfectmaid_01_s_144,False,,,,,,,,3,3,1.0,,,,,,,3,delight,,,,,,,,
event_perfectmaid_01_s_145,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_145,True,,,,,,,,3,30,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_146,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_146,False,,,,,,,,30,30,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_147,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_147,True,,,,soda,1,idle,,30,2,1.0,,,,,,,3,idle,,,,,,,,
event_perfectmaid_01_s_148,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_148,True,,,,,1,idle,,2,2,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_149,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_149,True,,,,,1,idle,,2,2,1.0,,none,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_150,40039,event_perfectmaid_01_s,Monologue,soda,,Locale_SubScenario:event_perfectmaid_01_s_150,False,,,,,1,idle,,2,2,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_151,40039,event_perfectmaid_01_s,Self,soda,,Locale_SubScenario:event_perfectmaid_01_s_151,False,,,,,1,idle,,2,L_500,1.0,,bgm_story_armageddon,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_152,40039,event_perfectmaid_01_s,Monologue,soda,,Locale_SubScenario:event_perfectmaid_01_s_152,False,,,,,1,idle,,L_500,L_500,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_153,40039,event_perfectmaid_01_s,Self,soda,,Locale_SubScenario:event_perfectmaid_01_s_153,False,,,,,1,idle,,L_500,L_500,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_154,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_154,True,,,,,1,idle,,2,2,1.0,,,,,,,3,worried,,,,,,,,
event_perfectmaid_01_s_155,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_155,True,,,,,1,idle,,2,2,1.0,,,,,,,3,angry,,,,,,,,
event_perfectmaid_01_s_156,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_156,False,,,,,1,idle,,2,300,1.0,,,,,,,3,angry,,,,,,,,Low_2
event_perfectmaid_01_s_157,40039,event_perfectmaid_01_s,Narration,,,Locale_SubScenario:event_perfectmaid_01_s_157,False,,,,,1,idle,,black,black,1.0,sfx_scn_explosionhuge,,,,,,3,angry,,,,,,,,
