id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,fade,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
event_goldencoinrush2_02_s_112,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_112,True,,3,worry,,1,worry,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_113,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_113,True,,3,worry,,1,worry,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_114,40049,event_goldencoinrush2_02_s,Speech,alice_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_114,False,,3,worry,,1,worry,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_115,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_115,True,,3,serious,,1,worry,,S_30,S_300,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_116,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_116,True,,3,serious,,1,worry,,S_300,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_117,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_117,True,,3,serious,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_118,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_118,True,,3,serious,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_119,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_119,True,,3,serious,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_120,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_120,True,,3,serious,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_121,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_121,True,,3,worry,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_122,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_122,True,,3,worry,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_123,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_123,True,,3,worry,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_124,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_124,True,,3,worry,,1,worry,,2,2,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_125,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_125,True,,3,worry,,1,shy,,2,XS_10,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_126,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_126,True,,3,worry,,1,shy,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_127,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_127,True,,3,worry,,1,shy,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_128,40049,event_goldencoinrush2_02_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_02_s_128,True,,3,worry,,1,shy,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_129,40049,event_goldencoinrush2_02_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_02_s_129,True,,3,worry,,1,shy,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_130,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_130,True,,3,serious,,1,delight,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_131,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_131,False,,3,serious,,1,delight,,XS_10,S_30,1.0,,,,,,,,,,,,,,,,,
event_goldencoinrush2_02_s_132,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_132,True,,3,serious,,1,delight,,S_30,S_300,0.7,,,,,,,,,,,,,,,,,
