id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,characters/9/hide_char_id,fade
event_seayouagain1_06_s_90,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_90,True,,5,idle,,13,12,1.0,,,anis_s,anis_s,,,,,,1,delight,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_91,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_91,True,,5,idle,,12,12,1.0,,,anis_s,anis_s,,,,,,1,idle,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_92,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_92,True,,5,idle,,8,8,1.0,,,mary_s,mary_s,,,,,,1,idle,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_93,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_93,True,,5,idle,,8,8,1.0,,,pepper_s,pepper_s,,,,,,1,idle,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_94,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_94,True,,5,idle,,17,17,1.0,,,yan_s,yan_s,,,,,,1,idle,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_95,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_95,True,,5,idle,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,1,idle,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_96,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_96,False,,5,idle,,190,190,1.0,,,frima_s,frima_s,,,,,,1,idle,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_97,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_97,True,,5,idle,,190,190,1.0,,,frima_s,frima_s,,,,,,1,idle,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_98,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_98,True,,5,idle,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,,,,1,angry,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,idle,,,,,,,,,,
event_seayouagain1_06_s_99,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_99,True,,5,idle,,190,190,1.0,,,frima_s,frima_s,,,,,,1,angry,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,no,,,,,,,,,,
event_seayouagain1_06_s_100,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_100,True,,5,idle,,50,50,1.0,,,rapi_s,rapi_s,,,,,,1,angry,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,no,,,,,,,,,,
event_seayouagain1_06_s_101,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_101,True,,5,idle,,50,50,1.0,,,rapi_s,rapi_s,,,,,,1,angry,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,no,,,,,,,,,,
event_seayouagain1_06_s_102,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_102,False,,5,idle,,50,50,1.0,,,,,,,,,,1,angry,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,no,,,,,,,,,,
event_seayouagain1_06_s_103,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_103,False,,5,idle,LogHouseIn_n,5,1,1.0,,,,,,,,,,1,void,,9,idle,,7,idle,,3,surprise,,13,think,,15,idle,,17,idle,,19,no,rapi_s,anis_s,mary_s,pepper_s,neon_s,helm_s,liter_s,yan_s,frima_s,black
event_seayouagain1_06_s_104,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_104,False,,,,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_105,40024,event_seayouagain1_06_s,Narration,Locale_MainScenario:event_seayouagain1_06_s_105,False,,,,,10,10,1.0,,sfx_scn_wavebreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_106,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_106,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_107,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_107,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_108,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_108,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_109,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_109,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
