id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,characters/2/hide_char_id,set_filter_01,fade
event_darkhero_06_s_141,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_141,True,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_142,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_142,False,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_143,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_143,True,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_144,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_144,True,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,maiden,,,,13,no,,,,,
event_darkhero_06_s_145,40047,event_darkhero_06_s,Monologue,maiden,Locale_SubScenario:event_darkhero_06_s_145,False,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,,,,,13,no,,,maiden,,
event_darkhero_06_s_146,40047,event_darkhero_06_s,Speech,exia_op,Locale_SubScenario:event_darkhero_06_s_146,True,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,exia_op,,,,,,,,,,
event_darkhero_06_s_147,40047,event_darkhero_06_s,Self,exia_op,Locale_SubScenario:event_darkhero_06_s_147,False,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,,,,,,,,,,,
event_darkhero_06_s_148,40047,event_darkhero_06_s,Self,exia_op,Locale_SubScenario:event_darkhero_06_s_148,False,,,,,OP_leftup,idle,,S_1300,S_1300,1.0,,,,,,,,exia_op,,,,
event_darkhero_06_s_149,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_149,False,,,,,,,,black,black,1.0,,,,,,,,,,,,black
event_darkhero_06_s_150,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_150,False,,,,,,,,black,black,1.0,,,,,,,,,,,,
event_darkhero_06_s_151,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_151,False,,,,,,,EventTitle_Darkhero_01,black,black,1.0,,,,,,,,,,,,
event_darkhero_06_s_152,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_152,False,,,,,,,,black,black,1.0,,,,,,,,,,,,
event_darkhero_06_s_153,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_153,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_darkhero_06_s_154,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_154,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_darkhero_06_s_155,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_155,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_darkhero_06_s_156,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_156,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_darkhero_06_s_157,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_157,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_darkhero_06_s_158,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_158,False,,,,,,,,1,1,1.0,,,,,,,,,,,,
event_darkhero_06_s_159,40047,event_darkhero_06_s,Narration,maiden,Locale_SubScenario:event_darkhero_06_s_159,False,maiden,13,idle,,,,SchoolCorridor_n,S_130,S_130,1.0,,,,,,,,,,,,black
event_darkhero_06_s_160,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_160,True,,13,idle,,,,,S_130,S_130,1.0,,maiden,,,,,,,,,,
event_darkhero_06_s_161,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_161,True,,13,idle,,,,,S_130,S_130,1.0,,maiden,,,,,,,,,,
event_darkhero_06_s_162,40047,event_darkhero_06_s,Speech,maiden,Locale_SubScenario:event_darkhero_06_s_162,True,,13,idle,,,,,black,black,1.0,,maiden,,,,,,,,,,
