id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_01,set_filter_02,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,jump_target
d_nikke_anne_miraclefairy_04_98,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_98,True,,1,idle,,S_170,150,2.0,,,,13,shy,,15,delight,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_99,d_nikke_anne_miraclefairy_04,Self,rapi,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_99,False,,1,idle,,XS_10,XS_10,1.0,,,,13,idle,,15,delight,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_100,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_100,True,,1,idle,,XS_10,XS_10,1.0,,,,13,idle,,15,delight,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_101,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_101,False,,1,idle,,XS_10,XS_10,1.0,,,,13,idle,,15,delight,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_102,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_102,True,,1,delight,,XS_10,XS_10,1.0,,,,13,idle,,15,delight,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_103,d_nikke_anne_miraclefairy_04,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_103,True,,1,shy,,black,black,1.0,none,,,13,idle,,15,delight,,17,shy,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_04_104,d_nikke_anne_miraclefairy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_104,False,,1,shy,,XS_10,4,2.0,,sfx_scn_autodooropen,,13,idle,,15,idle,,17,idle,,,,,,,emma_c,3,delight,exia_c,5,idle,,,,
d_nikke_anne_miraclefairy_04_105,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_105,True,,1,shy,,4,4,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,3,delight,,5,idle,,,,
d_nikke_anne_miraclefairy_04_106,d_nikke_anne_miraclefairy_04,Speech,emma_c,emma_c,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_106,True,,1,shy,,4,30,2.0,bgm_story_sunnycarnival,,,13,idle,,15,idle,,17,idle,,,,,,,,3,delight,,5,idle,,,,
d_nikke_anne_miraclefairy_04_107,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_107,True,,1,delight,,30,30,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,3,delight,,5,idle,,,,
d_nikke_anne_miraclefairy_04_108,d_nikke_anne_miraclefairy_04,Speech,exia_c,exia_c,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_108,True,,1,idle,,30,S_50,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,3,idle,,5,delight,,,,
d_nikke_anne_miraclefairy_04_109,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_109,True,,1,idle,,S_50,S_50,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,3,idle,,5,delight,,,,
d_nikke_anne_miraclefairy_04_110,d_nikke_anne_miraclefairy_04,Speech,emma_c,emma_c,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_110,True,,1,idle,,S_50,30,2.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,3,idle,,5,idle,,,,
d_nikke_anne_miraclefairy_04_111,d_nikke_anne_miraclefairy_04,Monologue,emma_c,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_111,False,,1,idle,,30,30,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,3,idle,,5,idle,,,,
d_nikke_anne_miraclefairy_04_112,d_nikke_anne_miraclefairy_04,Self,emma_c,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_112,False,,1,idle,,30,30,1.0,,,,13,angry,,15,worry,,17,idle,,,,,,,,3,idle,,5,idle,,,,
d_nikke_anne_miraclefairy_04_113,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_113,True,,1,idle,,130,130,1.0,,,,13,angry,,15,worry,,17,idle,,,,,,,,3,idle,,5,idle,,,,
d_nikke_anne_miraclefairy_04_114,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_114,True,,1,delight,,130,XS_10,2.0,,,,13,angry,,15,worry,,17,idle,,,,,,,,3,delight,,5,idle,,,,
d_nikke_anne_miraclefairy_04_115,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_115,True,,1,idle,,S_170,S_170,1.0,,,,13,angry,,15,worry,,17,no,,,,,,,,3,idle,,5,idle,,,,
d_nikke_anne_miraclefairy_04_116,d_nikke_anne_miraclefairy_04,Speech,emma_c,emma_c,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_116,True,,1,idle,,30,300,2.0,,,,13,angry,,15,worry,,17,no,,,,,,,,3,idle,,5,idle,,,,
d_nikke_anne_miraclefairy_04_117,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_117,True,,1,idle,,300,300,1.0,,,,13,angry,,15,worry,,17,surprise,,,,,,,,3,idle,,5,idle,,,,
d_nikke_anne_miraclefairy_04_118,d_nikke_anne_miraclefairy_04,Speech,exia_c,exia_c,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_118,True,,1,idle,,300,S_500,2.0,,,,13,angry,,15,worry,,17,surprise,,,,,,,,3,idle,,5,delight,,,,
d_nikke_anne_miraclefairy_04_119,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_119,True,,1,idle,,S_500,S_500,1.0,,,,13,angry,,15,worry,,17,surprise,,,,,,,,3,idle,,5,delight,,,,
d_nikke_anne_miraclefairy_04_120,d_nikke_anne_miraclefairy_04,Speech,exia_c,exia_c,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_120,True,,1,idle,,S_500,S_50,1.0,,,,13,angry,,15,worry,,17,surprise,,,,,,,,3,idle,,5,delight,,,,
d_nikke_anne_miraclefairy_04_121,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_121,True,,1,delight,,S_50,S_50,1.0,,,,13,angry,,15,worry,,17,surprise,,,,,,,,3,idle,,5,delight,,,,
d_nikke_anne_miraclefairy_04_122,d_nikke_anne_miraclefairy_04,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_122,True,,1,delight,,black,black,1.0,,,,13,angry,,15,worry,,17,surprise,,,,,,,,5,idle,,7,idle,,,,
d_nikke_anne_miraclefairy_04_123,d_nikke_anne_miraclefairy_04,Narration,,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_123,False,,1,shy,,3,XS_30,1.0,,sfx_scn_windowbreak,,13,angry,,15,idle,,17,surprise,Low_2,,,,,,,5,idle,,7,idle,,,,
d_nikke_anne_miraclefairy_04_124,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_124,True,,1,shy,,XS_30,XS_30,1.0,,,,13,angry,,15,idle,,17,surprise,,,,,,,,5,idle,,7,idle,laplace,3,delight,
d_nikke_anne_miraclefairy_04_125,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_125,True,,1,shy,,XS_30,XS_30,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_126,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_126,True,,1,shy,,XS_30,XS_300,0.5,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_127,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_127,True,,1,shy,,XS_300,XS_300,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,angry,
d_nikke_anne_miraclefairy_04_128,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_128,True,,1,shy,,XS_300,2,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,angry,
d_nikke_anne_miraclefairy_04_129,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_129,True,,1,shy,,2,2,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_130,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_130,True,,1,shy,,2,2,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,delight,
d_nikke_anne_miraclefairy_04_131,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_131,True,,1,shy,,2,2,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,delight,
d_nikke_anne_miraclefairy_04_132,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_132,False,,1,shy,,black,black,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,delight,
d_nikke_anne_miraclefairy_04_133,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_133,True,,1,shy,,2,XS_10,0.5,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_134,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_134,False,,1,shy,,XS_10,XS_10,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_135,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_135,False,,1,shy,,XS_10,XS_10,1.0,,,,13,angry,,15,idle,,17,idle,Low_2,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_136,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_136,True,,1,shy,,XS_30,XS_30,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_137,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_137,True,,1,shy,,XS_30,XS_30,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_138,d_nikke_anne_miraclefairy_04,Monologue,laplace,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_138,False,,1,shy,,XS_30,XS_10,2.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_139,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_139,True,,1,idle,,XS_10,XS_10,1.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_140,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_140,True,,1,idle,,XS_10,XS_30,2.0,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,delight,
d_nikke_anne_miraclefairy_04_141,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_141,True,,1,idle,,130,1300,0.5,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,delight,
d_nikke_anne_miraclefairy_04_142,d_nikke_anne_miraclefairy_04,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_142,True,,1,idle,,XS_30,XS_300,0.5,,,,13,angry,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,shy,
d_nikke_anne_miraclefairy_04_143,d_nikke_anne_miraclefairy_04,Monologue,laplace,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_143,False,,1,idle,,black,black,1.0,,,,13,delight,,15,delight,,17,delight,,,,,,,,5,delight,,7,idle,,3,shy,
d_nikke_anne_miraclefairy_04_144,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_144,True,,1,think,,1,XS_10,2.0,none,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_145,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_145,False,,1,think,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_146,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_146,False,,1,think,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_147,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_147,True,,1,think,,XS_10,XS_10,1.0,bgm_story_inwonderland,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_148,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_148,True,,1,think,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_149,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_149,False,,1,think,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_150,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_150,True,,1,sad,,XS_10,XS_100,2.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_151,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_151,True,,1,sad,,XS_100,XS_100,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_152,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_152,False,,1,sad,,XS_100,XS_100,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_153,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_153,True,,1,shy,,XS_100,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_154,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_154,False,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_155,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_155,True,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_156,d_nikke_anne_miraclefairy_04,Choice,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_156,False,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,d_nikke_anne_miraclefairy_04_158
d_nikke_anne_miraclefairy_04_157,d_nikke_anne_miraclefairy_04,Choice,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_157,False,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,d_nikke_anne_miraclefairy_04_159
d_nikke_anne_miraclefairy_04_158,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_158,True,,1,think,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,d_nikke_anne_miraclefairy_04_160
d_nikke_anne_miraclefairy_04_159,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_159,True,,1,think,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,d_nikke_anne_miraclefairy_04_160
d_nikke_anne_miraclefairy_04_160,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_160,False,,1,think,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_161,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_161,False,,1,idle,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_162,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_162,True,,1,idle,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_163,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_163,True,,1,idle,,S_170,S_170,1.0,,,,13,idle,,15,idle,,17,delight,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_164,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_164,True,,1,idle,,S_170,S_170,2.0,,,,13,idle,,15,idle,,17,delight,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_165,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_165,True,,1,shy,,XS_10,XS_10,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_166,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_166,False,,1,shy,,S_170,S_170,1.0,,,,13,idle,,15,idle,,17,idle,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_167,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_167,True,,1,idle,,S_170,S_1700,0.5,,,,13,idle,,15,idle,,17,delight,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_168,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_168,True,,1,idle,,XS_10,XS_100,2.0,,,,13,idle,,15,idle,,17,delight,,,,,,,,5,idle,,7,idle,,3,idle,
d_nikke_anne_miraclefairy_04_169,d_nikke_anne_miraclefairy_04,Narration,neon,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_169,False,,1,idle,,black,black,1.0,,sfx_scn_shutter,,13,idle,,15,idle,,17,delight,,,,,,,,5,idle,,7,idle,,3,idle,
