id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,set_camera_shake,jump_target
d_nikke_privaty_unkindmaid_05_123,d_nikke_privaty_unkindmaid_05,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_123,False,,1,idle,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_124,d_nikke_privaty_unkindmaid_05,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_124,False,,1,idle,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_125,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_125,True,,1,sad,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_126,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_126,True,,1,sad,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_127,d_nikke_privaty_unkindmaid_05,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_127,False,,1,sad,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_128,d_nikke_privaty_unkindmaid_05,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_128,False,,1,sad,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_129,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_129,False,,1,shy2,,10,1,1.0,,,,,
d_nikke_privaty_unkindmaid_05_130,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_130,True,,1,shy,,1,1,1.0,,,,,
d_nikke_privaty_unkindmaid_05_131,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_131,True,,1,shy,,1,1,1.0,,,,,
d_nikke_privaty_unkindmaid_05_132,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_132,True,,1,happy,,1,1,1.0,,,,,
d_nikke_privaty_unkindmaid_05_133,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_133,True,,1,happy,,1,1,1.0,,,,,
d_nikke_privaty_unkindmaid_05_134,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_134,True,,1,happy,,1,1,1.0,,,,,
d_nikke_privaty_unkindmaid_05_135,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_135,True,,1,idle,,1,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_136,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_136,True,,1,idle,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_137,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_137,True,,1,sad,,10,10,1.0,,,,,
d_nikke_privaty_unkindmaid_05_138,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_138,True,,1,shy2,,10,100,1.0,,,,,
d_nikke_privaty_unkindmaid_05_139,d_nikke_privaty_unkindmaid_05,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_05_139,True,,1,shy2,,100,100,1.0,,,,,
