id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/2/hide_char_id,play_sound
d_nikke_mori_04_134,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_134,True,,1,delight,,3,delight,,13,idle,,15,idle,,30,S_10,1.0,,mori,mori,,,,,,
d_nikke_mori_04_135,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_135,True,,1,delight,,3,delight,,13,idle,,15,idle,,S_10,S_10,1.0,,mori,mori,,,,,,
d_nikke_mori_04_136,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_136,False,,1,delight,,3,delight,,13,idle,,15,idle,,S_10,S_10,1.0,,mori,,,,,,,
d_nikke_mori_04_137,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_137,True,,1,delight,,3,delight,,13,idle,,15,idle,,S_10,S_100,0.5,,mori,mori,,,,,,
d_nikke_mori_04_138,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_138,False,,1,delight,,3,delight,,13,idle,,15,idle,,S_100,S_100,1.0,,mori,,,,,,,
d_nikke_mori_04_139,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_139,True,,1,delight,,3,delight,,13,idle,,15,no,,S_1500,S_1500,1.0,,neon,neon,,,,,,
d_nikke_mori_04_140,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_140,True,,1,delight,,3,delight,,13,idle,,15,no,,300,300,1.0,,anis,anis,,,,,,
d_nikke_mori_04_141,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_141,True,,1,delight,,3,delight,,13,idle,,15,no,,S_100,S_10,1.0,,mori,mori,,,,,,
d_nikke_mori_04_142,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_142,True,,1,delight,,3,delight,,13,delight,,15,no,,S_10,113,1.0,,rapi,rapi,,,,,,
d_nikke_mori_04_143,d_nikke_mori_04,Speech,Locale_NikkeEpisode:d_nikke_mori_04_143,True,,1,delight,,3,delight,,13,delight,,15,no,,113,113,1.0,,mori,mori,,,,,,
d_nikke_mori_04_144,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_144,False,,1,delight,,3,delight,,13,delight,,15,no,,113,1,1.0,,,,,mori,anis,neon,rapi,
d_nikke_mori_04_145,d_nikke_mori_04,Narration,Locale_NikkeEpisode:d_nikke_mori_04_145,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,sfx_scn_phonevibration
d_nikke_mori_04_146,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_146,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_nikke_mori_04_147,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_147,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_nikke_mori_04_148,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_148,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_nikke_mori_04_149,d_nikke_mori_04,Narration,Locale_NikkeEpisode:d_nikke_mori_04_149,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_nikke_mori_04_150,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_150,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,
d_nikke_mori_04_151,d_nikke_mori_04,Monologue,Locale_NikkeEpisode:d_nikke_mori_04_151,False,,,,,,,,,,,,,,1,100,1.0,,,,,,,,,
d_nikke_mori_04_152,d_nikke_mori_04,Self,Locale_NikkeEpisode:d_nikke_mori_04_152,False,,,,,,,,,,,,,,100,100,1.0,,,,,,,,,
