id,group_id,speech_window,highlight,speaker,scenario_localkey,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_lipSync,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,jump_target,characters/7/hide_char_id
d_nikke_eunhwa_01_99,d_nikke_eunhwa_01,Self,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_79,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,,
d_nikke_eunhwa_01_100,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_80,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_101,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_81,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_102,d_nikke_eunhwa_01,Monologue,,,Locale_NikkeEpisode:d_nikke_eunhwa_01_82,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,,ingrid
d_nikke_eunhwa_01_103,d_nikke_eunhwa_01,Choice,,,Locale_NikkeEpisode:d_nikke_eunhwa_01_83,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,,,d_nikke_eunhwa_01_105,
d_nikke_eunhwa_01_104,d_nikke_eunhwa_01,Choice,,,Locale_NikkeEpisode:d_nikke_eunhwa_01_84,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,,,d_nikke_eunhwa_01_105,
d_nikke_eunhwa_01_105,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_85,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,6,1.0,,True,,,,,
d_nikke_eunhwa_01_106,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_86,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,6,1.0,,True,,,,,
d_nikke_eunhwa_01_107,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_87,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,6,1.0,,True,,,,,
d_nikke_eunhwa_01_108,d_nikke_eunhwa_01,Speech,eunhwa,owls,Locale_NikkeEpisode:d_nikke_eunhwa_01_88,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,777,777,1.0,,True,,,,,
d_nikke_eunhwa_01_109,d_nikke_eunhwa_01,Choice,eunhwa,,Locale_NikkeEpisode:d_nikke_eunhwa_01_89,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,777,777,1.0,,False,,,,d_nikke_eunhwa_01_111,
d_nikke_eunhwa_01_110,d_nikke_eunhwa_01,Choice,eunhwa,,Locale_NikkeEpisode:d_nikke_eunhwa_01_90,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,777,777,1.0,,False,,,,d_nikke_eunhwa_01_111,
d_nikke_eunhwa_01_111,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_91,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,6,1.0,,True,,,,,
d_nikke_eunhwa_01_112,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_92,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,6,1.0,,True,,,,,
d_nikke_eunhwa_01_113,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_93,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,60,1.0,,True,,,,,
d_nikke_eunhwa_01_114,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_94,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,True,,,,,
d_nikke_eunhwa_01_115,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_95,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,True,,,,,
d_nikke_eunhwa_01_116,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_96,,6,angry,,3,idle,,1,idle,,13,"expression_0,idle",,15,idle,,17,idle,,19,idle,,60,60,1.0,,True,,,,,
d_nikke_eunhwa_01_117,d_nikke_eunhwa_01,Speech,eunhwa,owls,Locale_NikkeEpisode:d_nikke_eunhwa_01_97,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,False,,,,,
d_nikke_eunhwa_01_118,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_98,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,True,,,,,
