id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/3/hide_char_id,characters/4/hide_char_id,jump_target,set_camera_shake
d_nikke_hongryeon_01_114,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_114,True,,1,idle,,,,rapi,17,think,,2,4,0.5,,,,,,,5,angry,,3,delight,,,,,
d_nikke_hongryeon_01_115,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_115,False,,1,idle,,,,,17,think,,17,17,1.0,,,,,hongryeon,,5,angry,,3,delight,,anis,neon,,
d_nikke_hongryeon_01_116,d_nikke_hongryeon_01,Choice,rapi,,Locale_NikkeEpisode:d_nikke_hongryeon_01_116,False,,,,,,,,17,think,,17,17,1.0,,,,,,,,,,,,,,,d_nikke_hongryeon_01_118,
d_nikke_hongryeon_01_117,d_nikke_hongryeon_01,Choice,rapi,,Locale_NikkeEpisode:d_nikke_hongryeon_01_117,False,,,,,,,,17,think,,17,17,1.0,,,,,,,,,,,,,,,d_nikke_hongryeon_01_119,
d_nikke_hongryeon_01_118,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_118,True,,,,,,,,17,think,,17,17,1.0,,,,,,,,,,,,,,,d_nikke_hongryeon_01_121,
d_nikke_hongryeon_01_119,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_119,True,,,,,,,,17,think,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_120,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_120,True,,,,,,,,17,think,,17,17,1.0,,,,,,,,,,,,,,,d_nikke_hongryeon_01_121,
d_nikke_hongryeon_01_121,d_nikke_hongryeon_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_hongryeon_01_121,False,,,,,,,,17,think,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_122,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_122,True,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_123,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_123,True,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_124,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_124,True,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_125,d_nikke_hongryeon_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_hongryeon_01_125,False,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_126,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_126,True,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_127,d_nikke_hongryeon_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_hongryeon_01_127,True,,,,,,,,17,idle,,17,17,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_128,d_nikke_hongryeon_01,Narration,rapi,,Locale_NikkeEpisode:d_nikke_hongryeon_01_128,False,,,,,,,,17,idle,,17,17,1.0,none,sfx_scn_heavytrip,,,,anis,5,void,neon,3,no,,,,,Low_2
d_nikke_hongryeon_01_129,d_nikke_hongryeon_01,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_hongryeon_01_129,False,,,,,,,,17,idle,,17,17,1.0,,,,,,,5,void,,3,no,,,,,
d_nikke_hongryeon_01_130,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_130,True,hongryeon,1,idle,,,,,17,idle,,50,50,1.0,,,,,,,5,void,,3,no,,,,,
d_nikke_hongryeon_01_131,d_nikke_hongryeon_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_hongryeon_01_131,False,,1,idle,,,,,19,idle,,30,30,1.0,,,,,,,5,void,,3,no,,,,,
d_nikke_hongryeon_01_132,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_132,False,,1,idle,,,,,19,idle,,10,10,1.0,,,,,,,5,void,,3,no,,,,,
d_nikke_hongryeon_01_133,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_133,True,,1,idle,privaty,13,angry,,19,idle,,13,13,1.0,,,,,,,5,void,,3,no,,,,,
d_nikke_hongryeon_01_134,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_134,True,,1,idle,,13,angry,,19,idle,,13,S_130,0.6,bgm_story_armageddon,,,,,,5,void,,3,no,,,,,
d_nikke_hongryeon_01_135,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_135,True,,1,idle,,13,angry,,19,idle,,S_130,S_130,1.0,,,,,,,5,void,,3,no,,,,,
d_nikke_hongryeon_01_136,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_136,True,,1,idle,,13,angry,,19,idle,,5,5,1.0,,,,rapi,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_137,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_137,True,,1,idle,,13,angry,,,,,5,5,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_138,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_138,True,,1,idle,,13,angry,,,,,S_130,S_130,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_139,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_139,True,,1,idle,,13,angry,,,,,S_130,S_130,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_140,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_140,False,,1,idle,,13,angry,,,,,S_130,S_130,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_141,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_141,True,,1,idle,,13,angry,,,,,S_130,S_130,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_142,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_142,True,,1,idle,,13,angry,,,,,S_130,S_130,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_143,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_143,True,,1,idle,,13,angry,,,,,S_130,S_130,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_144,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_144,True,,1,idle,,13,angry,,,,,S_130,S_130,1.0,,,,,,,5,angry,,3,idle,,,,,
d_nikke_hongryeon_01_145,d_nikke_hongryeon_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_hongryeon_01_145,True,,1,no,,13,angry,,,,,50,50,1.0,,,,,,,5,worry,,3,idle,,,,,
d_nikke_hongryeon_01_146,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_146,True,,1,no,,13,angry,,,,,50,1,1.0,,,,,,,5,worry,,3,idle,,,,,
d_nikke_hongryeon_01_147,d_nikke_hongryeon_01,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_147,False,,1,no,,13,angry,,,,,1,1,1.0,,sfx_scn_drawingsword,,,,,5,worry,,3,idle,,,,,
d_nikke_hongryeon_01_148,d_nikke_hongryeon_01,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_148,False,,1,no,,13,angry,,,,,1,10,1.0,,,,,,,5,worry,,3,idle,,,,,
d_nikke_hongryeon_01_149,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_149,True,,1,no,,13,angry,,,,,10,10,1.0,,,,,,,5,worry,,3,idle,,anis,,,
d_nikke_hongryeon_01_150,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_150,True,,1,no,,13,angry,,,,,10,12,1.0,,,,,,,,,,3,idle,,,,,
d_nikke_hongryeon_01_151,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_151,True,,1,no,,13,angry,,,,,12,12,1.0,,,,,,,,,,3,idle,,,neon,,
d_nikke_hongryeon_01_152,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_152,True,,1,no,,13,angry,,,,,12,12,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_153,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_153,False,,1,no,,13,angry,,,,,12,12,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_154,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_154,True,,1,no,,13,angry,,,,,12,10,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_155,d_nikke_hongryeon_01,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_155,False,,1,no,,13,angry,,,,,10,100,1.0,,sfx_scn_drawingsword,,,,,,,,,,,,,,
d_nikke_hongryeon_01_156,d_nikke_hongryeon_01,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_156,False,,1,no,,13,angry,,,,,100,100,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_157,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_157,True,,1,no,,13,angry,,,,,100,100,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_158,d_nikke_hongryeon_01,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_hongryeon_01_158,True,,1,no,,14,angry,,,,,13,13,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_159,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_159,True,,1,no,,14,angry,,,,,13,1,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_160,d_nikke_hongryeon_01,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_160,False,,1,no,,14,angry,,,,,black,black,1.0,,,privaty,,,,,,,,,black,,,,
d_nikke_hongryeon_01_161,d_nikke_hongryeon_01,Narration,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_161,False,,1,no,,,,,,,none,black,black,1.0,none,sfx_scn_capsuleopen,,,,,,,,,,,,,,
d_nikke_hongryeon_01_162,d_nikke_hongryeon_01,Monologue,,,Locale_NikkeEpisode:d_nikke_hongryeon_01_162,False,,1,idle,,,,,,,CityForest_02,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_163,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_163,False,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_164,d_nikke_hongryeon_01,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_164,False,,1,idle,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_165,d_nikke_hongryeon_01,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_01_165,True,,1,idle,,,,,,,,1,10,1.0,,,,,,,,,,,,,,,,
d_nikke_hongryeon_01_166,d_nikke_hongryeon_01,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_01_166,False,,1,idle,,,,,,,,10,10,1.0,,,,,,,,,,,,,,,,
