id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake
d_nikke_quency_escapequeen_02_130,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_130,True,,1,angry,,S_100,S_100,1.0,,,,
d_nikke_quency_escapequeen_02_131,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_131,True,,1,angry,,S_100,S_100,1.0,,,,
d_nikke_quency_escapequeen_02_132,d_nikke_quency_escapequeen_02,Monologue,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_132,False,,1,think,,S_100,S_100,1.0,none,black,,
d_nikke_quency_escapequeen_02_133,d_nikke_quency_escapequeen_02,Narration,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_133,False,,1,think,,S_100,S_100,1.0,,,sfx_scn_walkaway,
d_nikke_quency_escapequeen_02_134,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_134,False,,1,think,,S_100,S_100,1.0,,,,
d_nikke_quency_escapequeen_02_135,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_135,True,,1,think,,S_100,S_100,1.0,,,,
d_nikke_quency_escapequeen_02_136,d_nikke_quency_escapequeen_02,Speech,quency_e,youngman,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_136,False,,1,think,,S_100,60,1.0,bgm_story_whosdumber,,,
d_nikke_quency_escapequeen_02_137,d_nikke_quency_escapequeen_02,Speech,quency_e,youngman,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_137,False,,1,think,,60,60,1.0,,,,
d_nikke_quency_escapequeen_02_138,d_nikke_quency_escapequeen_02,Speech,quency_e,youngman,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_138,False,,1,think,,60,60,1.0,,,,
d_nikke_quency_escapequeen_02_139,d_nikke_quency_escapequeen_02,Speech,quency_e,malerepairman,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_139,False,,1,think,,60,60,1.0,,,,
d_nikke_quency_escapequeen_02_140,d_nikke_quency_escapequeen_02,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_140,False,,1,think,,60,60,1.0,,,,
d_nikke_quency_escapequeen_02_141,d_nikke_quency_escapequeen_02,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_02_141,True,,1,surprise,,S_100,S_100,1.0,,,,
