id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_frima_04_138,d_nikke_frima_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_138,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,,,13,idle
d_nikke_frima_04_139,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_139,True,,3,idle,,5,idle,,1,idle,,13,L_130,1.0,,,,,,13,idle
d_nikke_frima_04_140,d_nikke_frima_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_140,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,,,13,idle
d_nikke_frima_04_141,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_141,True,,3,idle,,5,idle,,1,idle,,L_130,L_1300,1.0,,,,,,13,idle
d_nikke_frima_04_142,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_142,False,,3,idle,,5,idle,,1,surprise,,100,100,1.0,,,,,,13,idle
d_nikke_frima_04_143,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_143,False,,3,idle,,5,idle,,1,surprise,,100,100,1.0,,,,,,13,idle
d_nikke_frima_04_144,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_144,True,,3,idle,,5,idle,,1,surprise,,100,100,1.0,none,,,,,13,idle
d_nikke_frima_04_145,d_nikke_frima_04,Monologue,frima,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_145,False,,3,idle,,5,idle,,1,surprise,,black,black,1.0,,,,,,13,idle
d_nikke_frima_04_146,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_146,False,,3,idle,,5,idle,,1,idle,,100,10,0.5,bgm_story_destinedtofight,,,,,13,idle
d_nikke_frima_04_147,d_nikke_frima_04,Monologue,frima,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_147,False,,3,idle,,5,idle,,1,sleep_02,,10,10,1.0,,,,,,13,idle
d_nikke_frima_04_148,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_148,True,,3,idle,,5,idle,,1,sleep_02,,3,3,1.0,,,,,,13,idle
d_nikke_frima_04_149,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_149,False,,3,idle,,5,idle,,1,sleep_02,,black,black,1.0,,,,,,13,idle
d_nikke_frima_04_150,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_150,True,,3,idle,,5,idle,,1,sleep_02,,5,5,1.0,,,,,,13,idle
d_nikke_frima_04_151,d_nikke_frima_04,Monologue,frima,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_151,False,,3,idle,,5,idle,,1,sleep_02,,black,black,1.0,,,,,,13,idle
d_nikke_frima_04_152,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_152,True,,3,idle,,5,idle,,1,sleep_02,,10,1,0.5,,,,,,13,idle
d_nikke_frima_04_153,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_153,False,,3,idle,,5,idle,,1,sleep_02,,1,1,1.0,,,,,,13,idle
d_nikke_frima_04_154,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_154,False,,3,idle,,5,surprise,,1,sleep_02,,S_500,S_500,1.0,,,,,,13,idle
d_nikke_frima_04_155,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_155,False,,3,angry,,5,surprise,,1,sleep_02,,300,300,1.0,,,,,,13,idle
d_nikke_frima_04_156,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_156,True,,3,angry,,5,idle,,1,sleep_02,,13,13,1.0,,,,,,13,idle
d_nikke_frima_04_157,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_157,True,,3,angry,,5,idle,,1,sleep_02,,13,13,1.0,,,,,,13,idle
d_nikke_frima_04_158,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_158,True,,3,idle,,5,idle,,1,sleep_02,,4,4,1.0,,,,,,13,idle
d_nikke_frima_04_159,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_159,True,,3,idle,,5,idle,,1,sleep_02,,4,4,1.0,,,,,,13,idle
d_nikke_frima_04_160,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_160,True,,3,no,,5,idle,,1,sleep_02,,4,4,1.0,,,,,,13,idle
d_nikke_frima_04_161,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_161,False,,3,no,,5,idle,,1,sleep_02,,4,4,1.0,none,,,,,13,idle
d_nikke_frima_04_162,d_nikke_frima_04,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_162,False,,3,no,,5,idle,,1,sleep_02,,black,black,1.0,,,,sfx_scn_aim,,13,idle
d_nikke_frima_04_163,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_163,True,,3,no,,5,idle,,1,sleep_02,,S_50,S_50,1.0,bgm_story_languor,,,,,13,idle
d_nikke_frima_04_164,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_164,False,,3,no,,5,idle,,1,sleep_02,,L_130,L_130,1.0,,,,,,13,surprise
d_nikke_frima_04_165,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_165,False,,3,good,,5,idle,,1,sleep_02,,black,black,1.0,,,,sfx_scn_aim,,13,idle
d_nikke_frima_04_166,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_166,True,,3,good,,5,idle,,1,sleep_02,,30,30,1.0,,,,,,13,idle
d_nikke_frima_04_167,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_167,False,,3,good,,5,idle,,1,sleep_02,,L_1300,L_1300,1.0,,,,,,13,surprise
d_nikke_frima_04_168,d_nikke_frima_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_168,False,,3,good,,5,idle,,1,sleep_02,none,black,black,1.0,,,,,,13,idle
d_nikke_frima_04_169,d_nikke_frima_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_169,False,,3,good,,5,idle,,1,sleep_02,,black,black,1.0,,,,,,13,idle
