id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,play_sound
d_nikke_novel_05_133,d_nikke_novel_05,Self,Self,Locale_NikkeEpisode:d_nikke_novel_05_133,False,,,,RoyalRoad,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_05_134,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_134,True,,,,,1,1,1.0,,novel,,,,,,,novel,1,idle,,,,,,,
d_nikke_novel_05_135,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_135,True,,,,,1,1,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_136,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_136,True,,,,,1,1,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_137,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_137,True,,,,,1,1,0.5,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_138,d_nikke_novel_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_05_138,False,,,,,1,1,1.0,,,sugar,7,idle,,,,,12,idle,,,,,,,sfx_scn_bikeengine
d_nikke_novel_05_139,d_nikke_novel_05,Speech,sugar,Locale_NikkeEpisode:d_nikke_novel_05_139,True,,,,,1,1,1.0,,sugar,,2,idle,,,,,12,idle,,,,,,,
d_nikke_novel_05_140,d_nikke_novel_05,Speech,sugar,Locale_NikkeEpisode:d_nikke_novel_05_140,True,,,,,1,1,1.0,,sugar,,2,idle,,,,,12,idle,,,,,,,
d_nikke_novel_05_141,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_141,True,,,,,1,1,1.0,,novel,,2,idle,,,,,12,delight,,,,,,,
d_nikke_novel_05_142,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_142,True,,,,,1,1,1.0,,novel,,2,idle,,,,,12,delight,,,,,,,
d_nikke_novel_05_143,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_143,False,,,,,1,1,1.0,,novel,,2,idle,,,,,12,delight,d_nikke_novel_05_145,,,,,,
d_nikke_novel_05_144,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_144,False,,,,,1,1,1.0,,novel,,2,idle,,,,,12,delight,d_nikke_novel_05_146,,,,,,
d_nikke_novel_05_145,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_145,True,,,,,1,S_120,1.0,,novel,,2,idle,,,,,12,think,d_nikke_novel_05_147,,,,,,
d_nikke_novel_05_146,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_146,True,,,,,1,S_120,1.0,,novel,,2,idle,,,,,12,think,,,,,,,
d_nikke_novel_05_147,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_147,True,,,,,S_120,S_120,1.0,,novel,,2,idle,,,,,12,think,,,,,,,
d_nikke_novel_05_148,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_148,True,,,,,S_120,S_120,1.0,,novel,,2,idle,,,,,12,delight,,,,,,,
d_nikke_novel_05_149,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_149,True,,,,,S_120,S_120,1.0,,novel,,2,idle,,,,,12,delight,,,,,,,
d_nikke_novel_05_150,d_nikke_novel_05,Self,Self,Locale_NikkeEpisode:d_nikke_novel_05_150,False,,,,,S_120,S_120,1.0,,novel,,2,idle,,,,,12,delight,,,,,,,
d_nikke_novel_05_151,d_nikke_novel_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_05_151,False,,,,,black,black,1.0,,novel,,2,idle,,,,,12,delight,,,,,,,sfx_scn_bikeengine
