stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6210972,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,45,0,,2310040121.0,path_fly_mid_small_018,path_grd_mid_elite1_802,,path_grd_mid_small_070,,path_fly_mid_small_033,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite1_802,8.0,,,,,,,3210020121,Jump,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,3220050121.0,Drop,3220050121.0,Drop,2220050121.0,Drop,2320030221.0,Drop,2220010121.0,Drop,2220010121.0,Drop,3220020121.0,Drop,2220010121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210040121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,1210040121.0,Drop,2310040121.0,Drop,2120010121.0,Drop,2220010121.0,Drop,3220020121.0,Drop,2220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6210973,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,30,27,,2310060121.0,path_grd_mid_small_005,path_fly_mid_special_016,7.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_grd_far_small_044,,path_fly_far_special_048,8.0,,,,,,,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1110010121.0,Drop,1110010121.0,Drop,2210010121.0,Drop,2310060221.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Drop,1210010121.0,Jump,1210010121.0,Jump,1210010121.0,Drop,2310060121.0,Drop,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
6210974,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,42,0,,2310020121.0,path_grd_mid_small_002,path_fly_mid_elite1_802,,path_fly_mid_small_039,7.0,path_fly_mid_small_039,0.0,path_fly_mid_elite1_802,8.0,path_grd_mid_small_043,8.0,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Drop,2310020221.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210040121.0,Drop,2210040121.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Drop,2310020121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210975,wave_tower_default_011,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,6,69,0,20,,path_grd_mid_elite1_802,path_fly_mid_small_027,12.0,path_grd_mid_special_025,,path_fly_mid_small_008,,path_grd_mid_elite2_805,2.0,path_fly_close_small_026,,path_grd_mid_elite1_802,10.0,path_grd_mid_small_075,10.0,path_fly_mid_elite3_814,,3220050121,Normal,3220050121.0,Normal,1220050121.0,Drop,2320020221.0,Drop,2210020121.0,Normal,3210040121.0,Drop,2210020121.0,Normal,3210050121.0,Drop,3220050121.0,Normal,1120010121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,2210020121.0,Normal,2210020121.0,Normal,2210020121.0,Normal,2210020121.0,Normal,3220050121.0,Dash,1220050121.0,Dash,3320010221.0,Normal,2320020121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,1220050121.0,Dash,3220050121.0,Normal,3220050121.0,Dash,1220050121.0,Drop,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,3220050121.0,Drop,3210050121.0,Drop,3320010221.0,Drop,2320020221.0,Drop
6210976,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,21,21,,3320020121.0,path_grd_mid_small_002,path_grd_mid_elite1_802,5.0,path_grd_far_small_044,8.0,path_grd_far_elite2_809,0.0,path_grd_mid_small_043,8.0,path_grd_far_small_044,8.0,,,,,,,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220070121.0,Drop,3320050221.0,Drop,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,1120010121.0,Drop,3220050121.0,Drop,3320050221.0,Drop,3320020121.0,Drop,3220050121.0,Drop,3220070121.0,Drop,3220050121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,3220050121.0,Drop,3220070121.0,Drop,3220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6210977,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,33,9,,3310040121.0,path_grd_mid_small_049,path_fly_mid_elite1_802,,path_grd_mid_small_046,10.0,path_grd_mid_small_034,0.0,path_fly_far_elite1_803,7.0,path_grd_mid_small_008,,,,,,,,1220020121,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,3310040221.0,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Jump,1220020121.0,Jump,1220020121.0,Jump,1320030221.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210978,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,9,30,0,,2320020121.0,path_grd_mid_small_068,path_grd_mid_small_008,,path_grd_mid_small_061,,path_grd_close_elite1_801,0.0,path_grd_mid_small_037,6.0,path_grd_mid_small_040,5.0,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,2320020221.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,2320020121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6210979,wave_tower_default_011,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,12,54,0,normal,,path_grd_close_small_067,path_grd_mid_elite2_808,,path_grd_mid_special_025,6.0,path_grd_mid_small_043,3.0,path_grd_mid_elite2_808,,path_grd_close_small_042,5.0,path_grd_mid_small_075,6.0,path_grd_mid_elite1_802,,,,3220060121,Dash,2220010121.0,Dash,2220010121.0,Dash,2320030221.0,Drop,2220010121.0,Dash,3220060121.0,Dash,2320020221.0,Drop,3220080121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,3220060121.0,Drop,3220080121.0,Drop,2220010121.0,Dash,3220080121.0,Drop,3220060121.0,Dash,2320020221.0,Drop,2220010121.0,Dash,3220060121.0,Dash,2320030221.0,Drop,3220080121.0,Drop,3220080121.0,Drop,3220080121.0,Drop,3220080121.0,Drop,3220080121.0,Drop,2220010121.0,Jump,3220060121.0,Jump,2220010121.0,Jump,3220060121.0,Jump,2220010121.0,Dash,3220060121.0,Dash,3220080121.0,Drop,2320030121.0,Drop,,,,,,,,
6210980,wave_tower_default_011,Campaign,180,7,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,6,34,6,,2420060121.0,path_grd_mid_centurion_902,path_grd_close_small_036,,path_grd_mid_small_076,8.0,path_grd_mid_elite1_802,4.0,path_grd_mid_elite1_802,,path_grd_far_small_006,,path_fly_mid_elite2_805,4.0,,,,,2420060121,Normal,,,,,,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,3320070221.0,Dash,1120010121.0,Normal,1120010121.0,Normal,1120010121.0,Normal,2220040121.0,Normal,3120010121.0,Drop,2220010121.0,Drop,3120010121.0,Drop,3220050121.0,Drop,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,2310020221.0,Dash,,,,,,,,,,,,,,,,
6210981,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,45,0,,2310040131.0,path_grd_mid_small_052,path_fly_mid_elite1_802,6.0,path_fly_mid_small_050,,path_fly_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,,,,,,,,,2220010131,Dash,2220010131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,1310010231.0,Drop,1210010131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,1210040131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Drop,2310040131.0,Drop,3120010131.0,Dash,3120010131.0,Dash,3220060131.0,Drop,3220020131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210982,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,6,36,0,,3320010131.0,path_grd_mid_small_002,path_grd_mid_special_025,6.0,path_fly_mid_small_024,6.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Drop,3220050131.0,Drop,3220040131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,3320010231.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Drop,3320010131.0,Drop,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210983,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,6,36,0,,1310030131.0,path_fly_mid_small_018,path_fly_mid_special_047,6.0,path_grd_close_small_004,6.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,,,,,,2210020131,Dash,2210020131.0,Dash,2210020131.0,Drop,2210020131.0,Drop,3210010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,1310020231.0,Dash,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,1310030131.0,Drop,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,1210040131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210984,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,42,0,,1310010131.0,path_grd_mid_small_055,path_fly_mid_elite1_802,,path_grd_mid_small_043,8.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_034,10.0,path_grd_mid_small_046,8.0,,,,,,,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010231.0,Dash,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010131.0,Dash,3220080131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6210985,wave_tower_default_011,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,0,66,9,normal,,path_grd_mid_elite1_802,path_grd_mid_special_025,6.0,path_grd_mid_small_052,,path_grd_far_elite1_803,2.0,path_fly_mid_elite1_802,10.0,path_grd_mid_small_070,5.0,path_grd_mid_small_075,7.0,path_fly_mid_special_047,,,,3220050131,Dash,2220010131.0,Dash,3220050131.0,Dash,1320030231.0,Drop,3220050131.0,Dash,3220060131.0,Dash,2220010131.0,Dash,2220050131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220010131.0,Dash,2220050131.0,Drop,1320030231.0,Drop,3220050131.0,Drop,3220060131.0,Drop,2220010131.0,Drop,1310010231.0,Drop,3220060131.0,Drop,3220060131.0,Drop,2220010131.0,Drop,2220050131.0,Dash,2220010131.0,Drop,2220010131.0,Drop,2220050131.0,Drop,2220010131.0,Drop,3220050131.0,Drop,2220010131.0,Drop,2220050131.0,Drop,1310010131.0,Drop,,,,,,,,
6210986,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,42,0,,2310040131.0,path_grd_mid_small_002,path_fly_mid_elite1_802,6.0,path_fly_mid_small_005,8.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_043,10.0,path_fly_mid_small_024,,,,,,,,3220010131,Jump,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,3210010131.0,Dash,3210010131.0,Dash,1210040131.0,Drop,2310040231.0,Drop,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,2310060231.0,Drop,2310040131.0,Drop,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210987,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,48,0,,3310050131.0,path_grd_mid_small_070,path_fly_mid_elite2_808,,path_grd_mid_small_034,8.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_070,10.0,path_grd_mid_small_070,5.0,path_fly_mid_small_002,,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Normal,2210020131.0,Drop,2210020131.0,Drop,3310050231.0,Drop,3310050231.0,Drop,2220040131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,3310050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Drop,3320080231.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,,,,,,,,,,,,,,,,
6210988,wave_tower_default_011,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,51,0,,2320030131.0,path_grd_mid_small_002,path_grd_mid_elite1_802,,path_fly_mid_small_021,,path_fly_mid_small_021,0.0,path_grd_mid_elite1_802,8.0,path_grd_mid_elite1_802,6.0,path_grd_mid_small_070,,,,,,1220040131,Jump,1220040131.0,Jump,1220040131.0,Jump,1220040131.0,Jump,1220050131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,2320030231.0,Drop,3210050131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,3210050131.0,Drop,1220050131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,2320030131.0,Drop,1220050131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,2320030231.0,Drop,1220040131.0,Drop,1220040131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,
6210989,wave_tower_default_011,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,0,66,6,20,,path_grd_mid_elite1_802,path_fly_mid_small_008,12.0,path_fly_mid_small_050,,path_grd_mid_special_065,12.0,path_grd_mid_elite2_808,3.0,path_grd_far_small_038,12.0,path_fly_mid_small_008,,path_grd_mid_small_076,10.0,path_fly_mid_elite2_808,10.0,2220010131,Normal,2220010131.0,Normal,2220040131.0,Dash,2320020231.0,Drop,1210030131.0,Dash,1210030131.0,Normal,1210030131.0,Normal,1210030131.0,Dash,1210030131.0,Normal,1210030131.0,Normal,1210030131.0,Normal,2210030131.0,Normal,2220010131.0,Drop,2220010131.0,Normal,3220060131.0,Drop,2220040131.0,Drop,2220010131.0,Normal,3220060131.0,Dash,2320020231.0,Drop,2320030131.0,Drop,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,2220040131.0,Normal,1210030131.0,Normal,1210030131.0,Normal,1210030131.0,Normal,1210030131.0,Normal,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2210020131.0,Jump,1210010131.0,Dash,2320020231.0,Drop,2320030231.0,Drop
6210990,wave_tower_default_011,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,,1520030111.0,b_grd_blacksmith_01,,,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210991,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,18,24,,3320020151.0,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,,,3220050151,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,1120010151.0,Jump,1120010151.0,Jump,3220070151.0,Drop,3320020251.0,Drop,1220030151.0,Dash,3220070151.0,Drop,1220030151.0,Dash,3220070151.0,Drop,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Jump,1220030151.0,Dash,1220030151.0,Dash,3220070151.0,Drop,3320020151.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210992,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,6,45,0,,3320070151.0,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_fly_mid_special_016,11.0,,,,,,,,,1220020151,Drop,1220020151.0,Drop,1220020151.0,Dash,1220020151.0,Dash,1120010151.0,Jump,1120010151.0,Jump,2220030151.0,Drop,3320070251.0,Drop,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,3210030151.0,Dash,1120010151.0,Dash,1120010151.0,Dash,2220030151.0,Drop,3320070151.0,Drop,1110010151.0,Drop,1110010151.0,Drop,2210020151.0,Drop,3210030151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210993,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,30,12,,2320050151.0,path_grd_mid_small_002,path_grd_mid_special_065,6.0,path_grd_far_small_009,8.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_050,,,,,,,,,,3220050151,Drop,3220050151.0,Drop,3220050151.0,Dash,2220040151.0,Dash,3120010151.0,Drop,3120010151.0,Drop,3220050151.0,Drop,2320050251.0,Drop,3220070151.0,Jump,3220070151.0,Jump,1220030151.0,Jump,2220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,2220040151.0,Drop,2320050151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,3220070151.0,Drop,1220030151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210994,wave_tower_default_011,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,42,0,,1310030151.0,path_grd_mid_small_052,path_fly_mid_elite1_802,,path_fly_mid_small_050,8.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_052,8.0,path_fly_mid_small_050,7.0,,,,,,,2220030151,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Drop,1310030251.0,Drop,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Dash,3210020151.0,Drop,3210020151.0,Drop,1310010251.0,Drop,1310030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,2220030151.0,Drop,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,1210040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210995,wave_tower_default_011,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,6,60,0,20,,path_fly_mid_elite1_802,path_fly_mid_small_008,12.0,path_grd_mid_elite2_805,10.0,path_fly_close_small_004,,path_fly_mid_elite2_805,3.0,path_grd_mid_small_037,12.0,path_fly_mid_small_005,,path_grd_mid_small_076,10.0,path_fly_mid_elite2_808,,2210020151,Normal,2210020151.0,Normal,2210020151.0,Normal,2310060251.0,Drop,1210030151.0,Normal,2210040151.0,Dash,1210030151.0,Normal,2210040151.0,Dash,2220010151.0,Normal,2220010151.0,Normal,2220010151.0,Normal,2220010151.0,Normal,2210040151.0,Dash,1210030151.0,Dash,2210040151.0,Dash,1210030151.0,Dash,2210020151.0,Normal,2210040151.0,Dash,3310020251.0,Drop,2310060151.0,Drop,2220010151.0,Normal,2220010151.0,Normal,2220010151.0,Normal,2220010151.0,Normal,2210040151.0,Dash,1210030151.0,Normal,2210040151.0,Dash,1210030151.0,Normal,2220010151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,2210020151.0,Normal,2210040151.0,Dash,3310020251.0,Drop,2310060251.0,Drop
