stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6134003,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,1320060141.0,path_grd_mid_small_005,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,path_grd_mid_small_068,1220010141,Drop,1220010141,Drop,1220010141,Drop,2320020241,Drop,path_grd_mid_elite1_802,10.0,1220010141,Drop,1220010141,Drop,1220010141,Drop,1320060241,Drop,path_grd_mid_small_043,,1220010141,Drop,1220010141,Drop,1220010141,Drop,1220010141,Drop,path_grd_mid_elite2_805,0.0,1220010141,Dash,1220010141,Dash,2320020241,Drop,1320060141,Drop,6,42,0,5.0,,path_grd_mid_small_043,,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,path_grd_close_small_067,6.0,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,2320020241.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134004,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,1310020151.0,path_fly_mid_small_018,3210010151,Drop,3210010151,Drop,3210010151,Dash,3210010151,Dash,path_fly_close_special_046,2210010151,Drop,1110010151,Drop,1110010151,Drop,1310030251,Drop,path_grd_close_small_013,6.0,1220020151,Dash,1220020151,Dash,1220020151,Dash,1220020151,Dash,path_fly_close_elite1_801,0.0,3210010151,Dash,3210010151,Dash,2210010151,Drop,1310020151,Drop,path_fly_mid_small_050,7.0,2210010151,Dash,2210010151,Dash,2210010151,Dash,3210030151,Dash,30,12,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134005,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1320030151.0,path_grd_mid_small_011,1220020151,Drop,1220020151,Drop,1220020151,Drop,1220020151,Drop,path_fly_mid_small_050,3210020151,Drop,3210020151,Drop,3210020151,Drop,3210030151,Dash,path_grd_mid_elite2_805,10.0,1220020151,Dash,1220020151,Dash,2320050251,Drop,2320050251,Drop,path_grd_mid_small_043,,1220020151,Dash,1220020151,Dash,1220020151,Dash,1220020151,Dash,path_grd_mid_elite2_805,0.0,1220020151,Dash,1220020151,Dash,2320050251,Drop,2320050251,Drop,0,48,0,,,path_grd_mid_small_070,10.0,1220020151.0,Drop,1220020151.0,Drop,1220020151.0,Drop,1320030151.0,Dash,path_fly_mid_small_036,,3210020151.0,Drop,3210020151.0,Drop,3210030151.0,Drop,3210030151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134006,wave_lostsector_008,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_mid_small_037,3220050151,Jump,3220050151,Jump,3220050151,Jump,3220050151,Jump,path_grd_far_small_044,3220060151,Drop,3220060151,Drop,3220060151,Drop,3220060151,Drop,path_grd_mid_special_025,,1120010151,Drop,1120010151,Drop,3220050151,Drop,2220040151,Drop,path_fly_mid_elite1_802,4.0,2210020151,Drop,2210020151,Drop,1210040151,Dash,3310030251,Dash,path_grd_far_small_038,12.0,3220060151,Jump,3220060151,Jump,3220060151,Jump,3220060151,Jump,15,51,12,8.0,20,path_grd_close_special_064,10.0,1120010151.0,Jump,1120010151.0,Jump,3220050151.0,Dash,3220050151.0,Dash,path_grd_mid_small_075,10.0,3220050151.0,Jump,3220060151.0,Dash,3220050151.0,Jump,3220060151.0,Dash,path_fly_mid_elite1_802,2210020151.0,Jump,2210020151.0,Jump,1210040151.0,Normal,3310030251.0,Dash,,path_fly_mid_small_005,2210020151.0,Dash,2210020151.0,Dash,1210040151.0,Normal,2310020251.0,Normal,15.0,,,,,,,,,
6134007,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,2320020151.0,path_grd_mid_small_002,1220040151,Jump,1220040151,Jump,1220040151,Jump,1220040151,Jump,path_grd_mid_elite1_802,1220040151,Dash,1220040151,Dash,3220060151,Drop,2320070251,Drop,path_grd_mid_small_049,10.0,1220040151,Drop,3220060151,Drop,3220060151,Drop,3220060151,Drop,path_grd_mid_elite2_805,0.0,1220040151,Drop,3220060151,Drop,2320070251,Drop,2320020151,Drop,path_grd_close_small_004,8.0,1220040151,Dash,3220060151,Dash,1220040151,Dash,3220060151,Dash,6,36,0,5.0,,path_grd_mid_small_005,6.0,1220040151.0,Dash,3220060151.0,Dash,1220040151.0,Dash,3220060151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134008,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,3320060141.0,path_grd_mid_small_002,2220030141,Jump,3220060141,Jump,2220030141,Jump,3220060141,Jump,path_grd_mid_elite2_805,2220030141,Drop,3220060141,Drop,3320060241,Drop,3320060241,Drop,path_grd_mid_small_012,8.0,2220030141,Drop,2220030141,Drop,3220060141,Drop,3220060141,Drop,path_grd_mid_elite2_805,0.0,2220030141,Drop,3220060141,Drop,3320060241,Drop,3320060141,Drop,path_grd_mid_special_025,7.0,2220030141,Drop,3120010141,Drop,3220060141,Drop,3220060141,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134009,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2320060141.0,path_grd_mid_small_070,1220010141,Jump,1220010141,Jump,1220010141,Jump,2220050141,Dash,path_grd_mid_elite1_802,1220010141,Dash,3220020141,Dash,2220050141,Drop,2320060241,Drop,path_grd_mid_small_012,,1220010141,Dash,3220020141,Dash,1220010141,Dash,3220020141,Dash,path_grd_mid_elite1_802,0.0,1220010141,Dash,3220020141,Dash,2220050141,Drop,2320060141,Drop,path_grd_mid_small_070,,1220010141,Drop,1220010141,Drop,3220020141,Drop,2220050141,Dash,0,42,0,,,path_grd_mid_small_070,,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134010,wave_lostsector_008,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_mid_small_002,1220020141,Drop,1220020141,Drop,1220020141,Drop,2320020241,Drop,path_grd_close_small_036,2220010141,Drop,2220010141,Drop,1220020141,Drop,3220080141,Drop,path_grd_mid_small_040,8.0,2220010141,Drop,1220020141,Drop,3220080141,Drop,2220010141,Drop,path_grd_mid_small_070,3.0,2220010141,Drop,3220080141,Drop,1220020141,Drop,2220050141,Normal,path_grd_close_small_039,10.0,2220010141,Drop,2220010141,Drop,1220020141,Drop,2320020241,Drop,12,39,0,,normal,path_grd_mid_small_037,8.0,1220020141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_small_075,6.0,1220020141.0,Drop,1220020141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,path_grd_mid_elite2_808,1220020141.0,Drop,2220010141.0,Drop,2320020141.0,Drop,3320070241.0,Drop,,,,,,,,,,,,,,,,,,,,
6134011,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,2320010151.0,path_grd_mid_small_002,3220040151,Dash,3220040151,Dash,3220040151,Dash,3220040151,Dash,path_fly_mid_small_050,3210010151,Dash,3210010151,Dash,3210010151,Dash,3210030151,Dash,path_grd_mid_elite1_802,8.0,3220040151,Drop,3220040151,Drop,3220060151,Drop,2320010251,Drop,path_grd_mid_elite2_808,0.0,3220040151,Dash,3220060151,Dash,1320030251,Drop,2320010151,Drop,path_fly_mid_small_050,10.0,3210010151,Dash,3210010151,Dash,3210010151,Dash,3210030151,Dash,0,42,0,,,path_grd_mid_small_043,7.0,3220040151.0,Drop,3220060151.0,Drop,3220040151.0,Drop,3220060151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134012,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1310010151.0,path_grd_mid_small_055,3220030151,Drop,3220030151,Drop,3220030151,Drop,3220030151,Drop,path_fly_mid_elite1_802,1210030151,Dash,1210030151,Dash,1210030151,Dash,1310010251,Dash,path_grd_mid_small_043,8.0,3220030151,Drop,3220030151,Drop,3220030151,Drop,3220080151,Drop,path_fly_mid_elite1_802,0.0,1210030151,Dash,1210030151,Dash,1210030151,Dash,1310010151,Dash,path_grd_mid_small_034,10.0,3220080151,Drop,3220030151,Drop,3220030151,Drop,3220030151,Drop,0,42,0,,,path_grd_mid_small_046,8.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220080151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134013,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,3310050151.0,path_fly_mid_small_018,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210020151,Dash,path_fly_mid_small_050,1210020151,Dash,1210020151,Dash,1210020151,Dash,3210030151,Dash,path_fly_mid_elite2_808,10.0,1210020151,Dash,1210020151,Dash,3310050251,Jump,3310050251,Drop,path_fly_mid_small_036,,1210020151,Drop,1210020151,Drop,1210020151,Drop,1210020151,Drop,path_fly_mid_elite1_802,0.0,1210020151,Dash,1210020151,Dash,3210030151,Drop,2310060251,Drop,0,57,0,,,path_fly_mid_elite2_808,10.0,1210020151.0,Dash,1210020151.0,Dash,3310050251.0,Drop,3310050151.0,Drop,path_fly_mid_small_050,,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3210030151.0,Dash,path_fly_mid_small_036,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,8.0,,,,,,,,,,,,,,,,,,,
6134014,wave_lostsector_008,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_mid_small_043,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,path_fly_mid_small_050,3210040141,Drop,3210050141,Drop,3210040141,Drop,3210030141,Normal,path_grd_mid_small_070,,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,path_grd_mid_elite2_805,3.0,2220010141,Drop,2220010141,Drop,1220050141,Drop,3320010241,Drop,path_grd_mid_small_034,10.0,2220010141,Drop,2220010141,Drop,1220050141,Drop,3320010241,Drop,0,54,0,,normal,path_fly_mid_small_050,10.0,3210040141.0,Drop,3210050141.0,Drop,3210040141.0,Drop,3210030141.0,Normal,path_grd_mid_small_076,4.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite2_805,2220010141.0,Drop,1220050141.0,Drop,3320010241.0,Drop,3320010241.0,Drop,,,,,,,,,,,,,,,,,,,,
6134015,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3310020141.0,path_grd_mid_small_002,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,path_fly_mid_elite2_808,2210020141,Dash,1210010141,Dash,3310020241,Drop,3310020241,Drop,path_grd_mid_small_043,10.0,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,path_fly_mid_elite3_811,0.0,2210020141,Dash,3310020241,Drop,3310020241,Drop,3310020141,Drop,path_grd_mid_small_052,10.0,1220010141,Jump,1220010141,Jump,1220010141,Drop,1220010141,Drop,0,42,0,5.0,,path_fly_mid_small_002,,2210020141.0,Dash,2210020141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134016,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,2310040141.0,path_fly_mid_small_050,1210050141,Jump,3210010141,Jump,3210010141,Jump,3210030141,Normal,path_fly_mid_elite2_808,3210010141,Dash,3210040141,Dash,2310060241,Drop,2310040241,Drop,path_fly_mid_small_036,8.0,1210030141,Drop,1210030141,Drop,1210050141,Drop,1210050141,Drop,path_fly_mid_small_036,,1210030141,Drop,1210030141,Drop,3210040141,Drop,3210040141,Drop,path_fly_mid_elite2_805,0.0,3210040141,Dash,3210010141,Dash,2310060241,Drop,2310040141,Drop,6,54,0,5.0,,path_fly_close_small_049,8.0,1210050141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,3210030141.0,Dash,path_fly_mid_small_036,8.0,3210040141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210040141.0,Drop,path_fly_mid_small_027,2310060241.0,Drop,1210050141.0,Dash,3210040141.0,Dash,1210050141.0,Dash,,path_fly_mid_small_036,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,8.0,,,,,,,,,
6134017,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,2310020141.0,path_grd_mid_small_002,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_elite1_802,2210020141,Dash,2210020141,Dash,2210040141,Drop,2310020241,Drop,path_fly_mid_small_039,7.0,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,path_fly_mid_small_039,0.0,2210020141,Drop,2210020141,Drop,2210040141,Drop,2210040141,Drop,path_fly_mid_elite1_802,8.0,2210020141,Dash,2210020141,Dash,2210040141,Drop,2310020141,Drop,0,42,0,,,path_grd_mid_small_043,8.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134018,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,1310020141.0,path_fly_mid_small_018,2210010141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,path_fly_mid_elite1_802,2210010141,Dash,2210010141,Dash,3210040141,Dash,1310020241,Dash,path_fly_mid_small_027,8.0,3210050141,Dash,2210010141,Dash,2210010141,Dash,2210010141,Dash,path_fly_mid_small_036,0.0,2210010141,Drop,3210040141,Drop,3210050141,Drop,2210010141,Drop,path_fly_mid_elite1_802,7.0,2210010141,Dash,2210010141,Dash,3210040141,Drop,1310020141,Drop,0,42,0,5.0,,path_fly_mid_small_024,,3210040141.0,Drop,2210010141.0,Drop,3210050141.0,Drop,2210010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134019,wave_lostsector_008,Defense,90,8,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_mid_elite1_802,1220060141,Normal,1220060141,Normal,2220040141,Drop,1320060241,Drop,path_grd_close_small_067,3220050141,Dash,3220050141,Dash,3220020141,Normal,3220020141,Normal,path_grd_mid_special_025,10.0,2120010141,Jump,2120010141,Jump,1220060141,Dash,2220040141,Dash,path_fly_close_small_004,,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,path_grd_mid_elite2_805,3.0,3220050141,Drop,3220050141,Drop,1320060241,Drop,1320060141,Normal,12,60,0,12.0,20,path_fly_mid_small_030,12.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2310030241.0,Dash,path_fly_mid_small_005,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,path_grd_mid_small_076,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,2220040141.0,Jump,10.0,path_grd_mid_elite2_805,1220060141.0,Normal,1220060141.0,Normal,1320060241.0,Jump,1320060241.0,Dash,,,,,,,,,,
6135001,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2310040121.0,path_fly_mid_small_018,3210020121,Jump,3210020121,Jump,3210020121,Jump,3210020121,Jump,path_grd_mid_elite2_808,3220050121,Drop,2120010121,Drop,3220090121,Drop,2320030221,Drop,path_grd_mid_small_070,,2220010121,Drop,2220010121,Drop,3220020121,Drop,2220050121,Drop,path_fly_mid_small_033,7.0,3210020121,Drop,1110010121,Drop,3210020121,Drop,3210040121,Drop,path_grd_mid_elite2_808,0.0,2120010121,Drop,2220010121,Drop,3220090121,Drop,2220050121,Drop,0,45,0,,,path_fly_mid_elite1_802,8.0,2210010121.0,Dash,1110010121.0,Dash,1210040121.0,Drop,2310040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135002,wave_lostsector_008,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_mid_small_037,3220050121,Normal,3220050121,Normal,3220050121,Normal,3220050121,Normal,path_grd_close_small_042,2220010121,Jump,2220010121,Jump,2220010121,Jump,2220010121,Jump,path_grd_mid_small_070,10.0,3220050121,Normal,3220050121,Normal,3220050121,Normal,2220050121,Dash,path_grd_mid_elite1_802,2.0,2220010121,Dash,2220010121,Dash,2220050121,Normal,3320010221,Normal,path_grd_close_small_039,12.0,3220050121,Drop,3220050121,Drop,3220050121,Drop,3220050121,Drop,21,39,0,8.0,20,path_grd_mid_small_070,10.0,2220010121.0,Normal,2220010121.0,Normal,2220010121.0,Normal,2220050121.0,Normal,path_grd_mid_small_075,10.0,3220050121.0,Jump,2220050121.0,Jump,3220050121.0,Jump,2220050121.0,Jump,path_grd_close_elite1_801,2220010121.0,Dash,2220010121.0,Dash,2220050121.0,Dash,3320010221.0,Normal,,path_grd_mid_small_037,3220050121.0,Normal,3220050121.0,Normal,3220050121.0,Normal,3320010221.0,Dash,15.0,,,,,,,,,
6135003,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,2320030121.0,path_fly_mid_small_018,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,path_grd_mid_elite2_805,3220010121,Dash,3220010121,Dash,3320030221,Drop,2320030221,Drop,path_fly_mid_small_036,10.0,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,path_grd_mid_elite2_805,0.0,3220010121,Dash,3220010121,Dash,3320030221,Drop,3320030221,Drop,path_grd_mid_elite1_802,10.0,3220010121,Dash,3220010121,Dash,3220060121,Drop,2320030121,Drop,0,45,0,5.0,,path_fly_mid_small_005,,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135004,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,1310010121.0,path_grd_mid_small_055,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220030121,Drop,path_fly_mid_elite1_802,1210030121,Dash,1210030121,Dash,1210030121,Dash,1310010221,Dash,path_grd_mid_small_043,8.0,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220080121,Drop,path_fly_mid_elite1_802,0.0,1210030121,Dash,1210030121,Dash,1210030121,Dash,1310010121,Dash,path_grd_mid_small_034,10.0,3220080121,Drop,3220030121,Drop,3220030121,Drop,3220030121,Drop,0,42,0,,,path_grd_mid_small_046,8.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220080121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135005,wave_lostsector_008,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_mid_small_043,1220030121,Jump,1220030121,Jump,1220030121,Jump,1220030121,Jump,path_grd_close_small_051,3220030121,Dash,3220030121,Dash,3220030121,Dash,3220030121,Dash,path_grd_mid_small_012,,1220030121,Dash,3220020121,Dash,1220030121,Dash,1220030121,Dash,path_grd_mid_elite1_802,3.0,1220030121,Dash,3220030121,Dash,3220020121,Drop,2320030221,Drop,path_grd_mid_small_046,10.0,1220030121,Jump,1220030121,Jump,3220020121,Jump,3220020121,Jump,6,45,0,,normal,path_grd_mid_small_005,8.0,3220030121.0,Dash,3220020121.0,Dash,3220030121.0,Dash,3220020121.0,Dash,path_grd_mid_small_075,,3220020121.0,Drop,3220020121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,path_grd_mid_small_075,1220030121.0,Dash,3220030121.0,Dash,3320040221.0,Drop,2320030221.0,Drop,5.0,,,,,,,,,,,,,,,,,,,
6135006,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,3310010121.0,path_fly_mid_small_018,3210020121,Drop,3210020121,Drop,1210050121,Drop,3210020121,Drop,path_fly_mid_small_033,3210020121,Drop,3210030121,Drop,3210020121,Drop,2310060221,Drop,path_fly_mid_elite1_802,10.0,3210020121,Dash,3210020121,Dash,1210050121,Drop,3310010221,Drop,path_fly_mid_small_039,,3210020121,Dash,3210020121,Dash,3210020121,Dash,3210020121,Dash,path_fly_mid_elite1_802,0.0,3210020121,Dash,3210020121,Dash,1210050121,Drop,2310060221,Drop,6,51,0,,,path_fly_mid_elite2_808,10.0,3210020121.0,Dash,3210020121.0,Dash,3310010221.0,Drop,3310010121.0,Drop,path_fly_close_small_049,,1210050121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210030121.0,Dash,path_fly_mid_small_002,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,2310060221.0,Drop,8.0,,,,,,,,,,,,,,,,,,,
