stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6430017,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3310040111,path_grd_close_small_010,2220010111,Dash,2220010111.0,Dash,2220040111.0,Dash,2220040111.0,Dash,path_fly_mid_special_047,,1210030111,Dash,1110010111,Dash,3210030111,Drop,3310040211,Drop,path_grd_close_elite1_801,10.0,3220060111,Dash,2220010111,Dash,2220040111,Drop,1320030211,Drop,path_fly_close_special_044,8.0,1210030111,Dash,1210010111,Dash,1110010111,Drop,3210030111,Drop,path_fly_mid_special_047,0.0,1210030111,Dash,1210010111,Dash,3210030111,Drop,3310040111,Drop,60,30,0,path_grd_close_elite1_801,10.0,3220060111.0,Dash,2220010111.0,Dash,2220040111.0,Drop,1320030211.0,Drop,path_grd_close_small_069,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Dash,path_fly_close_special_044,10.0,1210030111.0,Dash,1210030111.0,Dash,1210010111.0,Dash,3210030111.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,
6430018,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,1320060111,path_grd_close_small_007,2220020111,Jump,2220040111.0,Jump,2220020111.0,Jump,2220040111.0,Jump,path_grd_mid_elite1_802,5.0,3220060111,Dash,2220020111,Dash,2220040111,Drop,1320060211,Drop,path_grd_close_small_014,10.0,2220020111,Drop,3220060111,Drop,2220020111,Drop,1320060211,Drop,path_grd_mid_small_043,,2220020111,Drop,3220060111,Drop,3220060111,Drop,2220020111,Drop,path_grd_close_elite2_804,0.0,2220020111,Dash,3220060111,Dash,2220040111,Drop,1320060211,Drop,27,27,0,path_grd_mid_small_034,10.0,2220040111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,1320060111.0,Drop,path_grd_close_small_039,2220020111.0,Drop,3220060111.0,Drop,2220020111.0,Drop,1320060211.0,Drop,path_grd_mid_small_037,,2220020111.0,Drop,3220060111.0,Drop,2220020111.0,Drop,3220060111.0,Drop,,,,,,,,,,,,,,,,,,,,,
6430019,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2310050111,path_grd_mid_small_005,1220010111,Dash,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,path_fly_close_elite2_804,5.0,2210010111,Dash,1210010111,Dash,2310040211,Drop,2310050211,Drop,path_grd_mid_small_011,10.0,2220010111,Drop,2220010111,Drop,1220010111,Drop,1220010111,Drop,path_fly_close_small_049,,1210030111,Drop,1210010111,Drop,1210010111,Drop,3210030111,Dash,path_fly_mid_elite1_802,0.0,2210010111,Dash,1210010111,Dash,3210030111,Drop,2310050111,Drop,24,33,0,path_fly_close_elite2_807,10.0,1210030111.0,Dash,1210010111.0,Dash,2310040211.0,Drop,2310040211.0,Drop,path_grd_mid_small_046,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_fly_mid_small_036,8.0,1210030111.0,Drop,1210010111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,,,,,,,,,,,,,,,,,,,,,
6430020,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320080111,path_grd_close_small_060,1220020111,Jump,1220050111.0,Jump,1220020111.0,Jump,1220050111.0,Jump,path_fly_mid_small_027,6.0,3210040111,Drop,3210040111,Drop,3210030111,Dash,3210050111,Drop,path_grd_mid_elite2_808,8.0,2220010111,Dash,1220020111,Dash,3320050211,Drop,3320080211,Drop,path_fly_close_small_041,10.0,3210040111,Drop,1210030111,Drop,1210030111,Drop,3210050111,Drop,path_grd_mid_elite2_808,0.0,2220010111,Dash,1220050111,Dash,3320050211,Drop,3320080111,Drop,24,30,0,path_fly_close_small_007,10.0,3210040111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3210050111.0,Dash,path_fly_mid_small_005,1210030111.0,Dash,3210050111.0,Dash,3210040111.0,Dash,1210030111.0,Dash,path_grd_close_small_054,,2220010111.0,Drop,1220050111.0,Drop,2220010111.0,Drop,3320050211.0,Drop,,,,,,,,,,,,,,,,,,,,,
6431001,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2310040121,path_grd_mid_small_002,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3220020121.0,Drop,path_grd_mid_small_070,,3220050121,Dash,3220050121,Dash,3220050121,Dash,3320040221,Dash,path_fly_mid_small_042,,1210030121,Drop,1210030121,Drop,1210030121,Drop,2310040221,Drop,path_grd_mid_small_043,,3220050121,Dash,3220020121,Dash,3220050121,Dash,3220020121,Dash,path_fly_mid_elite1_802,0.0,1210030121,Drop,1210030121,Drop,1210040121,Drop,2310040121,Drop,0,45,0,path_grd_mid_small_061,,3220020121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3320040221.0,Dash,path_grd_mid_small_043,3220020121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3320040221.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431002,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320080121,path_grd_mid_small_043,2220020121,Dash,3220040121.0,Dash,2220020121.0,Dash,3220040121.0,Dash,path_grd_close_elite2_804,5.0,3220040121,Dash,3220040121,Dash,2320010221,Jump,2320010221,Jump,path_grd_mid_small_049,12.0,2220020121,Drop,2220020121,Drop,2220020121,Drop,3320080221,Drop,path_grd_mid_small_070,8.0,3220040121,Dash,3220040121,Dash,3220040121,Dash,3220080121,Drop,path_grd_close_elite2_804,0.0,3220040121,Jump,3220040121,Jump,3320010221,Dash,3320010221,Dash,18,30,0,path_grd_mid_small_012,10.0,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,3320080121.0,Drop,path_grd_mid_small_068,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2320010221.0,Dash,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
6431003,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3310040121,path_fly_mid_small_018,2210010121,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_fly_close_small_049,4.0,1210030121,Drop,1210030121,Drop,1210030121,Drop,3310040221,Drop,path_fly_mid_elite2_808,9.0,2210010121,Drop,2210010121,Drop,1310030221,Drop,1310030221,Drop,path_fly_close_small_035,,2210010121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,path_fly_mid_elite2_805,0.0,2210010121,Dash,1210030121,Dash,1310030221,Drop,3310040121,Drop,18,33,0,path_fly_mid_elite1_802,8.0,3210030121.0,Normal,2210010121.0,Drop,2210010121.0,Drop,1310030221.0,Drop,path_fly_close_small_049,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431004,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2310050121,path_grd_close_small_042,3220030121,Dash,1220050121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,path_grd_mid_elite2_805,,3220030121,Drop,2220040121,Drop,1320040221,Dash,1320040221,Dash,path_grd_close_small_048,7.0,1220040121,Drop,1220040121,Drop,1220040121,Drop,1220050121,Drop,path_fly_close_small_038,10.0,2210020121,Dash,2210020121,Dash,2210020121,Dash,3210030121,Dash,path_fly_close_elite2_807,0.0,2110010121,Dash,2110010121,Dash,3310050221,Dash,3310050221,Dash,33,24,0,path_fly_mid_elite1_802,10.0,2110010121.0,Jump,2110010121.0,Jump,3210030121.0,Dash,2310050121.0,Drop,path_grd_close_small_048,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,1220050121.0,Drop,path_grd_mid_small_043,12.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,6.0,,,,,,,,,,,,,,,,,,,,
6431005,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2310040121,path_fly_mid_small_018,2210020121,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,path_fly_mid_elite1_802,,2210020121,Drop,2210020121,Drop,2210040121,Drop,2310040221,Drop,path_fly_mid_small_042,8.0,2210040121,Drop,2210040121,Drop,2210040121,Drop,2310040221,Drop,path_fly_mid_small_036,,2210020121,Dash,2210020121,Dash,2210040121,Dash,2210040121,Dash,path_fly_mid_elite2_805,0.0,2210020121,Dash,2210020121,Dash,2310040221,Drop,2310040121,Drop,0,48,0,path_fly_mid_small_050,8.0,2210040121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,1210040121.0,Normal,path_fly_mid_small_036,2210020121.0,Drop,2210020121.0,Drop,2210040121.0,Drop,2210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431006,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320080121,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,2220010121.0,Drop,1320030221.0,Drop,path_grd_close_elite1_801,8.0,2220010121,Jump,2220010121,Jump,3220080121,Drop,3320080221,Drop,path_grd_mid_small_012,7.0,1220060121,Drop,1220060121,Drop,1220060121,Drop,3320080221,Drop,path_fly_close_small_038,12.0,2210020121,Dash,2210020121,Dash,2210020121,Dash,2210020121,Dash,path_grd_close_elite2_807,0.0,1220060121,Jump,1220060121,Jump,1320030221,Drop,3320080221,Drop,30,36,0,path_grd_mid_elite1_802,,2220010121.0,Jump,2220010121.0,Jump,3220080121.0,Drop,3320080121.0,Drop,path_fly_mid_small_030,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,path_grd_close_small_013,8.0,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,3220080121.0,Drop,10.0,,,,,,,,,,,,,,,,,,,,
6431007,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,1320060121,path_grd_mid_small_043,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite2_808,,1210030121,Dash,1210030121,Dash,3310010221,Dash,3310010221,Dash,path_fly_far_small_054,6.0,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,path_grd_mid_special_025,14.0,2120010121,Dash,2120010121,Dash,1220060121,Drop,2220040121,Drop,path_fly_mid_elite1_802,0.0,1210030121,Dash,1210030121,Dash,3210030121,Drop,1310040221,Drop,0,60,6,path_grd_mid_elite1_802,10.0,1220060121.0,Jump,1220060121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,path_fly_mid_small_024,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_small_043,,1220060121.0,Dash,2220040121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,
6431008,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1320060121,path_fly_mid_special_047,1110010121,Dash,1110010121.0,Dash,1210020121.0,Drop,3210030121.0,Drop,path_grd_close_elite2_804,10.0,1220060121,Dash,1220060121,Dash,1320060221,Jump,1320060221,Jump,path_grd_mid_small_070,6.0,1220060121,Dash,1220060121,Dash,1220060121,Dash,1220050121,Drop,path_fly_close_small_029,10.0,3210040121,Drop,3210040121,Drop,3210040121,Drop,3210040121,Drop,path_grd_mid_elite2_808,0.0,1220060121,Dash,1220060121,Dash,1320060221,Drop,1320060121,Drop,42,30,0,path_grd_close_special_024,10.0,1120010121.0,Jump,1120010121.0,Jump,2220040121.0,Drop,1320060221.0,Drop,path_grd_close_small_042,1220060121.0,Dash,1220050121.0,Dash,1220060121.0,Dash,1220050121.0,Dash,path_grd_close_small_048,5.0,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,6.0,,,,,,,,,,,,,,,,,,,,
6431009,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1320040121,path_grd_mid_small_005,3220010121,Dash,3220010121.0,Dash,3220010121.0,Dash,2220040121.0,Dash,path_grd_mid_small_070,,2220010121,Dash,2220010121,Dash,2220010121,Dash,1320060221,Drop,path_fly_close_elite1_801,,2210020121,Dash,2210020121,Dash,2210040121,Drop,1310040221,Drop,path_fly_close_small_029,0.0,2210020121,Dash,2210020121,Dash,2210040121,Drop,1310040221,Drop,path_grd_close_elite2_807,,3220010121,Jump,3220010121,Jump,1320060221,Drop,1320040121,Drop,24,24,0,path_grd_mid_small_040,5.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_fly_mid_small_039,2210020121.0,Dash,2210040121.0,Dash,2210020121.0,Dash,2210040121.0,Dash,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,
6431010,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,3320020121,path_grd_mid_elite1_802,3220060121,Dash,3220060121.0,Dash,3220070121.0,Drop,3320030221.0,Dash,path_grd_far_small_059,6.0,3220060121,Dash,3220060121,Dash,3220060121,Dash,1320010221,Dash,path_fly_mid_special_047,9.0,2110010121,Dash,2110010121,Dash,1210010121,Drop,1210010121,Drop,path_grd_far_small_044,12.0,3220070121,Dash,3220060121,Dash,3220070121,Dash,3220060121,Dash,path_fly_mid_elite2_808,0.0,1210010121,Dash,1210010121,Dash,3310030221,Dash,3310030221,Dash,0,48,21,path_grd_far_elite1_803,8.0,3220060121.0,Jump,3220060121.0,Jump,3220070121.0,Drop,3320020121.0,Drop,path_grd_mid_special_065,3220060121.0,Dash,3220060121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431011,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,2320050121,path_fly_mid_small_036,1210030121,Dash,1210030121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,path_grd_close_elite2_804,,3220040121,Dash,3220040121,Dash,2320050221,Jump,2320050221,Jump,path_fly_close_small_049,,1210030121,Dash,1210030121,Dash,1210030121,Dash,2210040121,Dash,path_fly_mid_small_030,10.0,2210040121,Drop,2210040121,Drop,2210040121,Drop,1210040121,Drop,path_fly_mid_elite1_802,0.0,1210030121,Jump,1210030121,Jump,2210040121,Drop,1310040221,Drop,30,27,0,path_grd_close_elite2_807,10.0,3220040121.0,Dash,3220040121.0,Dash,1320030221.0,Drop,2320050121.0,Drop,path_fly_mid_small_008,1210030121.0,Dash,2210040121.0,Dash,1210030121.0,Dash,2210040121.0,Dash,path_fly_close_small_004,10.0,1210030121.0,Dash,2210040121.0,Dash,1210030121.0,Dash,2210040121.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,
6431012,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3320020121,path_grd_mid_small_043,2220030121,Dash,3220070121.0,Dash,2220030121.0,Dash,1320010221.0,Dash,path_fly_mid_small_036,,3210020121,Dash,3210020121,Dash,2210040121,Dash,2210040121,Dash,path_grd_mid_elite1_802,3.0,2220030121,Jump,2220030121,Jump,3220070121,Drop,3320020221,Drop,path_fly_mid_small_042,12.0,2210040121,Drop,2210040121,Drop,2210040121,Drop,1210040121,Drop,path_fly_close_elite1_801,0.0,3210020121,Dash,3210020121,Dash,2210040121,Drop,2310050221,Drop,9,48,0,path_grd_mid_elite2_808,10.0,2220030121.0,Dash,3220070121.0,Dash,1320030221.0,Drop,3320020121.0,Drop,path_fly_mid_small_039,3210020121.0,Dash,3210020121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,path_grd_mid_small_043,10.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,6.0,,,,,,,,,,,,,,,,,,,,
6431013,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2320060121,path_grd_close_small_054,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,3320040221.0,Drop,path_grd_mid_elite1_802,,1220040121,Dash,1220040121,Dash,2220050121,Drop,2320060221,Drop,path_fly_close_small_049,5.0,3210010121,Dash,3210010121,Dash,3210010121,Dash,1210040121,Dash,path_grd_mid_small_043,12.0,1220040121,Dash,1220040121,Dash,3220020121,Dash,3220020121,Dash,path_grd_mid_elite1_802,0.0,1220040121,Dash,1220040121,Dash,3320040221,Drop,2320060121,Drop,18,30,0,path_grd_close_small_067,10.0,1220040121.0,Dash,1220040121.0,Dash,3220020121.0,Drop,3320050221.0,Drop,path_grd_mid_small_068,1220040121.0,Jump,1220040121.0,Jump,1220040121.0,Dash,2320020221.0,Dash,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
6431014,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2320070121,path_grd_mid_elite1_802,3220030121,Dash,3220030121.0,Dash,3220070121.0,Drop,1320020221.0,Drop,path_fly_mid_special_047,,2110010121,Dash,2110010121,Dash,2210010121,Drop,2310010221,Drop,path_grd_far_small_044,6.0,3220070121,Dash,2220040121,Dash,3220070121,Dash,2220040121,Dash,path_grd_mid_small_040,9.0,3220030121,Dash,3220030121,Dash,3220070121,Dash,2220040121,Dash,path_fly_mid_elite2_808,0.0,2210010121,Dash,2210010121,Dash,2310010221,Dash,2310010221,Dash,0,60,6,path_grd_mid_small_043,10.0,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,3220030121.0,Dash,3220030121.0,Dash,1320030221.0,Drop,2320070121.0,Drop,path_grd_mid_small_049,8.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,4.0,,,,,,,,,,,,,,,,,,,,
6431015,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320020121,path_grd_close_elite1_801,1220060121,Dash,1220060121.0,Dash,2320030221.0,Drop,2220040121.0,Drop,path_grd_far_small_044,,3220070121,Dash,2220040121,Dash,3220070121,Dash,1320010221,Dash,path_grd_close_small_013,8.0,1220060121,Dash,1220060121,Dash,1220060121,Dash,2220040121,Dash,path_fly_close_small_029,8.0,3210010121,Drop,3210010121,Drop,3210010121,Drop,3210010121,Drop,path_grd_close_elite1_801,0.0,1220060121,Jump,1220060121,Jump,2320030221,Drop,2220040121,Drop,42,0,15,path_grd_far_elite2_809,6.0,1220060121.0,Dash,3220070121.0,Dash,2320030221.0,Drop,3320020121.0,Drop,path_grd_close_small_048,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,path_fly_close_small_035,8.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,
6431016,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,2320060121,path_grd_close_small_001,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,1220040121.0,Jump,path_grd_mid_elite1_802,5.0,1220040121,Dash,3220060121,Dash,3220020121,Drop,2320060221,Drop,path_grd_close_small_072,10.0,3220020121,Drop,1220040121,Drop,1220040121,Drop,3320040221,Dash,path_grd_close_small_042,,3220060121,Dash,1220040121,Dash,3220060121,Dash,1220040121,Dash,path_grd_mid_elite1_802,0.0,1220040121,Dash,3220060121,Dash,3220020121,Drop,2320060121,Drop,39,18,0,path_grd_close_elite2_804,10.0,3220060121.0,Drop,1220040121.0,Drop,3320040221.0,Drop,3320040221.0,Dash,path_grd_close_small_036,1220040121.0,Dash,3220060121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,path_grd_close_small_039,9.0,1220040121.0,Dash,3220060121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,,,,,,,,,,,,,,,,,,,,,
6431017,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3310040121,path_grd_close_small_010,2220010121,Dash,2220010121.0,Dash,2220040121.0,Dash,2220040121.0,Dash,path_fly_mid_special_047,,1210030121,Dash,1110010121,Dash,3210030121,Drop,3310040221,Drop,path_grd_close_elite1_801,10.0,3220060121,Dash,2220010121,Dash,2220040121,Drop,1320030221,Drop,path_fly_close_special_044,8.0,1210030121,Dash,1210010121,Dash,1110010121,Drop,3210030121,Drop,path_fly_mid_special_047,0.0,1210030121,Dash,1210010121,Dash,3210030121,Drop,3310040121,Drop,60,30,0,path_grd_close_elite1_801,10.0,3220060121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,1320030221.0,Drop,path_grd_close_small_069,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Dash,path_fly_close_special_044,10.0,1210030121.0,Dash,1210030121.0,Dash,1210010121.0,Dash,3210030121.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,
