stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6007033,wave_campaign_normal_003,Defense,90,10,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,21,54,0,20,,path_grd_mid_elite1_802,path_grd_close_small_067,12.0,path_grd_mid_special_025,7.0,path_fly_close_small_004,14.0,path_grd_mid_elite1_802,,path_fly_close_elite1_801,12.0,path_fly_mid_small_005,,path_grd_mid_small_076,,path_grd_mid_elite2_805,12.0,,2220030141,Dash,2220030141.0,Dash,2220040141.0,Dash,1320060241.0,Dash,2220010141.0,Dash,2220010141.0,Dash,3220020141.0,Normal,2320040241.0,Normal,2120010141.0,Jump,2120010141.0,Jump,2220030141.0,Dash,2220040141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2310030241.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Normal,1320060141.0,Normal,3210040141.0,Dash,3210040141.0,Dash,3210030141.0,Drop,1310030241.0,Drop,2210020141.0,Dash,2210020141.0,Dash,3210030141.0,Dash,3210040141.0,Dash,2220010141.0,Jump,2220040141.0,Jump,2220010141.0,Jump,2320040241.0,Normal,2220040141.0,Jump,2220050141.0,Dash,1320060241.0,Jump,1320060241.0,Dash,,,,,,,,
6007034,wave_campaign_normal_003,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,12,48,0,normal,,path_grd_close_small_051,path_grd_mid_small_070,,path_grd_mid_small_011,,path_grd_close_small_067,3.0,path_grd_mid_small_058,7.0,path_grd_mid_special_065,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,,1220020141,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220050141.0,Drop,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Dash,2220020141.0,Dash,3220020141.0,Drop,3320050241.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220050141.0,Dash,1120010141.0,Jump,1120010141.0,Jump,1220020141.0,Drop,3220020141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Jump,1220020141.0,Jump,3220020141.0,Drop,2320020141.0,Drop,,,,,,,,,,,,,,,,
6007035,wave_campaign_normal_003,BaseDefense,60,7,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,12,63,0,normal,,path_grd_mid_elite2_805,path_grd_close_small_042,4.0,path_grd_mid_special_025,5.0,path_fly_mid_elite2_808,2.0,path_grd_mid_elite1_802,8.0,path_grd_close_small_042,,path_grd_mid_small_076,5.0,path_grd_mid_special_025,,,,,1220040141,Dash,1220040141.0,Dash,3320060241.0,Drop,3320060241.0,Drop,1220050141.0,Dash,2220040141.0,Dash,1220050141.0,Dash,2220040141.0,Dash,1120010141.0,Jump,1120010141.0,Jump,1220050141.0,Drop,1220050141.0,Drop,3210020141.0,Dash,3210020141.0,Dash,3310020241.0,Dash,3310020241.0,Dash,1120010141.0,Jump,1120010141.0,Jump,1220050141.0,Drop,3320060141.0,Drop,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,2220040141.0,Dash,1120010141.0,Dash,1120010141.0,Dash,1220050141.0,Drop,3320060141.0,Drop,,,,,,,,,,,,,,,,
6007036,wave_campaign_normal_003,Campaign,90,6,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,18,15,9,,2310020141.0,path_grd_close_small_048,path_fly_mid_elite1_802,6.0,path_fly_mid_small_050,,path_grd_close_small_054,,path_fly_far_elite1_803,0.0,path_fly_close_small_029,,,,,,,,,2220020141,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,2310020241.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,2310020141.0,Dash,3210040141.0,Jump,3210040141.0,Jump,3210040141.0,Jump,3210040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007037,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,0,18,21,,1320040141.0,path_grd_mid_small_049,path_grd_far_small_071,6.0,path_grd_mid_small_012,4.0,path_grd_mid_small_055,0.0,path_grd_far_special_066,,,,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040241.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220020141.0,Dash,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007038,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,33,36,0,,3320060141.0,path_grd_mid_small_002,path_grd_close_elite2_804,,path_grd_close_small_042,10.0,path_fly_close_small_029,12.0,path_grd_mid_small_043,5.0,path_fly_mid_elite2_808,0.0,path_grd_mid_special_065,5.0,path_grd_close_small_042,6.0,path_grd_close_small_042,4.0,,1220040141,Drop,1220040141.0,Drop,1220050141.0,Dash,1220050141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,3320060241.0,Jump,3320060241.0,Jump,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3310020241.0,Dash,3310020241.0,Dash,1220040141.0,Jump,1220040141.0,Jump,1220050141.0,Drop,3320060141.0,Drop,1220040141.0,Dash,1220040141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,,,,,,,,
6007039,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Day,ibg_iceland_001,0,21,15,,3320070141.0,path_grd_mid_small_002,path_grd_far_elite1_803,6.0,path_grd_mid_small_052,4.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,,,,,,,,,,,2220030141,Jump,2220030141.0,Jump,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3320070241.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3220020141.0,Drop,3320070141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007040,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,51,21,0,,1310020141.0,path_fly_close_special_044,path_fly_mid_small_042,12.0,path_grd_close_special_064,,path_fly_mid_special_016,0.0,path_fly_close_small_029,13.0,path_fly_close_special_046,6.0,,,,,,,,1110010141,Drop,1110010141.0,Drop,1110010141.0,Drop,3310030241.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2120010141.0,Jump,2120010141.0,Jump,2120010141.0,Jump,2120010141.0,Jump,1110010141.0,Drop,1110010141.0,Drop,3210030141.0,Drop,1310020141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1110010141.0,Dash,1110010141.0,Dash,1110010141.0,Dash,1110010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007041,wave_campaign_normal_003,Campaign,180,6,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_iceland_sky_001,IceLand,Day,ibg_iceland_001,0,1,0,,3520040151.0,b_fly_mordernia_01,,,,,,,,,,,,,,,,,,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007042,wave_campaign_normal_003,BaseDefense,60,20,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,15,45,48,normal,,path_grd_mid_elite1_802,path_grd_close_special_064,,path_grd_far_elite2_806,,path_grd_mid_special_025,10.0,path_grd_far_elite2_806,,path_grd_mid_small_061,10.0,path_grd_far_special_066,,path_grd_mid_elite3_814,5.0,path_grd_far_special_063,,path_grd_mid_small_075,3120010511,Jump,3120010511.0,Jump,3120010511.0,Drop,3320070511.0,Drop,2120010511.0,Jump,2120010511.0,Jump,3120010511.0,Jump,3120010511.0,Jump,3120010511.0,Jump,3120010511.0,Jump,3320070511.0,Drop,3320070511.0,Drop,2120010511.0,Jump,2120010511.0,Jump,3120010511.0,Drop,3120010511.0,Drop,2120010511.0,Drop,2120010511.0,Drop,3320070511.0,Drop,3320070511.0,Drop,2120010511.0,Jump,2120010511.0,Jump,3120010511.0,Drop,3120010511.0,Drop,3120010511.0,Dash,3120010511.0,Dash,2120010511.0,Dash,2120010511.0,Dash,2120010511.0,Dash,3320070511.0,Dash,3320070511.0,Dash,3320070511.0,Dash,2120010511.0,Jump,2120010511.0,Jump,3120010511.0,Drop,3120010511.0,Drop,3120010511.0,Drop,3120010511.0,Drop,2120010511.0,Drop,2120010511.0,Drop
6007043,wave_campaign_normal_003,Campaign,180,5,False,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,16,27,0,,2420040111.0,path_grd_mid_centurion_902,path_grd_mid_small_002,,path_fly_mid_elite2_808,4.0,path_grd_close_elite1_801,4.0,path_grd_close_small_036,3.0,path_fly_mid_small_008,,path_grd_mid_small_011,3.0,,,,,,2420040111,Normal,,,,,,,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1220040111.0,Dash,2120010111.0,Dash,2120010111.0,Jump,2320070211.0,Jump,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,1210010111.0,Jump,1210010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,2120010111.0,Drop,2120010111.0,Drop,1120010111.0,Drop,1320030211.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6008001,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,51,21,0,,3320010141.0,path_grd_close_special_064,path_grd_mid_small_055,12.0,path_fly_close_special_044,,path_grd_mid_special_065,0.0,path_grd_close_small_060,13.0,path_grd_close_special_024,6.0,,,,,,,,2120010141,Dash,2120010141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3320030241.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,2120010141.0,Dash,2120010141.0,Dash,2220040141.0,Drop,3320010141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008002,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,51,21,0,,1310020141.0,path_fly_close_special_044,path_fly_mid_small_042,12.0,path_grd_close_special_064,,path_fly_mid_special_016,0.0,path_fly_close_small_029,13.0,path_fly_close_special_046,6.0,,,,,,,,1110010141,Drop,1110010141.0,Drop,1110010141.0,Drop,3310030241.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2120010141.0,Jump,2120010141.0,Jump,2120010141.0,Jump,2120010141.0,Jump,1110010141.0,Drop,1110010141.0,Drop,3210030141.0,Drop,1310020141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1110010141.0,Dash,1110010141.0,Dash,1110010141.0,Dash,1110010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008003,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,0,45,15,,1310030141.0,path_fly_far_elite1_803,path_grd_mid_elite1_802,5.0,path_fly_mid_small_039,11.0,path_fly_mid_special_016,,path_fly_mid_elite2_805,0.0,path_grd_far_small_071,10.0,path_fly_mid_small_039,8.0,,,,,,1210010141,Dash,1210010141.0,Dash,3210030141.0,Drop,3310030241.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Drop,3320070241.0,Drop,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,2110010141.0,Drop,2110010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1210010141.0,Jump,1210010141.0,Jump,3310020241.0,Drop,1310030141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6008004,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,0,21,12,,1320060141.0,path_grd_mid_small_058,path_grd_far_small_074,6.0,path_fly_mid_small_005,9.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,,,,,,,,,,,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,2320010241.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Drop,1320060141.0,Drop,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008005,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,0,30,21,,2320050141.0,path_grd_far_small_003,path_grd_mid_small_008,6.0,path_fly_mid_special_016,6.0,path_grd_mid_elite1_802,0.0,path_grd_far_special_066,9.0,,,,,,,,,,3220060141,Drop,3220060141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,2220030141.0,Drop,2220030141.0,Drop,3220020141.0,Drop,2320050241.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,3220060141.0,Drop,2320050141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008006,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,27,60,0,,1320030141.0,path_grd_close_small_001,path_grd_mid_special_065,,path_grd_close_small_042,,path_grd_mid_special_025,12.0,path_grd_close_elite2_807,0.0,path_grd_mid_special_065,9.0,path_grd_close_small_048,9.0,path_grd_mid_special_065,10.0,,,,3220050141,Dash,3220050141.0,Dash,3220050141.0,Drop,3220020141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,3220050141.0,Drop,3320040241.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,3220050141.0,Jump,3220050141.0,Jump,2220010141.0,Drop,3220020141.0,Drop,2220010141.0,Jump,2220010141.0,Jump,2320020241.0,Drop,1320030141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,2220010141.0,Drop,3220020141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,1220020141.0,Jump,1220020141.0,Jump,2220010141.0,Drop,3220020141.0,Drop,,,,,,,,,,,,,,,,
6008007,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,45,39,0,,1310010141.0,path_grd_close_special_024,path_fly_mid_elite1_802,12.0,path_fly_close_special_046,,path_fly_mid_special_016,0.0,path_grd_close_special_024,13.0,path_grd_mid_special_065,6.0,,,,,,,,2120010141,Jump,2120010141.0,Jump,2120010141.0,Drop,2220050141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3210040141.0,Drop,3310020241.0,Drop,2110010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,3110010141.0,Drop,3110010141.0,Drop,3210030141.0,Drop,1310010141.0,Drop,3120010141.0,Jump,3120010141.0,Jump,2220020141.0,Jump,2220050141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,2120010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008008,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,33,12,0,,1310020141.0,path_fly_mid_small_036,path_grd_close_elite1_801,6.0,path_grd_mid_small_058,4.0,path_fly_close_elite1_801,0.0,path_grd_close_special_064,,,,,,,,,,,3210020141,Dash,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,3320010241.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,1310020141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008009,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,6,39,18,,3320020141.0,path_grd_close_small_054,path_grd_mid_elite1_802,,path_fly_mid_special_047,8.0,path_grd_far_small_044,,path_grd_mid_elite2_808,0.0,path_grd_mid_small_070,,path_grd_far_small_038,,path_grd_far_small_044,,,,,3220030141,Drop,3220030141.0,Drop,2220040141.0,Drop,2320030241.0,Drop,3220030141.0,Dash,3220030141.0,Dash,3220070141.0,Drop,1320010241.0,Drop,2110010141.0,Dash,2110010141.0,Dash,2210010141.0,Drop,3210030141.0,Drop,3220030141.0,Dash,3220030141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2320020241.0,Drop,3320020141.0,Drop,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,,,,,,,,,,,,,,,,
6008010,wave_campaign_normal_003,Defense,90,7,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,27,45,0,20,,path_grd_close_small_039,path_grd_mid_small_075,12.0,path_grd_close_special_064,,path_grd_mid_elite1_802,16.0,path_grd_mid_small_076,16.0,path_grd_close_small_048,,path_fly_mid_special_047,9.0,path_grd_mid_elite1_802,22.0,,,,3220050141,Normal,3220050141.0,Normal,3220020141.0,Normal,2220050141.0,Normal,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3220020141.0,Jump,3120010141.0,Jump,3120010141.0,Jump,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Jump,3220020141.0,Jump,2220040141.0,Drop,1320060241.0,Drop,3220010141.0,Dash,3220010141.0,Dash,3220010141.0,Dash,3220020141.0,Dash,3220050141.0,Drop,2220050141.0,Drop,3220050141.0,Drop,2220050141.0,Drop,3110010141.0,Jump,3110010141.0,Jump,3210030141.0,Dash,3210030141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Normal,1320060141.0,Normal,,,,,,,,,,,,,,,,
6008011,wave_campaign_normal_003,Defense,90,20,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,45,51,15,20,,path_grd_close_special_064,path_fly_mid_special_016,20.0,path_grd_mid_special_025,,path_fly_mid_special_047,9.0,path_grd_close_special_024,,path_grd_far_special_066,,path_grd_mid_small_075,14.0,path_grd_close_special_024,,,,,1120010141,Dash,1120010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,1110010141.0,Drop,1110010141.0,Drop,1210020141.0,Normal,1210020141.0,Normal,3120010141.0,Drop,3120010141.0,Drop,3220060141.0,Drop,2220050141.0,Drop,2110010141.0,Dash,2110010141.0,Dash,1210020141.0,Normal,1310020241.0,Normal,3120010141.0,Dash,3120010141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,1120010141.0,Drop,1120010141.0,Drop,1120010141.0,Drop,1120010141.0,Drop,2220010141.0,Jump,3220060141.0,Jump,2220010141.0,Jump,3220060141.0,Jump,2120010141.0,Jump,2120010141.0,Jump,3220060141.0,Normal,2320010141.0,Normal,,,,,,,,,,,,,,,,
