stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6230022,wave_tower_missilis_001,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,9,51,12,normal,,path_fly_mid_small_050,path_grd_mid_special_065,8.0,path_grd_far_small_044,10.0,path_grd_close_elite1_801,3.0,path_grd_far_small_050,,path_grd_mid_special_025,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,3210020131,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,2220040131.0,Drop,1220030131.0,Dash,2220040131.0,Dash,1220030131.0,Dash,2220040131.0,Dash,1220030131.0,Jump,1220030131.0,Jump,2220040131.0,Drop,1320030231.0,Drop,1220030131.0,Drop,3220070131.0,Drop,1220030131.0,Drop,3220070131.0,Drop,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,2220040131.0,Drop,1220030131.0,Dash,3220070131.0,Dash,1220030131.0,Dash,3220070131.0,Dash,1220030131.0,Dash,1220030131.0,Dash,3220070131.0,Drop,1320060131.0,Drop,,,,,,,,
6230023,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,27,30,0,,3320040131.0,path_grd_close_small_042,path_grd_mid_elite1_802,6.0,path_grd_close_special_064,7.0,path_grd_mid_special_025,0.0,path_grd_close_small_042,8.0,path_grd_mid_small_012,,,,,,,,1220010131,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Jump,1220010131.0,Jump,3220020131.0,Drop,3320010231.0,Drop,1220010131.0,Dash,1220010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,1220010131.0,Jump,1220010131.0,Jump,2220040131.0,Drop,3320040131.0,Drop,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6230024,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,21,12,0,,1310010131.0,path_grd_close_small_010,path_grd_mid_small_052,,path_fly_close_small_029,7.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_040,10.0,,,,,,,,,3220040131,Jump,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,3220030131.0,Dash,3220030131.0,Dash,2220050131.0,Dash,2320060231.0,Dash,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,1210040131.0,Drop,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Drop,1310010131.0,Drop,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220050131.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230025,wave_tower_missilis_001,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,0,54,12,,2320070131.0,path_grd_mid_elite1_802,path_fly_mid_special_047,,path_grd_far_small_044,6.0,path_grd_mid_small_040,9.0,path_fly_mid_elite2_808,0.0,path_grd_mid_elite1_802,5.0,path_grd_far_small_044,8.0,path_grd_mid_small_049,9.0,,,3220030131,Dash,3220030131.0,Dash,3220070131.0,Drop,1320020231.0,Drop,2110010131.0,Dash,2110010131.0,Dash,2210010131.0,Drop,2310010231.0,Drop,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2310010231.0,Dash,2310010231.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Drop,2320070131.0,Drop,3220070131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,,,,,,,,
6230026,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,0,18,21,,1320040131.0,path_grd_mid_small_049,path_grd_far_small_071,7.0,path_grd_mid_small_012,,path_grd_mid_small_055,0.0,path_grd_far_special_066,,,,,,,,,,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220020131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,1320040131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230027,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,0,30,12,,2310020131.0,path_fly_mid_small_039,path_grd_mid_special_025,7.0,path_grd_far_small_044,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,1210020131,Dash,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3120010131.0,Jump,3120010131.0,Jump,1220030131.0,Drop,1320010231.0,Drop,1220030131.0,Dash,1220030131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210030131.0,Drop,2310020131.0,Drop,1220030131.0,Jump,1220030131.0,Jump,1220030131.0,Jump,2220040131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230028,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,0,24,12,,3320010131.0,path_fly_far_small_019,path_fly_mid_elite1_802,6.0,path_grd_mid_small_058,,path_grd_mid_elite1_802,0.0,path_fly_far_small_040,6.0,,,,,,,,,3210010131,Drop,3210010131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Dash,1310020231.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Jump,3220040131.0,Jump,2220040131.0,Drop,3320010131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230029,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,18,15,9,,2310020131.0,path_grd_close_small_048,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_grd_close_small_054,7.0,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,,,,,,1220040131,Jump,1220040131.0,Jump,1220040131.0,Jump,1220040131.0,Jump,3210040131.0,Dash,3210040131.0,Dash,3210030131.0,Drop,2310020231.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,3210030131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Drop,2310020131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6230030,wave_tower_missilis_001,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,0,0,1,,3520020151.0,b_grd_gravedigger_01,,,,,,,,,,,,,,,,,3520020151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230031,wave_tower_missilis_001,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,0,45,27,20,,path_grd_far_small_044,path_grd_mid_special_025,12.0,path_grd_far_small_038,10.0,path_grd_mid_elite1_802,2.0,path_grd_far_small_053,11.0,path_fly_mid_special_047,,path_grd_mid_small_075,12.0,path_grd_far_elite1_803,,,,3220050151,Dash,3220070151.0,Dash,3220050151.0,Dash,3220070151.0,Dash,3120010151.0,Drop,3120010151.0,Drop,3220050151.0,Dash,2220040151.0,Dash,3220050151.0,Dash,3220070151.0,Drop,3220050151.0,Dash,3220070151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3220070151.0,Drop,1320030251.0,Drop,3220070151.0,Drop,3220050151.0,Dash,3220070151.0,Drop,3220050151.0,Dash,2110010151.0,Jump,2110010151.0,Jump,3210020151.0,Normal,3210020151.0,Normal,3220050151.0,Jump,3220070151.0,Jump,3220050151.0,Jump,3220070151.0,Jump,3220050151.0,Drop,3220050151.0,Drop,2220040151.0,Jump,1320010151.0,Jump,,,,,,,,
6230032,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,0,24,12,,3320070151.0,path_grd_mid_small_002,path_grd_mid_elite1_802,7.0,path_grd_far_small_053,,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,,,,,,,,,,2220030151,Jump,2220030151.0,Jump,2220030151.0,Dash,2220040151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,3320070251.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Drop,3320070151.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230033,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,15,27,0,,2320020151.0,path_grd_close_small_067,path_grd_mid_small_070,7.0,path_grd_mid_special_065,,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,7.0,,,,,,,,,3220060151,Dash,3220060151.0,Dash,2220050151.0,Drop,2320020251.0,Drop,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220020151.0,Dash,2120010151.0,Dash,2120010151.0,Dash,3220060151.0,Drop,3220060151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,3220020151.0,Drop,2320020151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230034,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,27,18,0,,2320030151.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,,,,,,1220040151,Jump,1220040151.0,Jump,1220050151.0,Drop,2320030251.0,Drop,1220040151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,1220040151.0,Drop,1220050151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,1110010151.0,Drop,1110010151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3220020151.0,Drop,2320030151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,,,,,,,,,,,,,,,
6230035,wave_tower_missilis_001,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,0,45,15,,1310030151.0,path_fly_far_elite1_803,path_grd_mid_elite1_802,5.0,path_fly_mid_small_039,11.0,path_fly_mid_special_016,,path_fly_mid_elite2_805,0.0,path_grd_far_small_071,10.0,path_fly_mid_small_039,8.0,,,,,1210010151,Dash,1210010151.0,Dash,3210030151.0,Drop,3310030251.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Drop,3320070251.0,Drop,1210010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,2110010151.0,Drop,2110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210010151.0,Jump,1210010151.0,Jump,3310020251.0,Drop,1310030151.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,,,,,,,,,,,,,,,,
6230036,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,21,12,0,,2320030151.0,path_grd_close_small_048,path_grd_mid_small_070,7.0,path_fly_close_small_029,7.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,8.0,,,,,,,,,3220010151,Drop,3220010151.0,Drop,3220010151.0,Drop,2320030251.0,Drop,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,3220070151.0,Dash,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3210020151.0,Drop,3220010151.0,Jump,3220010151.0,Jump,2220010151.0,Drop,2320030151.0,Drop,3220010151.0,Dash,3220010151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230037,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,0,15,18,,3310010151.0,path_grd_mid_small_037,path_grd_far_small_041,7.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_grd_far_small_044,,,,,,,,,,3220060151,Dash,2220040151.0,Dash,3220060151.0,Dash,1320040251.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Dash,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3210030151.0,Drop,1210010151.0,Jump,1210010151.0,Jump,3210030151.0,Drop,3310010151.0,Drop,3220060151.0,Dash,2220040151.0,Dash,3220060151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230038,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,0,48,12,,2320050151.0,path_grd_far_small_003,path_grd_mid_elite1_802,7.0,path_fly_mid_special_016,4.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,10.0,path_grd_mid_special_025,,,,,,,,2220010151,Drop,2220010151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,2220010151.0,Jump,2220010151.0,Jump,3220060151.0,Drop,2320050251.0,Drop,3110010151.0,Drop,3110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2220010151.0,Dash,2220010151.0,Dash,3220060151.0,Drop,2320050151.0,Drop,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3120010151.0,Jump,3120010151.0,Jump,3120010151.0,Drop,3120010151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6230039,wave_tower_missilis_001,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,12,48,0,normal,,path_grd_close_small_051,path_grd_mid_small_070,,path_grd_mid_small_011,,path_grd_close_small_067,3.0,path_grd_mid_small_058,7.0,path_grd_mid_special_065,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,1220020151,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,2220050151.0,Drop,2220020151.0,Jump,2220020151.0,Jump,2220020151.0,Jump,2220020151.0,Jump,2220020151.0,Dash,2220020151.0,Dash,3220020151.0,Drop,3320050251.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220050151.0,Dash,1120010151.0,Jump,1120010151.0,Jump,1220020151.0,Drop,3220020151.0,Drop,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Jump,1220020151.0,Jump,3220020151.0,Drop,2320020151.0,Drop,,,,,,,,
6230040,wave_tower_missilis_001,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_001,12,37,0,,3420040121.0,path_grd_mid_centurion_901,path_grd_close_small_001,,path_grd_mid_special_025,4.0,path_grd_mid_elite1_802,3.0,path_fly_close_small_038,,path_fly_mid_small_033,,path_grd_mid_small_008,,,,,,3420040121,Normal,,,,,,,3220050121.0,Drop,3220050121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,1120010121.0,Drop,2120010121.0,Drop,2120010121.0,Drop,3220050121.0,Drop,1120010121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,1320060221.0,Dash,3210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,1210020121.0,Jump,2210020121.0,Drop,2210020121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,1120010121.0,Dash,2320020221.0,Dash,,,,,,,,,,,,,,,,
6230041,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,24,12,0,,1320060111.0,path_grd_mid_small_055,path_grd_close_elite1_801,7.0,path_grd_close_small_010,,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,6.0,,,,,,,,,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,1220050111.0,Drop,1320060211.0,Drop,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Drop,1320060111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230042,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,33,12,0,,1310020111.0,path_fly_mid_small_036,path_grd_close_elite1_801,6.0,path_grd_mid_small_058,,path_fly_close_elite1_801,0.0,path_grd_close_special_064,6.0,,,,,,,,,3210020111,Dash,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,3320010211.0,Drop,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,1210040111.0,Drop,1310020111.0,Drop,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Drop,2220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230043,wave_tower_missilis_001,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,15,57,0,,3310010111.0,path_fly_mid_special_047,path_fly_mid_small_036,12.0,path_grd_mid_special_025,,path_fly_mid_special_016,0.0,path_fly_mid_small_042,11.0,path_fly_close_special_044,5.0,,,,,,,2110010111,Dash,2110010111.0,Dash,2110010111.0,Drop,1310020211.0,Drop,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3120010111.0,Drop,3120010111.0,Drop,3120010111.0,Drop,3120010111.0,Drop,2110010111.0,Jump,2110010111.0,Jump,3210010111.0,Drop,3310010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,2110010111.0,Drop,2110010111.0,Drop,2110010111.0,Drop,2110010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6230044,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,18,15,9,,2310020111.0,path_grd_close_small_048,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_grd_close_small_054,7.0,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,,,,,,1220040111,Jump,1220040111.0,Jump,1220040111.0,Jump,1220040111.0,Jump,3210040111.0,Dash,3210040111.0,Dash,3210030111.0,Drop,2310020211.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Drop,2310020111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6230045,wave_tower_missilis_001,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,21,54,0,20,,path_grd_mid_elite1_802,path_grd_close_small_067,12.0,path_grd_mid_special_025,10.0,path_fly_close_small_004,,path_grd_mid_elite1_802,3.0,path_fly_close_elite1_801,,path_fly_mid_small_005,8.0,path_grd_mid_small_076,,path_grd_mid_elite2_805,,2220030111,Dash,2220030111.0,Dash,2220040111.0,Drop,1320060211.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Normal,2320040211.0,Normal,2120010111.0,Jump,2120010111.0,Jump,2220030111.0,Dash,2220040111.0,Dash,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Jump,1320060111.0,Normal,2210020111.0,Dash,2210020111.0,Dash,3210030111.0,Drop,1310030211.0,Drop,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2310030211.0,Drop,3220050111.0,Jump,3220050111.0,Jump,2220040111.0,Jump,2320040211.0,Normal,3220050111.0,Jump,3220050111.0,Dash,1320060211.0,Jump,1320060211.0,Dash
6230046,wave_tower_missilis_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,0,24,21,,3310020111.0,path_grd_far_small_062,path_grd_mid_elite1_802,7.0,path_fly_mid_small_030,,path_fly_mid_elite1_802,0.0,path_grd_far_special_063,6.0,,,,,,,,,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,3320060211.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,3310020111.0,Drop,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
