stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type
6401009,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,2320050121,path_grd_close_small_048,1220040121,Drop,1220040121,Drop,1220040121,Drop,2320050221,Drop,path_grd_close_small_069,,1220040121,Dash,1220040121,Dash,1220040121,Dash,1220050121,Drop,path_fly_mid_small_039,4.0,3210040121,Dash,3210040121,Dash,3210040121,Dash,3210040121,Dash,path_grd_close_elite1_801,0.0,3120010121,Dash,3120010121,Dash,1220050121,Drop,2320050121,Drop,path_grd_close_special_064,6.0,2120010121,Dash,2120010121,Dash,1220050121,Drop,1220050121,Drop,42,6,0,path_grd_close_small_042,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,
6401010,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,1320020121,path_grd_mid_small_070,2220010121,Drop,2220010121,Drop,2220010121,Drop,2220040121,Jump,path_fly_mid_small_008,7.0,2210010121,Dash,2210010121,Dash,2210010121,Dash,2310010221,Dash,path_grd_close_small_036,7.0,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220040121,Dash,path_grd_mid_elite1_802,0.0,2220010121,Jump,2220010121,Jump,2220040121,Drop,1320020121,Drop,path_fly_mid_small_030,7.0,2210010121,Drop,2210010121,Drop,2210010121,Drop,2210010121,Dash,6,27,0,,,,,,,,,,,,,,,,,,,
6401011,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2310010121,path_grd_mid_special_065,3120010121,Dash,3120010121,Dash,2220020121,Drop,2320070221,Drop,path_grd_far_small_074,12.0,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220040121,Dash,path_fly_mid_small_005,,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210010121,Dash,path_fly_mid_elite1_802,0.0,3210010121,Dash,3210010121,Dash,3210030121,Drop,2310010121,Drop,path_grd_far_small_071,7.0,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220040121,Jump,0,30,12,,,,,,,,,,,,,,,,,,,
6401012,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,1310010121,path_grd_close_small_010,3220040121,Jump,3220040121,Jump,3220040121,Jump,3220040121,Jump,path_grd_mid_small_052,,3220030121,Dash,3220030121,Dash,2220050121,Dash,2320060221,Dash,path_fly_close_small_029,7.0,2210020121,Drop,2210020121,Drop,2210020121,Drop,1210040121,Drop,path_fly_close_elite1_801,0.0,2210020121,Dash,2210020121,Dash,2210020121,Drop,1310010121,Drop,path_grd_mid_small_040,10.0,3220040121,Dash,3220040121,Dash,3220040121,Dash,2220050121,Normal,21,12,0,,,,,,,,,,,,,,,,,,,
6401013,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,2320060121,path_grd_mid_small_070,3220050121,Dash,3220050121,Dash,3220050121,Dash,2220050121,Dash,path_fly_mid_small_039,,1210020121,Dash,1210020121,Dash,1210040121,Dash,1310010221,Dash,path_grd_mid_small_034,7.0,3220050121,Drop,3220050121,Drop,3220050121,Drop,2220050121,Dash,path_grd_mid_small_068,0.0,3220050121,Dash,3220050121,Dash,2220050121,Drop,2320060121,Drop,path_grd_mid_small_037,10.0,3220050121,Dash,3220050121,Dash,3220050121,Dash,2220050121,Normal,0,30,0,,,,,,,,,,,,,,,,,,,
6401014,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,3320060121,path_grd_mid_small_002,2220020121,Drop,2220020121,Drop,1220050121,Dash,1220050121,Dash,path_grd_close_elite1_801,7.0,2220020121,Dash,2220020121,Dash,1220050121,Drop,3320060221,Drop,path_fly_mid_small_050,,1210040121,Dash,1210040121,Dash,1210040121,Dash,3210040121,Drop,path_grd_close_small_048,,1220050121,Jump,1220050121,Jump,1220050121,Jump,1220050121,Jump,path_grd_mid_elite1_802,0.0,2220020121,Dash,2220020121,Dash,2220040121,Drop,3320060121,Drop,21,21,0,path_grd_close_small_051,6.0,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,,,,,,,,,
6401015,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2310020121,path_grd_close_small_048,1220040121,Jump,1220040121,Jump,1220040121,Jump,1220040121,Jump,path_fly_mid_elite1_802,,3210040121,Dash,3210040121,Dash,3210030121,Drop,2310020221,Drop,path_fly_mid_small_050,,2210010121,Drop,2210010121,Drop,2210010121,Drop,3210030121,Drop,path_grd_close_small_054,7.0,1220050121,Drop,1220050121,Drop,1220050121,Drop,1220050121,Drop,path_fly_far_elite1_803,0.0,2210010121,Dash,2210010121,Dash,3210030121,Drop,2310020121,Drop,18,15,9,path_fly_close_small_029,6.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,
6401016,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1320030121,path_grd_mid_elite1_802,2220030121,Jump,2220030121,Jump,2220040121,Dash,1320030221,Dash,path_grd_far_small_044,7.0,2220030121,Dash,2220030121,Dash,2220030121,Dash,2220030121,Dash,path_fly_mid_small_053,4.0,2210010121,Jump,2210010121,Jump,2210010121,Jump,3210030121,Dash,path_grd_far_elite1_803,0.0,2220030121,Jump,2220030121,Jump,2220040121,Drop,1320030121,Drop,path_grd_mid_small_011,6.0,2220030121,Jump,2220030121,Jump,2220030121,Jump,2220030121,Jump,0,21,15,,,,,,,,,,,,,,,,,,,
6401017,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3310010121,path_grd_mid_small_037,3220060121,Dash,2220040121,Dash,3220060121,Dash,1320040221,Dash,path_grd_far_small_041,7.0,3220060121,Dash,3220060121,Dash,3220060121,Dash,2220050121,Dash,path_fly_far_small_031,,1210010121,Drop,1210010121,Drop,1210010121,Drop,3210030121,Drop,path_fly_mid_elite2_805,0.0,1210010121,Jump,1210010121,Jump,3210030121,Drop,3310010121,Drop,path_grd_far_small_044,,3220060121,Dash,2220040121,Dash,3220060121,Dash,2220040121,Dash,0,15,18,,,,,,,,,,,,,,,,,,,
6401018,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2320030121,path_grd_close_elite1_801,1220040121,Jump,1220040121,Jump,1220050121,Drop,2320030221,Drop,path_grd_close_small_013,7.0,1220040121,Dash,1220050121,Dash,1220040121,Dash,1220050121,Dash,path_grd_mid_small_049,6.0,1220040121,Drop,1220050121,Drop,1220040121,Drop,2220040121,Drop,path_fly_close_small_041,7.0,1110010121,Drop,1110010121,Drop,3210040121,Drop,3210040121,Drop,path_grd_mid_small_055,0.0,1220040121,Drop,1220040121,Drop,3220020121,Drop,2320030121,Drop,27,18,0,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_fly_mid_small_030,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop
6401019,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320040121,path_grd_close_small_010,2220010121,Jump,3220020121,Jump,2220010121,Jump,3220020121,Jump,path_grd_mid_elite1_802,6.0,2220010121,Dash,2220010121,Dash,3220020121,Drop,2320060221,Drop,path_fly_close_small_029,,2210020121,Dash,2210020121,Dash,2210020121,Dash,1210040121,Drop,path_grd_close_elite1_801,0.0,2220010121,Dash,2220010121,Dash,3220020121,Drop,3320040121,Drop,path_grd_mid_small_043,,2220010121,Dash,3220020121,Dash,2220010121,Dash,3220020121,Dash,21,15,0,,,,,,,,,,,,,,,,,,,
6401020,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,3310020121,path_grd_far_small_062,2220030121,Dash,2220030121,Dash,2220030121,Dash,2220030121,Dash,path_grd_mid_elite1_802,7.0,2220030121,Dash,2220030121,Dash,2220040121,Drop,3320060221,Drop,path_fly_mid_small_030,,2210010121,Drop,2210010121,Drop,2210010121,Drop,2210010121,Drop,path_fly_mid_elite1_802,0.0,2210010121,Drop,2210010121,Drop,3210030121,Drop,3310020121,Drop,path_grd_far_special_063,6.0,2220030121,Jump,2220030121,Jump,2220030121,Jump,2220040121,Dash,0,24,21,,,,,,,,,,,,,,,,,,,
6402001,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3320070131,path_grd_mid_small_002,1220010131,Dash,1220010131,Dash,1120010131,Drop,1120010131,Drop,path_grd_mid_small_011,6.0,2220030131,Drop,2220030131,Drop,2220030131,Drop,3320010231,Drop,path_fly_mid_small_024,8.0,3210010131,Drop,3210010131,Drop,3210010131,Drop,3210010131,Drop,path_grd_mid_elite1_802,0.0,2220030131,Dash,2220030131,Dash,2220030131,Drop,3320070131,Drop,path_grd_close_small_072,8.0,1220010131,Dash,1220010131,Dash,1220010131,Dash,3220020131,Dash,6,27,0,,,,,,,,,,,,,,,,,,,
6402002,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1310020131,path_fly_mid_small_018,3210010131,Drop,3210010131,Drop,2110010131,Dash,2110010131,Dash,path_fly_close_small_029,6.0,2210010131,Drop,2210010131,Drop,2210010131,Drop,1310030231,Drop,path_grd_close_small_013,,2220020131,Dash,2220020131,Dash,2220020131,Dash,2220020131,Dash,path_fly_close_elite1_801,0.0,3210010131,Dash,3210010131,Dash,2210010131,Drop,1310020131,Drop,path_fly_mid_small_039,7.0,2210010131,Dash,2210010131,Dash,2210010131,Dash,2210010131,Dash,21,12,0,,,,,,,,,,,,,,,,,,,
6402003,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,1310030131,path_fly_mid_small_018,2210020131,Dash,2210020131,Dash,1110010131,Drop,1110010131,Drop,path_fly_mid_small_005,6.0,1110010131,Dash,1110010131,Dash,2210020131,Dash,1310020231,Dash,path_grd_close_small_039,,3220030131,Dash,3220030131,Dash,3220030131,Dash,2220040131,Dash,path_fly_mid_elite1_802,0.0,2210020131,Drop,2210020131,Drop,1110010131,Drop,1310030131,Drop,path_fly_mid_small_024,7.0,2210020131,Jump,2210020131,Jump,2210020131,Jump,1210040131,Jump,6,27,0,,,,,,,,,,,,,,,,,,,
6402004,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1320040131,path_grd_close_special_064,2120010131,Dash,2120010131,Dash,2120010131,Dash,2120010131,Dash,path_grd_close_small_054,12.0,3220050131,Jump,3220050131,Jump,3220050131,Jump,3320010231,Drop,path_fly_close_special_044,,1110010131,Drop,1110010131,Drop,1110010131,Drop,1110010131,Drop,path_grd_close_special_064,0.0,2120010131,Dash,2120010131,Dash,3220050131,Drop,1320040131,Drop,path_grd_mid_small_070,11.0,3220050131,Dash,3220050131,Dash,3220050131,Dash,2220040131,Dash,66,6,0,path_grd_close_special_024,5.0,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,,,,,,,,,
6402005,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,3320020131,path_grd_close_small_051,3220050131,Dash,3220050131,Dash,3220050131,Dash,3220050131,Dash,path_grd_mid_elite1_802,7.0,3120010131,Jump,3120010131,Jump,3220070131,Drop,3320020231,Drop,path_grd_mid_small_049,4.0,3220050131,Drop,3220070131,Drop,3220050131,Drop,3220070131,Drop,path_grd_close_small_042,11.0,3120010131,Dash,3120010131,Dash,3120010131,Dash,3120010131,Dash,path_grd_mid_elite1_802,0.0,3220050131,Dash,3220050131,Dash,3220070131,Drop,3320020131,Drop,18,24,0,path_grd_close_small_069,5.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,,,,,,,,,
6402006,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1320040131,path_grd_close_small_001,1220020131,Drop,1220020131,Drop,1220030131,Dash,1220030131,Dash,path_grd_mid_elite1_802,7.0,1120010131,Jump,1120010131,Jump,1220020131,Drop,2320050231,Drop,path_fly_mid_small_053,6.0,1210020131,Dash,1210020131,Dash,1210020131,Dash,1210040131,Dash,path_grd_mid_special_065,0.0,1120010131,Dash,1120010131,Dash,1220030131,Drop,1320040131,Drop,path_grd_far_small_071,11.0,1220040131,Dash,1220040131,Dash,1220040131,Dash,3220020131,Dash,6,30,6,,,,,,,,,,,,,,,,,,,
6402007,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,2320030131,path_grd_far_small_003,1220030131,Drop,1220030131,Drop,3220070131,Jump,3220070131,Jump,path_grd_mid_small_070,7.0,1220030131,Dash,1220030131,Dash,1220030131,Dash,2320030231,Drop,path_fly_mid_small_053,7.0,1210020131,Drop,1210020131,Drop,1210020131,Drop,3210030131,Drop,path_grd_mid_elite1_802,0.0,1220030131,Dash,1220030131,Dash,3220070131,Drop,2320030131,Drop,path_grd_far_small_074,7.0,1220030131,Drop,1220030131,Drop,3220070131,Drop,2220040131,Dash,0,21,12,,,,,,,,,,,,,,,,,,,
6402008,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,1320030131,path_grd_mid_small_043,1220010131,Dash,1220010131,Dash,3220060131,Jump,3220060131,Jump,path_grd_far_small_071,6.0,3220060131,Dash,3220060131,Dash,3220060131,Dash,2320030231,Dash,path_fly_mid_small_039,6.0,1210010131,Drop,1210030131,Drop,1210010131,Drop,1210030131,Drop,path_grd_far_elite1_803,0.0,3220060131,Jump,3220060131,Jump,1220010131,Drop,1320030131,Drop,path_fly_mid_small_030,,1210030131,Drop,1210030131,Drop,1210030131,Drop,1210030131,Drop,0,18,15,,,,,,,,,,,,,,,,,,,
6402009,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2320050131,path_grd_close_small_048,1220040131,Drop,1220040131,Drop,1220040131,Drop,2320050231,Drop,path_grd_close_small_069,,1220040131,Dash,1220040131,Dash,1220040131,Dash,1220050131,Drop,path_fly_mid_small_039,4.0,3210040131,Dash,3210040131,Dash,3210040131,Dash,3210040131,Dash,path_grd_close_elite1_801,0.0,3120010131,Dash,3120010131,Dash,1220050131,Drop,2320050131,Drop,path_grd_close_special_064,6.0,2120010131,Dash,2120010131,Dash,1220050131,Drop,1220050131,Drop,42,6,0,path_grd_close_small_042,3.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,,,,,,,,,
6402010,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,1320020131,path_grd_mid_small_070,2220010131,Drop,2220010131,Drop,2220010131,Drop,2220040131,Jump,path_fly_mid_small_008,7.0,2210010131,Dash,2210010131,Dash,2210010131,Dash,2310010231,Dash,path_grd_close_small_036,7.0,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,path_grd_mid_elite1_802,0.0,2220010131,Jump,2220010131,Jump,2220040131,Drop,1320020131,Drop,path_fly_mid_small_030,7.0,2210010131,Drop,2210010131,Drop,2210010131,Drop,2210010131,Dash,6,27,0,,,,,,,,,,,,,,,,,,,
6402011,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2310010131,path_grd_mid_special_065,3120010131,Dash,3120010131,Dash,2220020131,Drop,2320070231,Drop,path_grd_far_small_074,12.0,2220020131,Dash,2220020131,Dash,2220020131,Dash,2220040131,Dash,path_fly_mid_small_005,,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210010131,Dash,path_fly_mid_elite1_802,0.0,3210010131,Dash,3210010131,Dash,3210030131,Drop,2310010131,Drop,path_grd_far_small_071,7.0,2220020131,Dash,2220020131,Dash,2220020131,Dash,2220040131,Jump,0,30,12,,,,,,,,,,,,,,,,,,,
6402012,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,1310010131,path_grd_close_small_010,3220040131,Jump,3220040131,Jump,3220040131,Jump,3220040131,Jump,path_grd_mid_small_052,,3220030131,Dash,3220030131,Dash,2220050131,Dash,2320060231,Dash,path_fly_close_small_029,7.0,2210020131,Drop,2210020131,Drop,2210020131,Drop,1210040131,Drop,path_fly_close_elite1_801,0.0,2210020131,Dash,2210020131,Dash,2210020131,Drop,1310010131,Drop,path_grd_mid_small_040,10.0,3220040131,Dash,3220040131,Dash,3220040131,Dash,2220050131,Normal,21,12,0,,,,,,,,,,,,,,,,,,,
6402013,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2320060131,path_grd_mid_small_070,3220050131,Dash,3220050131,Dash,3220050131,Dash,2220050131,Dash,path_fly_mid_small_039,,1210020131,Dash,1210020131,Dash,1210040131,Dash,1310010231,Dash,path_grd_mid_small_034,7.0,3220050131,Drop,3220050131,Drop,3220050131,Drop,2220050131,Dash,path_grd_mid_small_068,0.0,3220050131,Dash,3220050131,Dash,2220050131,Drop,2320060131,Drop,path_grd_mid_small_037,10.0,3220050131,Dash,3220050131,Dash,3220050131,Dash,2220050131,Normal,0,30,0,,,,,,,,,,,,,,,,,,,
6402014,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320060131,path_grd_mid_small_002,2220020131,Drop,2220020131,Drop,1220050131,Dash,1220050131,Dash,path_grd_close_elite1_801,7.0,2220020131,Dash,2220020131,Dash,1220050131,Drop,3320060231,Drop,path_fly_mid_small_050,,1210040131,Dash,1210040131,Dash,1210040131,Dash,3210040131,Drop,path_grd_close_small_048,,1220050131,Jump,1220050131,Jump,1220050131,Jump,1220050131,Jump,path_grd_mid_elite1_802,0.0,2220020131,Dash,2220020131,Dash,2220040131,Drop,3320060131,Drop,21,21,0,path_grd_close_small_051,6.0,1220050131.0,Jump,1220050131.0,Jump,1220050131.0,Jump,1220050131.0,Jump,,,,,,,,,
6402015,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,2310020131,path_grd_close_small_048,1220040131,Jump,1220040131,Jump,1220040131,Jump,1220040131,Jump,path_fly_mid_elite1_802,,3210040131,Dash,3210040131,Dash,3210030131,Drop,2310020231,Drop,path_fly_mid_small_050,,2210010131,Drop,2210010131,Drop,2210010131,Drop,3210030131,Drop,path_grd_close_small_054,7.0,1220050131,Drop,1220050131,Drop,1220050131,Drop,1220050131,Drop,path_fly_far_elite1_803,0.0,2210010131,Dash,2210010131,Dash,3210030131,Drop,2310020131,Drop,18,15,9,path_fly_close_small_029,6.0,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,,,,,,,,,
6402016,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1320030131,path_grd_mid_elite1_802,2220030131,Jump,2220030131,Jump,2220040131,Dash,1320030231,Dash,path_grd_far_small_044,7.0,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220030131,Dash,path_fly_mid_small_053,4.0,2210010131,Jump,2210010131,Jump,2210010131,Jump,3210030131,Dash,path_grd_far_elite1_803,0.0,2220030131,Jump,2220030131,Jump,2220040131,Drop,1320030131,Drop,path_grd_mid_small_011,6.0,2220030131,Jump,2220030131,Jump,2220030131,Jump,2220030131,Jump,0,21,15,,,,,,,,,,,,,,,,,,,
6402017,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3310010131,path_grd_mid_small_037,3220060131,Dash,2220040131,Dash,3220060131,Dash,1320040231,Dash,path_grd_far_small_041,7.0,3220060131,Dash,3220060131,Dash,3220060131,Dash,2220050131,Dash,path_fly_far_small_031,,1210010131,Drop,1210010131,Drop,1210010131,Drop,3210030131,Drop,path_fly_mid_elite2_805,0.0,1210010131,Jump,1210010131,Jump,3210030131,Drop,3310010131,Drop,path_grd_far_small_044,,3220060131,Dash,2220040131,Dash,3220060131,Dash,2220040131,Dash,0,15,18,,,,,,,,,,,,,,,,,,,
6402018,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2320030131,path_grd_close_elite1_801,1220040131,Jump,1220040131,Jump,1220050131,Drop,2320030231,Drop,path_grd_close_small_013,7.0,1220040131,Dash,1220050131,Dash,1220040131,Dash,1220050131,Dash,path_grd_mid_small_049,6.0,1220040131,Drop,1220050131,Drop,1220040131,Drop,2220040131,Drop,path_fly_close_small_041,7.0,1110010131,Drop,1110010131,Drop,3210040131,Drop,3210040131,Drop,path_grd_mid_small_055,0.0,1220040131,Drop,1220040131,Drop,3220020131,Drop,2320030131,Drop,27,18,0,path_grd_close_small_042,4.0,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,path_fly_mid_small_030,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop
6402019,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,3320040131,path_grd_close_small_010,2220010131,Jump,3220020131,Jump,2220010131,Jump,3220020131,Jump,path_grd_mid_elite1_802,6.0,2220010131,Dash,2220010131,Dash,3220020131,Drop,2320060231,Drop,path_fly_close_small_029,,2210020131,Dash,2210020131,Dash,2210020131,Dash,1210040131,Drop,path_grd_close_elite1_801,0.0,2220010131,Dash,2220010131,Dash,3220020131,Drop,3320040131,Drop,path_grd_mid_small_043,,2220010131,Dash,3220020131,Dash,2220010131,Dash,3220020131,Dash,21,15,0,,,,,,,,,,,,,,,,,,,
6402020,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3310020131,path_grd_far_small_062,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220030131,Dash,path_grd_mid_elite1_802,7.0,2220030131,Dash,2220030131,Dash,2220040131,Drop,3320060231,Drop,path_fly_mid_small_030,,2210010131,Drop,2210010131,Drop,2210010131,Drop,2210010131,Drop,path_fly_mid_elite1_802,0.0,2210010131,Drop,2210010131,Drop,3210030131,Drop,3310020131,Drop,path_grd_far_special_063,6.0,2220030131,Jump,2220030131,Jump,2220030131,Jump,2220040131,Dash,0,24,21,,,,,,,,,,,,,,,,,,,
