stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6210047,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,6,27,0,,3310010131.0,path_fly_mid_small_018,path_fly_mid_small_005,6.0,path_grd_close_small_039,3.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,,,,,,3210010131,Drop,3210010131.0,Drop,3110010131.0,Dash,3110010131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1310020231.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,3310010131.0,Drop,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210048,wave_tower_default_001,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,6,57,0,normal,,path_grd_close_small_036,path_grd_mid_small_040,,path_grd_mid_small_052,,path_grd_mid_elite1_802,3.0,path_grd_mid_small_070,,path_grd_mid_special_065,8.0,path_grd_mid_small_075,5.0,path_fly_mid_elite2_805,7.0,,,2220020131,Dash,2220020131.0,Dash,2220020131.0,Dash,2220050131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3220020131.0,Dash,2220020131.0,Dash,1220040131.0,Jump,2220020131.0,Dash,1220040131.0,Jump,1220040131.0,Jump,1220040131.0,Jump,3220020131.0,Drop,2320060231.0,Drop,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,3220020131.0,Jump,2120010131.0,Dash,2120010131.0,Dash,2220020131.0,Drop,3220020131.0,Drop,2220020131.0,Jump,3220020131.0,Jump,2220020131.0,Jump,3220020131.0,Jump,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Drop,1310010131.0,Drop,,,,,,,,
6210049,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,48,12,,2320050131.0,path_grd_far_small_003,path_grd_mid_elite1_802,7.0,path_fly_mid_special_016,4.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,10.0,path_grd_mid_special_025,,,,,,,,2220010131,Drop,2220010131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,2220010131.0,Jump,2220010131.0,Jump,3220060131.0,Drop,2320050231.0,Drop,3110010131.0,Drop,3110010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,2320050131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6210050,wave_tower_default_001,Campaign,180,5,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,0,0,1,,3520010111.0,b_g_alteisen_01,,,,,,,,,,,,,,,,,3520010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210051,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,45,15,,1320060151.0,path_grd_mid_small_043,path_fly_mid_elite2_808,,path_fly_far_small_054,,path_grd_mid_special_025,12.0,path_fly_far_elite1_803,0.0,path_grd_mid_elite1_802,,path_fly_mid_small_024,,,,,,2220010151,Dash,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,3310010251.0,Dash,1310010251.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Dash,2120010151.0,Drop,2120010151.0,Drop,2220010151.0,Drop,2220040151.0,Drop,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Drop,1310040251.0,Dash,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320060151.0,Drop,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,,,,,,,,,,,,,,,,
6210052,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,36,33,0,,3320060151.0,path_grd_mid_small_049,path_grd_close_elite2_804,,path_grd_mid_small_043,,path_grd_close_small_013,12.0,path_grd_mid_small_043,,path_fly_mid_elite1_802,0.0,path_grd_close_special_064,,path_grd_mid_small_043,5.0,path_grd_close_small_042,5.0,1220050151,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3320060251.0,Dash,3320060251.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3210040151.0,Drop,3210040151.0,Drop,3210030151.0,Drop,1310040251.0,Drop,1220050151.0,Dash,1220050151.0,Dash,3220050151.0,Drop,3320060151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash
6210053,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,18,18,12,,3320030151.0,path_grd_close_elite1_801,path_grd_mid_small_055,10.0,path_grd_far_small_071,,path_grd_mid_small_037,11.0,path_grd_close_elite3_813,0.0,path_grd_far_small_044,5.0,path_grd_mid_small_070,12.0,,,,,2220020151,Jump,2220020151.0,Jump,2220050151.0,Drop,2320030251.0,Drop,2220020151.0,Drop,2220020151.0,Drop,2220020151.0,Drop,3320030251.0,Drop,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Dash,2220050151.0,Dash,2220050151.0,Dash,3220020151.0,Dash,3220020151.0,Dash,2220050151.0,Drop,2320030251.0,Drop,2320030251.0,Drop,3320030151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220050151.0,Normal,2220050151.0,Normal,2220050151.0,Normal,3220020151.0,Normal,,,,,,,,,,,,,,,,
6210054,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,33,39,0,,1320030151.0,path_grd_mid_small_049,path_grd_close_elite2_804,,path_fly_close_special_046,5.0,path_grd_mid_small_043,,path_grd_mid_small_043,5.0,path_grd_mid_elite1_802,0.0,path_grd_close_elite1_801,10.0,path_grd_mid_small_043,5.0,path_grd_mid_small_011,8.0,1220050151,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1320030251.0,Drop,1320030251.0,Drop,3210040151.0,Dash,3210040151.0,Dash,3210030151.0,Drop,3210030151.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Drop,1320030151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,3320060251.0,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump
6210055,wave_tower_default_001,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,15,39,0,,2320060151.0,path_grd_mid_small_043,path_grd_close_elite2_807,,path_grd_mid_small_070,,path_grd_close_small_039,10.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_005,10.0,path_grd_mid_small_043,6.0,path_grd_mid_small_043,4.0,,,3220030151,Dash,3220030151.0,Dash,3220030151.0,Dash,2220050151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,2320020251.0,Drop,3320040251.0,Drop,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220020151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220020151.0,Dash,3220020151.0,Dash,2220050151.0,Dash,3320040251.0,Drop,2320060151.0,Drop,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,2210030151.0,Normal,3220030151.0,Dash,3220030151.0,Dash,3220020151.0,Dash,3220020151.0,Dash,3220020151.0,Dash,3220020151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,,,,,,,,
6210056,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,24,30,0,,1310030151.0,path_grd_close_elite1_801,path_fly_mid_elite1_802,10.0,path_grd_close_small_042,,path_grd_mid_small_070,11.0,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_grd_mid_small_011,,,,,,2220030151,Dash,2220030151.0,Dash,2220030151.0,Drop,3320070251.0,Drop,3210010151.0,Jump,3210010151.0,Jump,3210010151.0,Drop,1310030251.0,Drop,3220010151.0,Dash,3220010151.0,Dash,3220010151.0,Dash,3220010151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,3220020151.0,Dash,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Drop,1320030251.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,1310030151.0,Drop,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,2220030151.0,Jump,,,,,,,,,,,,,,,,
6210057,wave_tower_default_001,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,27,45,0,20,,path_grd_close_small_039,path_grd_mid_small_075,12.0,path_grd_close_special_064,,path_grd_mid_elite1_802,4.0,path_grd_close_small_048,10.0,path_fly_mid_special_047,,path_grd_mid_small_075,9.0,path_grd_mid_elite1_802,,,,2220010151,Jump,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Normal,3220010151.0,Jump,3220010151.0,Jump,3220010151.0,Jump,3220020151.0,Jump,3120010151.0,Jump,3120010151.0,Jump,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Jump,2220010151.0,Jump,2220040151.0,Drop,1320060251.0,Drop,3220010151.0,Drop,3220010151.0,Drop,3220010151.0,Drop,2220040151.0,Drop,3110010151.0,Drop,3110010151.0,Drop,3210020151.0,Normal,3210020151.0,Normal,2220010151.0,Dash,2220010151.0,Drop,2220010151.0,Dash,2220040151.0,Drop,2220010151.0,Dash,2220010151.0,Dash,2220040151.0,Normal,1320060151.0,Normal,,,,,,,,
6210058,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,54,15,,1310030151.0,path_fly_far_elite1_803,path_grd_mid_elite1_802,10.0,path_fly_far_small_040,12.0,path_fly_mid_special_016,9.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_070,10.0,path_fly_mid_special_016,10.0,,,,,1210010151,Drop,1210010151.0,Drop,3210030151.0,Drop,3310030251.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,3320070251.0,Dash,1210010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,1210040151.0,Drop,1210040151.0,Drop,1210040151.0,Drop,1210040151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3310020251.0,Drop,1310030151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,3220020151.0,Dash,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,,,,,,,,,,,,,,,,
6210059,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,24,24,21,,3320040151.0,path_grd_far_small_044,path_grd_mid_elite2_805,,path_grd_close_special_064,8.0,path_grd_mid_small_043,12.0,path_grd_close_elite2_804,0.0,path_grd_mid_elite1_802,10.0,path_grd_far_special_066,10.0,,,,,2220030151,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,2220040151.0,Dash,3320060251.0,Dash,3320060251.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,3320060251.0,Dash,3320060251.0,Dash,2220030151.0,Drop,2220030151.0,Drop,2220040151.0,Drop,3320040151.0,Drop,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,,,,,,,,,,,,,,,,
6210060,wave_tower_default_001,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,6,40,0,,3420020111.0,path_grd_mid_centurion_902,path_grd_close_small_004,,path_grd_mid_small_061,,path_grd_mid_elite1_802,4.0,path_fly_mid_elite2_808,4.0,path_grd_mid_small_076,5.0,path_grd_mid_elite1_802,,,,,,3420020111,Normal,,,,,,,1220010111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,3220040111.0,Normal,1120010111.0,Normal,1120010111.0,Normal,2220040111.0,Normal,2220020111.0,Jump,2220030111.0,Jump,3220020111.0,Jump,2320030211.0,Dash,1110010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,2210020111.0,Jump,2220010111.0,Normal,2220010111.0,Normal,1220040111.0,Normal,1220040111.0,Normal,1120010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,3320060211.0,Drop,,,,,,,,,,,,,,,,
6210061,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,24,33,0,,1320060111.0,path_grd_close_elite1_801,path_grd_mid_small_055,10.0,path_fly_close_small_029,8.0,path_grd_mid_small_070,9.0,path_grd_close_elite2_804,0.0,path_grd_mid_special_025,10.0,path_fly_mid_small_053,10.0,,,,,1220010111,Dash,1220010111.0,Dash,3220020111.0,Dash,2320030211.0,Dash,1220040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,3320070211.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,3220020111.0,Dash,1220010111.0,Jump,1220010111.0,Jump,2320030211.0,Jump,2320030211.0,Dash,2120010111.0,Jump,2120010111.0,Jump,2220040111.0,Drop,1320060111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,,,,,,,,,,,,,,,,
6210062,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,42,6,,1320030111.0,path_fly_mid_small_024,path_grd_mid_elite2_805,,path_grd_mid_small_070,,path_grd_far_small_044,11.0,path_grd_mid_elite3_814,0.0,path_fly_mid_small_053,,path_grd_mid_small_046,,,,,,3210010111,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3220040111.0,Jump,3220040111.0,Jump,2320050211.0,Jump,2320050211.0,Jump,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Drop,2320010211.0,Drop,2320010211.0,Drop,1320030111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,2220040111.0,Dash,2220040111.0,Dash,2220050111.0,Dash,2220050111.0,Dash,,,,,,,,,,,,,,,,
6210063,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,15,51,0,,1320060111.0,path_fly_mid_special_047,path_grd_close_elite2_804,16.0,path_grd_mid_small_070,,path_fly_close_small_029,12.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_039,6.0,path_grd_mid_special_025,14.0,,,,,1110010111,Dash,1110010111.0,Dash,1210020111.0,Drop,1210020111.0,Drop,3220040111.0,Jump,3220040111.0,Jump,2320050211.0,Jump,2320050211.0,Jump,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,2220040111.0,Jump,2220040111.0,Jump,1320060211.0,Drop,1320060111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,3220020111.0,Drop,,,,,,,,,,,,,,,,
6210064,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,36,33,0,,3320060111.0,path_grd_mid_small_049,path_grd_close_elite2_804,,path_grd_mid_small_043,,path_grd_close_small_013,12.0,path_grd_mid_small_043,,path_fly_mid_elite1_802,0.0,path_grd_close_special_064,,path_grd_mid_small_043,5.0,path_grd_close_small_042,5.0,1220050111,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3320060211.0,Dash,3320060211.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3210040111.0,Drop,3210040111.0,Drop,3210030111.0,Drop,1310040211.0,Drop,1220050111.0,Dash,1220050111.0,Dash,3220050111.0,Drop,3320060111.0,Drop,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash
6210065,wave_tower_default_001,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,36,21,,3320020111.0,path_fly_mid_small_030,path_grd_mid_elite2_805,5.0,path_grd_far_special_066,4.0,path_fly_mid_small_039,10.0,path_grd_mid_elite2_808,0.0,path_fly_mid_small_050,,path_grd_far_small_044,,,,,,1210010111,Drop,1210010111.0,Drop,1210010111.0,Drop,3210030111.0,Drop,2220020111.0,Dash,2220020111.0,Dash,3320020211.0,Drop,3320020211.0,Drop,2220020111.0,Dash,3220070111.0,Dash,3220060111.0,Drop,3220060111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,3220070111.0,Dash,3220070111.0,Dash,2320020211.0,Drop,3320020111.0,Drop,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,3210030111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,,,,,,,,,,,,,,,,
6210066,wave_tower_default_001,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,9,51,12,normal,,path_fly_mid_small_050,path_grd_mid_special_065,8.0,path_grd_far_small_044,10.0,path_grd_close_elite1_801,3.0,path_grd_far_small_050,,path_grd_mid_special_025,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,3210020111,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,2220040111.0,Drop,1220030111.0,Dash,2220040111.0,Dash,1220030111.0,Dash,2220040111.0,Dash,1220030111.0,Jump,1220030111.0,Jump,2220040111.0,Drop,1320030211.0,Drop,1220030111.0,Drop,3220070111.0,Drop,1220030111.0,Drop,3220070111.0,Drop,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,2220040111.0,Drop,1220030111.0,Dash,3220070111.0,Dash,1220030111.0,Dash,3220070111.0,Dash,1220030111.0,Dash,1220030111.0,Dash,3220070111.0,Drop,1320060111.0,Drop,,,,,,,,
6210067,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,9,39,0,,3320040111.0,path_grd_mid_small_052,path_grd_close_elite2_807,,path_grd_mid_small_049,8.0,path_fly_mid_small_030,11.0,path_grd_mid_elite2_808,0.0,path_fly_mid_small_053,,path_grd_mid_small_052,11.0,,,,,3220030111,Dash,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220050111.0,Dash,2220050111.0,Dash,2320020211.0,Drop,3320040211.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,2220050111.0,Drop,1210040111.0,Drop,1210040111.0,Drop,1210040111.0,Drop,1210040111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,2320020211.0,Drop,3320040111.0,Dash,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,1210040111.0,Drop,2220050111.0,Normal,2220050111.0,Normal,2220050111.0,Normal,2220050111.0,Normal,,,,,,,,,,,,,,,,
6210068,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,24,30,0,,1310030111.0,path_grd_close_elite1_801,path_fly_mid_elite1_802,10.0,path_grd_close_small_042,,path_grd_mid_small_070,11.0,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_grd_mid_small_011,,,,,,2220030111,Dash,2220030111.0,Dash,2220030111.0,Drop,3320070211.0,Drop,3210010111.0,Jump,3210010111.0,Jump,3210010111.0,Drop,1310030211.0,Drop,3220010111.0,Dash,3220010111.0,Dash,3220010111.0,Dash,3220010111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,3220020111.0,Dash,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Drop,1320030211.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,1310030111.0,Drop,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,,,,,,,,,,,,,,,,
6210069,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,18,15,,1320030111.0,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,,,,,,1220010111,Dash,1220010111.0,Dash,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2320030211.0,Dash,1210010111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,1210030111.0,Drop,3220060111.0,Jump,3220060111.0,Jump,1220010111.0,Drop,1320030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
