stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6115003,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,0,45,15,,1320060131.0,path_grd_mid_small_043,path_fly_mid_elite2_808,,path_fly_far_small_040,5.0,path_grd_mid_special_025,11.0,path_fly_far_elite1_803,0.0,path_grd_mid_elite1_802,10.0,path_fly_mid_small_024,5.0,,,,,,,1220060131,Dash,1220060131,Dash,1220060131,Dash,1220060131,Dash,1210030131,Dash,1210030131,Dash,3310010231,Dash,3310010231,Dash,1210030131,Dash,1210030131,Dash,2210040131,Dash,2210040131,Dash,2120010131,Dash,2120010131,Dash,1220060131,Drop,2220040131,Drop,1210030131,Jump,1210030131,Jump,2210040131,Drop,1310040231,Drop,1220060131.0,Jump,1220060131.0,Jump,2220040131.0,Drop,1320060131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6115004,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,21,12,0,,3320010121.0,path_grd_close_small_001,path_grd_close_small_013,4.0,path_fly_mid_small_050,8.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,,,,,,,,,,,,3220050121,Drop,3220050121,Drop,3120010121,Dash,3120010121,Dash,3220040121,Jump,3220040121,Jump,1110010121,Jump,2320010221,Jump,1110010121,Dash,1110010121,Dash,1110010121,Dash,1110010121,Dash,3220050121,Dash,3220050121,Dash,2120010121,Drop,3320010121,Drop,2120010121,Dash,2120010121,Dash,2120010121,Dash,2120010121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115005,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,21,12,0,,1310020121.0,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_grd_close_small_013,,path_fly_close_elite1_801,0.0,path_fly_mid_small_039,7.0,,,,,,,,,,,3210010121,Drop,3210010121,Drop,2110010121,Dash,2110010121,Dash,2110010121,Drop,2110010121,Drop,2210010121,Drop,1310030221,Drop,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220020121,Dash,3210010121,Dash,3210010121,Dash,2110010121,Drop,1310020121,Drop,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210010121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115006,wave_lostsector_003,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,0,45,15,normal,,path_grd_mid_small_002,path_grd_far_small_071,,path_grd_mid_small_052,,path_grd_mid_special_025,3.0,path_fly_mid_small_053,10.0,path_grd_mid_small_073,9.0,path_grd_mid_small_076,5.0,path_grd_far_elite1_803,7.0,,,,,3220030131,Drop,3220030131,Drop,3220070131,Dash,3220070131,Dash,3220030131,Dash,3220030131,Dash,3220030131,Dash,2220040131,Dash,3220030131,Jump,3220070131,Jump,3220030131,Jump,3220070131,Jump,1120010131,Jump,1120010131,Jump,3220030131,Drop,1320010231,Drop,3210040131,Drop,3210040131,Drop,3210040131,Drop,3210030131,Drop,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220070131.0,Dash,3220030131.0,Dash,3220070131.0,Dash,3220030131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,2220040131.0,Drop,3320020131.0,Drop,,,,,,,,,,,,,,,,
6115007,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,0,24,12,,1320060131.0,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,6.0,,,,,,,,,,,3220040131,Dash,3220040131,Dash,3220040131,Dash,2220040131,Dash,3220040131,Drop,3220040131,Drop,1220050131,Dash,1320060231,Dash,3210020131,Dash,3210020131,Dash,3210020131,Dash,3210030131,Dash,3220040131,Dash,3220040131,Dash,2220040131,Drop,1320060131,Drop,3220040131,Dash,3220040131,Dash,3220040131,Dash,2220040131,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115008,wave_lostsector_003,Defense,90,8,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,0,48,6,20,,path_grd_mid_elite2_808,path_grd_mid_small_040,9.0,path_grd_far_small_044,,path_fly_mid_special_016,,path_grd_mid_elite2_808,3.0,path_fly_mid_elite1_802,,,,,,,,,,1220060131,Normal,1220060131,Normal,2320020231,Drop,3320030231,Drop,1220060131,Normal,1220060131,Normal,3220020131,Normal,2320040231,Normal,1220060131,Normal,3220060131,Drop,1220060131,Normal,3220060131,Drop,3110010131,Drop,3110010131,Drop,2210020131,Dash,2310030231,Dash,1220060131,Normal,3220060131,Dash,2320020131,Drop,3320030231,Dash,2210020131.0,Jump,2210020131.0,Jump,1210010131.0,Drop,2310030231.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115009,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,0,36,21,,1320040121.0,path_fly_mid_special_016,path_grd_far_elite1_803,12.0,path_fly_mid_small_005,4.0,path_fly_far_small_009,10.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_049,10.0,path_fly_far_small_031,4.0,,,,,,,2110010121,Drop,2110010121,Drop,2210020121,Drop,2310020221,Drop,2220030121,Dash,2220030121,Dash,2220040121,Drop,2320050221,Drop,2210020121,Jump,2210020121,Jump,2210020121,Jump,2210040121,Jump,2210020121,Jump,2210020121,Jump,2210020121,Jump,2210040121,Jump,2210020121,Dash,2210020121,Dash,2210040121,Drop,3310010221,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,1320040121.0,Drop,2210020121.0,Drop,2210040121.0,Drop,2210020121.0,Drop,2210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6115010,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,0,18,24,,3320020121.0,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,11.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,,,,,2220030121,Dash,2220030121,Dash,2220030121,Dash,2220030121,Dash,1120010121,Dash,1120010121,Dash,3220070121,Drop,3320020221,Drop,2220030121,Dash,3220070121,Dash,2220030121,Dash,3220070121,Dash,1120010121,Jump,1120010121,Jump,1120010121,Jump,2220040121,Jump,2220030121,Dash,2220030121,Dash,3220070121,Drop,3320020121,Drop,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115011,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,0,18,15,,1320030121.0,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,,,,,,,,1220010121,Dash,1220010121,Dash,3220060121,Jump,3220060121,Jump,3220060121,Dash,3220060121,Dash,3220060121,Dash,2320030221,Dash,2210040121,Drop,1210030121,Drop,2210040121,Drop,1210030121,Drop,3220060121,Jump,3220060121,Jump,1220010121,Drop,1320030121,Drop,1210030121,Drop,2210040121,Drop,1210030121,Drop,2210040121,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115012,wave_lostsector_003,Defense,90,9,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,0,27,21,20,,path_grd_mid_elite3_811,path_fly_far_small_009,12.0,path_grd_mid_elite1_802,,path_fly_far_elite1_803,,path_grd_mid_elite2_805,,path_grd_far_small_041,,,,,,,,,,3220050121,Dash,3320040121,Normal,3320040121,Normal,3320040121,Normal,2210020121,Dash,2210020121,Dash,1210040121,Dash,2310030221,Dash,3220020121,Jump,3220020121,Jump,2220050121,Drop,2320040221,Normal,2210020121,Dash,2210020121,Dash,1210040121,Jump,2310030221,Drop,3220020121,Normal,3220020121,Normal,3320040121,Jump,3320040121,Jump,3220020121.0,Drop,2220050121.0,Drop,3220020121.0,Drop,2320040221.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115013,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,30,30,0,,1310030131.0,path_fly_mid_elite1_802,path_grd_close_elite1_801,5.0,path_fly_mid_small_039,11.0,path_fly_close_special_044,,path_fly_mid_elite2_805,0.0,path_grd_close_small_069,10.0,path_fly_mid_small_039,8.0,,,,,,,1210010131,Dash,1210010131,Dash,3210030131,Drop,3310030231,Drop,2220030131,Dash,2220030131,Dash,2220040131,Drop,3320070231,Drop,1210010131,Dash,1210010131,Dash,1210010131,Dash,1210010131,Dash,2110010131,Drop,2110010131,Drop,2210010131,Drop,2210010131,Drop,1210010131,Jump,1210010131,Jump,3310020231,Drop,1310030131,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6115014,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,21,12,0,,2320030131.0,path_grd_close_small_048,path_grd_mid_small_070,7.0,path_fly_close_small_029,7.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,8.0,,,,,,,,,,,3220010131,Drop,3220010131,Drop,3220010131,Drop,2320030231,Drop,2220010131,Dash,2220010131,Dash,2220010131,Dash,3220070131,Dash,3210020131,Drop,3210020131,Drop,3210020131,Drop,3210020131,Drop,3220010131,Jump,3220010131,Jump,2220010131,Drop,2320030131,Drop,3220010131,Dash,3220010131,Dash,3220070131,Dash,3220070131,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115015,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,30,18,0,,3320050131.0,path_grd_close_small_067,path_grd_mid_small_012,,path_grd_mid_small_046,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,6.0,path_grd_close_special_064,3.0,,,,,,,,,1220060131,Dash,1220060131,Dash,1220060131,Drop,2320020231,Drop,3220030131,Dash,3220030131,Dash,1220050131,Dash,1220050131,Dash,1220050131,Drop,1220050131,Drop,1220050131,Drop,1220050131,Drop,2120010131,Jump,2120010131,Jump,2220040131,Drop,3320050131,Drop,1220050131,Dash,1220050131,Dash,1220050131,Dash,1220050131,Dash,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115016,wave_lostsector_003,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,24,33,0,normal,,path_grd_close_elite1_801,path_grd_mid_small_043,4.0,path_grd_mid_small_040,5.0,path_grd_mid_elite1_802,2.0,path_fly_mid_small_030,,path_grd_close_small_069,4.0,path_grd_mid_small_076,4.0,path_grd_close_elite1_801,,,,,,3220040131,Dash,3220040131,Dash,2220040131,Drop,3320020231,Drop,3220040131,Dash,2220040131,Dash,3220040131,Dash,2220040131,Dash,3220040131,Dash,3220040131,Dash,3220040131,Dash,3220070131,Dash,3220040131,Jump,3220040131,Jump,3220070131,Drop,3320020231,Drop,3210040131,Drop,3210040131,Drop,3210040131,Drop,1310040231,Drop,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220070131.0,Dash,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Drop,1320010131.0,Drop,,,,,,,,,,,,,,,,
6115017,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,24,12,0,,1310020121.0,path_fly_mid_small_002,path_grd_close_elite1_801,6.0,path_fly_close_small_029,,path_fly_close_elite1_801,0.0,path_grd_mid_small_052,6.0,,,,,,,,,,,2210010121,Drop,2210010121,Drop,2210040121,Drop,2210040121,Drop,3220040121,Jump,3220040121,Jump,2220040121,Dash,2320010221,Dash,2210040121,Drop,2210040121,Drop,2210010121,Drop,2210010121,Drop,2210010121,Dash,2210010121,Dash,3210030121,Drop,1310020121,Drop,3220040121,Dash,3220040121,Dash,3220040121,Dash,3220040121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115018,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,42,15,0,,3320060121.0,path_grd_close_small_007,path_fly_mid_small_036,4.0,path_fly_close_special_044,6.0,path_grd_mid_elite1_802,0.0,path_fly_close_special_046,6.0,path_fly_close_small_035,3.0,,,,,,,,,1220060121,Drop,1220060121,Drop,1220050121,Drop,1320030221,Drop,2210020121,Dash,2210020121,Dash,2210020121,Dash,2210020121,Dash,3210040121,Drop,3210040121,Drop,3210010121,Drop,3210030121,Drop,2120010121,Dash,2120010121,Dash,1220050121,Drop,3320060121,Drop,2110010121,Dash,2110010121,Dash,3210040121,Drop,3210040121,Drop,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115019,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,0,36,21,,3320020131.0,path_grd_mid_small_073,path_grd_far_elite1_803,3.0,path_fly_mid_elite1_802,8.0,path_grd_mid_small_043,5.0,path_fly_far_small_031,0.0,path_grd_mid_elite1_802,8.0,path_grd_mid_small_043,5.0,path_fly_far_small_040,10.0,,,,,3220070131,Drop,3220070131,Drop,3220070131,Drop,2220040131,Dash,1220060131,Jump,1220060131,Jump,3220070131,Drop,3320020231,Drop,3210010131,Dash,3210010131,Dash,2210040131,Drop,1310030231,Drop,3220070131,Jump,2220040131,Jump,3220070131,Jump,2220040131,Jump,2210040131,Drop,2210040131,Drop,2210040131,Drop,1310040231,Drop,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Drop,3320020131.0,Drop,1220060131.0,Dash,1220060131.0,Dash,3220070131.0,Drop,3220070131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,,,,,,,,,,,,,,,,
6116001,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,21,21,0,,3320060151.0,path_grd_mid_small_002,path_grd_close_elite1_801,7.0,path_fly_mid_small_050,,path_grd_close_small_048,,path_grd_mid_elite1_802,0.0,path_grd_close_small_051,6.0,,,,,,,,,2220020151,Drop,2220020151,Drop,1220050151,Dash,1220050151,Dash,2220020151,Dash,2220020151,Dash,1220050151,Drop,3320060251,Drop,1210040151,Dash,1210040151,Dash,1210040151,Dash,3210040151,Drop,1220050151,Jump,1220050151,Jump,1220050151,Jump,1220050151,Jump,2220020151,Dash,2220020151,Dash,2220040151,Drop,3320060151,Drop,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116002,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,27,18,0,,2320030151.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,,,,,,,,1220040151,Jump,1220040151,Jump,1220050151,Drop,2320030251,Drop,1220040151,Dash,1220050151,Dash,1220040151,Dash,1220050151,Dash,1220040151,Drop,1220050151,Drop,1220040151,Drop,2220040151,Drop,1110010151,Drop,1110010151,Drop,3210040151,Drop,3210040151,Drop,1220040151,Drop,1220040151,Drop,3220020151,Drop,2320030151,Drop,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6116003,wave_lostsector_003,Defense,90,8,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,24,63,0,20,,path_grd_mid_elite1_802,path_fly_close_small_041,12.0,path_grd_mid_special_025,,path_grd_close_small_036,,path_grd_mid_elite2_805,3.0,path_grd_close_small_036,,path_fly_mid_special_047,10.0,path_grd_mid_small_075,,path_fly_close_small_001,,path_fly_mid_elite2_805,10.0,1220060151,Normal,1220060151,Normal,2220040151,Drop,1320030251,Drop,2210020151,Drop,2210020151,Drop,2210020151,Drop,3210040151,Drop,1120010151,Jump,1120010151,Jump,1220050151,Drop,2220040151,Jump,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220060151,Normal,1220060151,Normal,2320050251,Drop,2320050151,Normal,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,2320040251.0,Normal,3110010151.0,Dash,3110010151.0,Dash,3210040151.0,Drop,3210030151.0,Drop,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,1220060151.0,Normal,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,2310030251.0,Normal,1220060151.0,Normal,1220060151.0,Normal,2320050251.0,Normal,3320070251.0,Drop
6116004,wave_lostsector_003,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,27,39,0,normal,,path_grd_close_small_042,path_grd_close_small_051,,path_grd_mid_small_070,,path_grd_mid_special_025,3.0,path_fly_mid_small_030,10.0,path_grd_mid_small_070,8.0,path_grd_close_small_051,,path_grd_mid_small_075,,path_grd_close_elite1_801,7.0,,,1220010151,Dash,1220010151,Dash,1220010151,Dash,1220010151,Dash,1220010151,Jump,1220050151,Jump,1220010151,Jump,1220050151,Jump,1220060151,Drop,1220060151,Drop,1220060151,Drop,1220050151,Drop,3120010151,Jump,3120010151,Jump,1220060151,Drop,1320030251,Drop,3210040151,Drop,3210040151,Drop,3210040151,Drop,3210040151,Drop,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,2220040151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220060151.0,Drop,1220060151.0,Drop,1220060151.0,Drop,2220040151.0,Drop,1220010151.0,Jump,1220010151.0,Jump,1220050151.0,Drop,1320030151.0,Drop,,,,,,,,
6116005,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,18,15,9,,2310020151.0,path_grd_close_small_048,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_grd_close_small_054,7.0,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,,,,,,,,1220040151,Jump,1220040151,Jump,1220040151,Jump,1220040151,Jump,3210040151,Dash,3210040151,Dash,3210030151,Drop,2310020251,Drop,2210010151,Drop,2210010151,Drop,2210010151,Drop,3210030151,Drop,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220050151,Drop,2210010151,Dash,2210010151,Dash,3210030151,Drop,2310020151,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116006,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,33,36,0,,3320060151.0,path_grd_mid_small_002,path_grd_close_elite2_804,,path_grd_close_small_042,9.0,path_fly_close_small_029,10.0,path_grd_mid_small_043,4.0,path_fly_mid_elite2_808,0.0,path_grd_mid_special_065,5.0,path_grd_close_small_042,6.0,path_grd_close_small_042,3.0,,,1220040151,Drop,1220040151,Drop,1220050151,Dash,1220050151,Dash,1220040151,Dash,1220040151,Dash,3320060251,Jump,3320060251,Jump,1220050151,Dash,1220050151,Dash,1220050151,Dash,1220050151,Dash,2210040151,Dash,3210040151,Drop,2210040151,Dash,3210040151,Drop,1220050151,Dash,1220050151,Dash,1220050151,Dash,1220050151,Dash,2210040151.0,Dash,2210040151.0,Dash,3310020251.0,Dash,3310020251.0,Dash,1220050151.0,Jump,1220050151.0,Jump,1120010151.0,Drop,3320060151.0,Drop,1220040151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,,,,,,,,
6116007,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,0,18,24,,3320020131.0,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,11.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,,,,,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220030131,Dash,1120010131,Dash,1120010131,Dash,3220070131,Drop,3320020231,Drop,2220030131,Dash,3220070131,Dash,2220030131,Dash,3220070131,Dash,1120010131,Jump,1120010131,Jump,1120010131,Jump,2220040131,Jump,2220030131,Dash,2220030131,Dash,3220070131,Drop,3320020131,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
