stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501022,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,12,18,18,3320020151,path_grd_far_elite1_803,path_grd_mid_small_012,9.0,path_fly_mid_small_027,7.0,path_fly_mid_small_036,,path_grd_close_small_051,0.0,path_grd_far_elite1_803,4.0,path_fly_close_small_038,8.0,,,3120010151,Jump,3220030151.0,Jump,3220070151.0,Drop,3320020251.0,Drop,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,2220040151.0,Dash,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,1210040151.0,Jump,1210010151.0,Dash,1210010151.0,Dash,1210020151.0,Drop,1210020151.0,Drop,3220030151.0,Jump,3220030151.0,Jump,3220030151.0,Jump,1320040251.0,Jump,3120010151.0,Jump,3120010151.0,Jump,3220070151.0,Drop,3320020151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,,,,,,,,
6501023,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,9,39,0,2320060151,path_grd_mid_small_052,path_grd_close_elite2_807,,path_grd_mid_small_049,8.0,path_fly_mid_small_030,,path_grd_mid_elite1_802,0.0,path_fly_mid_small_053,5.0,path_grd_mid_small_052,10.0,,,1220020151,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,3220020151.0,Dash,2320060251.0,Drop,2320060251.0,Drop,1220020151.0,Drop,1220020151.0,Drop,1220020151.0,Drop,2220050151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,1210040151.0,Drop,1220020151.0,Dash,3220020151.0,Dash,3320040251.0,Drop,2320060151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,1210040151.0,Drop,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,3220020151.0,Dash,,,,,,,,
6501024,wave_eventdungeon_004,Campaign,180,6,False,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,19,30,0,1420020151,path_grd_mid_centurion_902,path_fly_close_small_035,,path_grd_close_small_042,8.0,path_grd_mid_elite2_805,4.0,path_fly_close_small_001,,path_grd_mid_small_055,,path_grd_mid_special_065,4.0,,,1420020151,Normal,,,,,,,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,2120010151.0,Jump,2120010151.0,Jump,3220050151.0,Dash,3220050151.0,Drop,1120010151.0,Drop,1120010151.0,Drop,1120010151.0,Drop,2320020251.0,Drop,3210020151.0,Dash,2110010151.0,Dash,2110010151.0,Dash,3210020151.0,Dash,1120010151.0,Jump,1120010151.0,Jump,2120010151.0,Jump,2120010151.0,Jump,3120010151.0,Drop,3120010151.0,Dash,3120010151.0,Dash,3320060251.0,Drop,,,,,,,,
6501101,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,21,12,0,3320010111,path_grd_close_small_001,path_grd_close_small_013,4.0,path_fly_mid_small_050,8.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,,,,,,,,3220050111,Drop,3220050111.0,Drop,3120010111.0,Dash,3120010111.0,Dash,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,2320010211.0,Jump,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Drop,3320010111.0,Drop,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501102,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,6,27,0,1310030111,path_fly_mid_small_018,path_fly_mid_small_005,6.0,path_grd_close_small_039,,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,,,,2210020111,Dash,2210020111.0,Dash,1110010111.0,Drop,1110010111.0,Drop,1110010111.0,Dash,1110010111.0,Dash,2210020111.0,Dash,1310020211.0,Dash,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,2210020111.0,Drop,2210020111.0,Drop,1110010111.0,Drop,1310030111.0,Drop,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,1210040111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
6501103,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,0,33,0,3320030111,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,1210010111.0,Drop,2310040211.0,Drop,2220030111.0,Jump,3220020111.0,Jump,2220030111.0,Jump,3320030111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501104,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,15,18,0,1320040111,path_grd_mid_small_049,path_grd_close_small_054,7.0,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_070,7.0,,,,,,,3120010111,Drop,3120010111.0,Drop,3120010111.0,Drop,2220040111.0,Dash,1220040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,2320050211.0,Drop,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,1220040111.0,Jump,1220040111.0,Jump,2220040111.0,Dash,1320040111.0,Drop,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501105,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,12,21,0,2320030111,path_grd_mid_small_002,path_grd_close_small_067,6.0,path_grd_mid_small_011,6.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_048,,,,,,,,3220050111,Drop,3220050111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Drop,1320030211.0,Drop,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220020111.0,Drop,2320030111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501106,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,30,18,0,2320030111,path_grd_close_small_067,path_grd_mid_small_012,,path_grd_mid_small_046,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,6.0,path_grd_close_special_064,3.0,,,,,3220030111,Dash,3220030111.0,Dash,3220030111.0,Drop,2320020211.0,Drop,3220030111.0,Dash,3220030111.0,Dash,1220050111.0,Dash,3220080111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,3220080111.0,Drop,2120010111.0,Jump,2120010111.0,Jump,2220040111.0,Drop,3320050211.0,Drop,1220050111.0,Dash,3220080111.0,Drop,1220050111.0,Dash,2320030111.0,Dash,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,3220080111.0,Drop,,,,,,,,,,,,,,,,
6501107,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,48,12,2320050111,path_grd_far_small_003,path_grd_mid_elite1_802,7.0,path_fly_mid_special_016,4.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,10.0,path_grd_mid_special_025,,,,,,2220010111,Drop,2220010111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,2220010111.0,Jump,2220010111.0,Jump,3220060111.0,Drop,2320050211.0,Drop,3110010111.0,Drop,3110010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,3220060111.0,Drop,2320050111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Drop,3120010111.0,Drop,,,,,,,,,,,,,,,,
6501108,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,0,24,12,3320070111,path_grd_mid_small_002,path_grd_mid_elite1_802,7.0,path_grd_far_small_053,,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,,,,,,,,2220030111,Jump,2220030111.0,Jump,2220030111.0,Dash,2220040111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,3320070211.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,3320070111.0,Drop,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501109,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,6,51,0,2320050111,path_grd_mid_special_025,path_fly_mid_small_030,10.0,path_grd_close_small_013,4.0,path_grd_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,path_grd_mid_small_043,3.0,,,,,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210040111.0,Drop,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,3220080111.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220080111.0,Drop,1320030211.0,Drop,3120010111.0,Dash,3120010111.0,Dash,1220050111.0,Drop,2320050111.0,Dash,1220050111.0,Dash,3220080111.0,Drop,1220050111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,
6501110,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,33,12,0,3320010111,path_grd_mid_small_052,path_fly_close_elite1_801,6.0,path_grd_mid_small_058,,path_grd_close_elite1_801,0.0,path_fly_close_special_046,6.0,,,,,,,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,1310020211.0,Drop,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Drop,3320010111.0,Drop,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Drop,1210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6501111,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,30,0,2320060111,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_fly_mid_small_039,,,,,,,,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,2310040211.0,Dash,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Drop,2320060111.0,Drop,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,2310040211.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501112,wave_eventdungeon_004,Campaign,180,5,False,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,16,27,0,2420040111,path_grd_mid_centurion_902,path_grd_mid_small_002,,path_fly_mid_elite2_808,4.0,path_grd_close_elite1_801,4.0,path_grd_close_small_036,3.0,path_fly_mid_small_008,,path_grd_mid_small_011,3.0,,,2420040111,Normal,,,,,,,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1220040111.0,Dash,2120010111.0,Dash,2120010111.0,Jump,2320070211.0,Jump,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,2220020111.0,Drop,1210010111.0,Jump,1210010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,2120010111.0,Drop,2120010111.0,Drop,1120010111.0,Drop,1320030211.0,Drop,,,,,,,,
6501113,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,6,30,0,3320070111,path_grd_mid_small_049,path_fly_mid_elite1_802,7.0,path_grd_mid_small_058,,path_grd_mid_elite1_802,0.0,path_fly_close_small_023,6.0,,,,,,,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Dash,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1310030211.0,Drop,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3210030111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501114,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,0,36,0,2310050111,path_fly_mid_small_018,path_grd_mid_elite1_802,,path_grd_mid_small_055,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_049,6.0,,,,,,,2210020111,Dash,2210020111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1220050111.0,Drop,3220030111.0,Drop,1220050111.0,Drop,1320030211.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220010111.0,Dash,3210040111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2310050111.0,Drop,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501115,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,0,33,0,3320030111,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,1210010111.0,Drop,2310040211.0,Drop,2220030111.0,Jump,3220020111.0,Jump,2220030111.0,Jump,3320030111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501116,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,6,27,0,3320070111,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,8.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,,,,1220010111,Dash,1220010111.0,Dash,1120010111.0,Drop,1120010111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,3320010211.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,3220020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501117,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,30,18,0,2320030111,path_grd_close_small_067,path_grd_mid_small_012,,path_grd_mid_small_046,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,6.0,path_grd_close_special_064,3.0,,,,,3220030111,Dash,3220030111.0,Dash,3220030111.0,Drop,2320020211.0,Drop,3220030111.0,Dash,3220030111.0,Dash,1220050111.0,Dash,3220080111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,2120010111.0,Jump,2120010111.0,Jump,2220040111.0,Drop,3320050211.0,Drop,1220050111.0,Dash,3220080111.0,Drop,1220050111.0,Dash,2320030111.0,Dash,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,3220080111.0,Drop,,,,,,,,,,,,,,,,
6501118,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,21,6,6,3320050111,path_grd_close_small_051,path_grd_mid_small_068,7.0,path_fly_far_small_003,7.0,path_fly_close_elite1_801,0.0,path_grd_close_small_067,10.0,,,,,,,3220050111,Dash,3220050111.0,Dash,3220050111.0,Jump,2220040111.0,Jump,2220010111.0,Dash,2220020111.0,Dash,3220020111.0,Dash,2320020211.0,Drop,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Drop,2310050211.0,Drop,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,3320050111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501119,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,6,51,0,2320050111,path_grd_mid_special_025,path_fly_mid_small_030,10.0,path_grd_close_small_013,4.0,path_grd_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,path_grd_mid_small_043,3.0,,,,,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210040111.0,Drop,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,1220050111.0,Drop,1320030211.0,Drop,3120010111.0,Dash,3120010111.0,Dash,1220050111.0,Drop,2320050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,
6501120,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,24,12,1320060111,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_fly_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Drop,3220040111.0,Drop,1220050111.0,Dash,1320060211.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3310040211.0,Drop,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,1320060111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501121,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,0,36,12,2320070111,path_fly_mid_small_005,path_grd_mid_special_065,10.0,path_grd_far_small_074,10.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,8.0,path_grd_mid_small_070,0.0,,,,,3210010111,Dash,3210030111.0,Dash,3210010111.0,Dash,3310040211.0,Dash,3120010111.0,Dash,3120010111.0,Dash,2220020111.0,Drop,2320070211.0,Drop,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3310040211.0,Drop,2220020111.0,Dash,2220020111.0,Dash,3220060111.0,Dash,2320070111.0,Jump,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,2310010211.0,Drop,,,,,,,,,,,,,,,,
6501122,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,42,6,0,2320050111,path_grd_close_small_048,path_grd_close_small_069,,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_close_special_064,6.0,path_grd_close_small_042,3.0,,,,,1220040111,Drop,1220040111.0,Drop,1220040111.0,Drop,2320050211.0,Drop,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1220050111.0,Drop,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3120010111.0,Dash,3120010111.0,Dash,1220050111.0,Drop,2320010211.0,Drop,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,2320050111.0,Drop,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,,,,,,,,,,,,,,,,
6501123,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,12,30,0,3320010111,path_grd_mid_special_025,path_fly_close_small_029,7.0,path_grd_mid_small_058,7.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_045,6.0,,,,,,,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Drop,2320050211.0,Drop,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,3320010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6501124,wave_eventdungeon_004,Campaign,180,6,False,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,13,27,0,2420030111,path_grd_mid_centurion_902,path_grd_mid_small_040,,path_grd_mid_small_075,,path_grd_mid_elite2_805,4.0,path_grd_close_small_001,,path_fly_close_small_049,8.0,path_grd_mid_small_075,,,,2420030111,Normal,,,,,,,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,1120010111.0,Drop,1120010111.0,Drop,3220030111.0,Drop,2320030211.0,Drop,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,3220020111.0,Jump,2210020111.0,Normal,1210010111.0,Normal,2110010111.0,Normal,2110010111.0,Normal,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2320050211.0,Dash,,,,,,,,
