stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6501421,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,1310010111,path_grd_close_small_045,2220010111,Dash,2220010111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_fly_mid_small_050,,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,3210030111.0,Drop,path_grd_mid_elite2_805,,2220020111.0,Dash,2220020111.0,Dash,2320050211.0,Jump,2320050211.0,Jump,path_fly_mid_small_036,10.0,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,path_fly_mid_elite2_808,0.0,1210030111.0,Dash,1210030111.0,Dash,1310030211.0,Dash,1310030211.0,Dash,19,32,6,path_fly_mid_elite2_805,10.0,1210020111.0,Dash,1210020111.0,Dash,1310040211.0,Drop,1310010111.0,Drop,path_grd_close_small_042,,2220010111.0,Jump,2220050111.0,Jump,2220010111.0,Jump,2220050111.0,Jump,path_fly_close_small_049,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,3210030111.0,Drop,,,,,,,,,,,,,,,,,,,,
6501422,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,2310020111,path_grd_close_small_007,2220020111,Drop,2220020111.0,Drop,1220050111.0,Drop,1320030211.0,Drop,path_fly_mid_small_036,4.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,path_fly_close_special_044,6.0,3210040111.0,Drop,3210040111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,path_grd_mid_elite1_802,0.0,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,3320060211.0,Drop,path_fly_close_special_046,10.0,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,2310020111.0,Drop,29,26,2,path_fly_close_small_035,3.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501423,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,2320020111,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220020111.0,Drop,3320050211.0,Drop,path_fly_mid_small_036,7.0,3210030111.0,Dash,2210040111.0,Dash,3210010111.0,Dash,2210040111.0,Dash,path_grd_mid_small_058,7.0,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_small_042,,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3210010111.0,Drop,path_fly_mid_small_030,0.0,1210010111.0,Drop,1210010111.0,Drop,2210040111.0,Drop,2310050211.0,Drop,0,51,3,path_grd_mid_elite1_802,,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Drop,2320020111.0,Jump,path_grd_mid_small_043,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501424,wave_eventdungeon_006,Campaign,180,6,False,False,point_grd_ocean_001,point_fly_ocean_sky_001,sbg_ocean_sky_001,Ocean,Day,ibg_ocean_001,1410010111,path_fly_mid_centurion_901,1410010111,Normal,,,,,,,path_fly_mid_small_018,,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,path_fly_mid_small_002,4.0,1210010111.0,Drop,1210010111.0,Drop,1210020111.0,Dash,1210020111.0,Dash,path_fly_mid_small_030,,1110010111.0,Dash,1110010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,path_fly_mid_small_042,3.0,2210040111.0,Drop,1210030111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,12,41,5,path_fly_mid_small_030,4.0,1210030111.0,Dash,1210030111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,path_fly_close_small_038,4.0,2210020111.0,Dash,2210020111.0,Dash,1210010111.0,Drop,1210010111.0,Drop,path_fly_mid_elite3_811,1110010111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,3210030111.0,Normal,4.0,path_fly_mid_small_042,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210010111.0,Dash,path_fly_close_small_038,4.0,3210020111.0,Dash,3210020111.0,Dash,1210010111.0,Drop,1310030211.0,Drop
6501425,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,2310020111,path_grd_close_small_048,1220040111,Jump,1220040111.0,Jump,1220040111.0,Jump,1220040111.0,Jump,path_fly_mid_elite1_802,,3210040111.0,Dash,3210040111.0,Dash,3210030111.0,Drop,2310020211.0,Drop,path_fly_mid_small_050,,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,path_grd_close_small_054,7.0,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_fly_far_elite1_803,0.0,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Drop,2310020111.0,Drop,15,17,10,path_fly_close_small_029,6.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501426,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2320030111,path_grd_close_small_067,3220030111,Dash,3220030111.0,Dash,3220030111.0,Drop,2320020211.0,Drop,path_grd_mid_small_012,,3220030111.0,Dash,3220030111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_grd_mid_small_046,4.0,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_close_elite1_801,0.0,2120010111.0,Jump,2120010111.0,Jump,2220040111.0,Drop,3320050211.0,Drop,path_grd_mid_small_043,6.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,2320030111.0,Dash,30,18,0,path_grd_close_special_064,3.0,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,1220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501427,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3320020111,path_grd_close_small_054,1220040111,Drop,1220040111.0,Drop,2220040111.0,Drop,2320030211.0,Drop,path_grd_mid_elite1_802,,1220040111.0,Dash,1220040111.0,Dash,3220070111.0,Drop,1320010211.0,Drop,path_fly_mid_special_047,8.0,2110010111.0,Dash,2110010111.0,Dash,2210010111.0,Drop,3210030111.0,Drop,path_grd_far_small_044,,1220040111.0,Dash,1220040111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,path_grd_mid_elite2_808,0.0,1220040111.0,Dash,1220040111.0,Dash,2320020211.0,Drop,3320020111.0,Drop,13,37,13,path_grd_mid_small_070,,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,2220040111.0,Dash,path_grd_far_small_038,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,2220040111.0,Dash,path_grd_far_small_044,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,,,,,,,,,,,,,,,,,,,,
6501428,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3320030111,path_grd_mid_small_002,3220050111,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_close_small_017,5.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_fly_mid_small_027,10.0,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,3310030211.0,Drop,path_grd_close_elite3_813,,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_grd_mid_elite1_802,0.0,1220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3320030111.0,Drop,27,19,2,path_fly_mid_small_036,10.0,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,3210040111.0,Dash,path_grd_close_small_042,,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501429,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,3320020111,path_grd_far_elite1_803,3120010111,Jump,3220030111.0,Jump,3220070111.0,Drop,3320020211.0,Drop,path_grd_mid_small_012,9.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Dash,path_fly_mid_small_027,7.0,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,1210040111.0,Jump,path_fly_mid_small_036,,1210010111.0,Dash,1210010111.0,Dash,1210020111.0,Drop,1210020111.0,Drop,path_grd_close_small_051,0.0,3220030111.0,Jump,3220030111.0,Jump,3220030111.0,Jump,1320040211.0,Jump,9,25,20,path_grd_far_elite1_803,4.0,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,3320020111.0,Drop,path_fly_close_small_038,8.0,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,path_grd_mid_small_043,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,12.0,,,,,,,,,,,,,,,,,,,
6501430,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2320060111,path_grd_mid_small_043,3220050111,Dash,2220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,path_grd_close_elite2_807,,3220050111.0,Dash,3220050111.0,Dash,2320020211.0,Drop,3320040211.0,Drop,path_grd_mid_small_070,,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,path_grd_close_small_039,10.0,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,path_grd_mid_elite2_805,0.0,3220020111.0,Dash,2220050111.0,Dash,3320040211.0,Drop,2320060111.0,Drop,21,33,0,path_grd_close_small_048,10.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3320040211.0,Drop,path_grd_mid_small_043,6.0,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,3220020111.0,Dash,path_grd_mid_small_043,3220020111.0,Dash,3220020111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,4.0,,,,,,,,,,,,,,,,,,,
6501431,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,3320050111,path_grd_close_small_051,3220050111,Dash,3220050111.0,Dash,3220050111.0,Jump,2220040111.0,Jump,path_grd_mid_small_068,7.0,2220010111.0,Dash,2220020111.0,Dash,3220020111.0,Dash,2320020211.0,Drop,path_fly_far_small_003,7.0,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,path_fly_close_elite1_801,0.0,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Drop,2310050211.0,Drop,path_grd_close_small_067,10.0,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,3320050111.0,Dash,30,15,6,path_grd_close_small_048,10.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220030111.0,Drop,path_grd_close_small_067,5.0,1220040111.0,Dash,1220040111.0,Dash,3220040111.0,Dash,2320020211.0,Drop,path_grd_mid_small_040,3220040111.0,Dash,3220040111.0,Dash,2220030111.0,Drop,2220030111.0,Drop,,,,,,,,,,,,,,,,,,,,
6501432,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,1320030111,path_grd_close_small_001,1220060111,Dash,1220060111.0,Dash,1220060111.0,Drop,2220040111.0,Drop,path_grd_mid_special_065,,3220060111.0,Dash,3220060111.0,Dash,1220060111.0,Drop,1320030211.0,Drop,path_grd_close_small_042,,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_special_025,12.0,1220060111.0,Jump,1220060111.0,Jump,2220010111.0,Drop,2220040111.0,Drop,path_grd_close_elite2_807,0.0,2220010111.0,Jump,2220010111.0,Jump,2320020211.0,Drop,1320030111.0,Drop,27,60,0,path_grd_mid_special_065,9.0,3220060111.0,Dash,3220060111.0,Dash,2220010111.0,Drop,2220040111.0,Drop,path_grd_close_small_048,9.0,1220060111.0,Drop,1220060111.0,Drop,1220060111.0,Drop,1220060111.0,Drop,path_grd_mid_special_065,3220060111.0,Jump,3220060111.0,Jump,2220010111.0,Drop,2220040111.0,Drop,10.0,,,,,,,,,,,,,,,,,,,
6501433,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,1320040111,path_grd_mid_small_005,3220010111,Dash,3220010111.0,Dash,3220010111.0,Dash,2220040111.0,Dash,path_grd_mid_small_070,,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,1320060211.0,Drop,path_fly_close_elite1_801,,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Drop,1310040211.0,Drop,path_fly_close_small_029,0.0,2210020111.0,Dash,2210020111.0,Dash,2210040111.0,Drop,1310040211.0,Drop,path_grd_close_elite2_807,,3220010111.0,Jump,3220010111.0,Jump,1320060211.0,Drop,1320040111.0,Drop,31,17,0,path_grd_mid_small_040,5.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_fly_mid_small_039,10.0,2210020111.0,Dash,2210040111.0,Dash,2210020111.0,Dash,2210040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501434,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2310050111,path_grd_close_small_042,3220030111,Dash,1220050111.0,Dash,3220030111.0,Dash,1220050111.0,Dash,path_grd_mid_elite2_805,,3220030111.0,Drop,2220040111.0,Drop,1320040211.0,Dash,1320040211.0,Dash,path_grd_close_small_048,7.0,1220040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,1220050111.0,Drop,path_fly_close_small_038,10.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,3210030111.0,Dash,path_fly_close_elite2_807,0.0,2110010111.0,Dash,2110010111.0,Dash,3310010211.0,Dash,3310010211.0,Dash,27,30,0,path_fly_mid_elite1_802,10.0,2110010111.0,Jump,2110010111.0,Jump,3210030111.0,Dash,2310050111.0,Drop,path_grd_close_small_048,6.0,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,1220050111.0,Drop,path_grd_mid_small_043,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,12.0,,,,,,,,,,,,,,,,,,,
6501435,wave_eventdungeon_006,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,2320030111,path_grd_mid_small_008,3220040111,Dash,2220030111.0,Drop,2220030111.0,Drop,3220040111.0,Dash,path_grd_close_small_067,,1220040111.0,Dash,1220040111.0,Dash,3320070211.0,Drop,2320020211.0,Drop,path_grd_mid_small_008,,3220040111.0,Dash,2220030111.0,Drop,2220030111.0,Drop,3220040111.0,Dash,path_grd_mid_elite1_802,0.0,3220040111.0,Dash,2220030111.0,Drop,3220040111.0,Dash,2320030111.0,Normal,path_grd_close_small_067,,1220040111.0,Dash,1220040111.0,Dash,2220030111.0,Drop,2320020211.0,Drop,28,23,0,path_grd_mid_small_037,,3220040111.0,Dash,3220040111.0,Dash,2220030111.0,Drop,2220030111.0,Drop,path_grd_close_small_067,5.0,1220040111.0,Dash,1220040111.0,Dash,3220040111.0,Dash,2320020211.0,Drop,path_grd_mid_small_040,3220040111.0,Dash,3220040111.0,Dash,2220030111.0,Drop,2220030111.0,Drop,,,,,,,,,,,,,,,,,,,,
6501436,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,2410030111,path_fly_mid_centurion_901,2410030111,Normal,,,,,,,path_grd_mid_small_002,,3220050111.0,Drop,3220050111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,path_grd_mid_small_034,,2120010111.0,Jump,2120010111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,path_fly_mid_elite1_802,3.0,1110010111.0,Dash,2210040111.0,Dash,1210010111.0,Drop,1310010211.0,Drop,path_grd_close_small_004,,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Jump,1220040111.0,Dash,6,42,1,path_fly_mid_small_042,,2110010111.0,Jump,2110010111.0,Jump,2210040111.0,Jump,2210040111.0,Jump,path_grd_mid_elite1_802,3.0,2120010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,2320030211.0,Drop,path_fly_mid_small_042,1210010111.0,Dash,2210040111.0,Dash,3210030111.0,Dash,2210040111.0,Dash,,,,,,,,,,,,,,,,,,,,
6501437,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501438,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501439,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501440,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501441,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501442,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501443,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501444,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501445,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501446,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501447,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501448,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501449,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501450,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_nihilister,point_fly_nihilister,sbg_volcanoeba003_custom,Volcano,Day,ibg_volcano_001,3520020116,b_fly_nihilister_01,3520020116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
