id,manager_id,tower_group_id,tower_type,tower_name,tower_description,tower_resource,tower_projectile,tower_hit_effect,tower_icon,tower_level,tower_cost,tower_reinforce_type,tower_reinforce_value_01,attack_range,attack_priority_01,attack_type,attack_effect_range,attack_target_count,attack_projectile_approach_time,attack_movement_type,tower_stat_atk,tower_stat_def_penetration,tower_stat_rpm,tower_rpm_text,hit_effect_print_type,tower_open_condition_stage_order,tower_reinforce_value_02,tower_skill_list/0/tower_skill_group,tower_skill_list/0/tower_skill_set_first_lv,tower_skill_list/1/tower_skill_group,tower_skill_list/1/tower_skill_set_first_lv,attack_priority_02,tower_default_buff,tower_stat_cast_delay,attack_projectile_max_height,attack_projectile_missile_propulsion_start_timing,apply_debuff,apply_chance,apply_debuff_hold_time,tower_burst_skill,linked_group_id,tower_open_condition_stage_clear,is_for_cinematic
100220103,1002,1002201,Hero,Locale_Event:td_tower_name_shifty_lv3,Locale_Event:td_tower_description_shifty_lv3,fortheking/tower/tower_shifty_lv3,fx_m_fortheking_projectile_shifty,fx_m_fortheking_hit_shifty,hero_shifty,3,230,Evolve,100220104.0,3200,BossFirst,Projectile,0,1,20.0,All,4,4100,60,Locale_Event:td_rpm_common,Everyone,,,,,,,Standard,,,,,1001203.0,1500.0,,20803.0,,,
100220104,1002,1002201,Hero,Locale_Event:td_tower_name_shifty_evl,Locale_Event:td_tower_description_shifty_evl,fortheking/tower/tower_shifty_evl,fx_m_fortheking_projectile_shifty,fx_m_fortheking_hit_shifty,hero_shifty,4,360,SkillLvUp,,3700,BossFirst,Projectile,0,1,20.0,All,5,4100,70,Locale_Event:td_rpm_common,Everyone,,,131.0,0.0,132.0,0.0,Standard,,,,,1001204.0,2000.0,,20804.0,,,
100220201,1002,1002202,Hero,Locale_Event:td_tower_name_mechashifty_01_lv1,Locale_Event:td_tower_description_mechashifty_01_lv1,fortheking/tower/tower_mechashifty_lv1,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty,hero_mechashifty,1,0,LevelUp,100220202.0,2500,BossFirst,Projectile,410,3,15.0,All,11,4100,60,Locale_Event:td_rpm_fast,Everyone,,,,,,,Standard,,,,,,,,20901.0,,,
100220202,1002,1002202,Hero,Locale_Event:td_tower_name_mechashifty_01_lv2,Locale_Event:td_tower_description_mechashifty_01_lv2,fortheking/tower/tower_mechashifty_lv2,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty,hero_mechashifty,2,170,LevelUp,100220203.0,2650,BossFirst,Projectile,410,3,15.0,All,17,4100,60,Locale_Event:td_rpm_fast,Everyone,,,,,,,Standard,,,,,,,,20902.0,,,
100220203,1002,1002202,Hero,Locale_Event:td_tower_name_mechashifty_01_lv3,Locale_Event:td_tower_description_mechashifty_01_lv3,fortheking/tower/tower_mechashifty_lv3,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty,hero_mechashifty,3,250,Evolve,100220204.0,2800,BossFirst,Projectile,410,3,15.0,All,22,4100,60,Locale_Event:td_rpm_fast,Everyone,,,,,,,Standard,,,,,,,,20903.0,,,
100220204,1002,1002202,Hero,Locale_Event:td_tower_name_mechashifty_01_evl,Locale_Event:td_tower_description_mechashifty_01_evl,fortheking/tower/tower_mechashifty_evl_01,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty,hero_mechashifty,4,390,SkillLvUp,,3200,BossFirst,Projectile,410,5,15.0,All,26,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,133.0,0.0,134.0,0.0,Standard,,,,,,,,20904.0,,,
100220301,1002,1002203,Hero,Locale_Event:td_tower_name_mechashifty_01_lv1,Locale_Event:td_tower_description_mechashifty_01_lv1,fortheking/tower/tower_mechashifty_lv1,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_red,hero_mechashifty_02,1,0,LevelUp,100220302.0,2250,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220302,1002,1002203,Hero,Locale_Event:td_tower_name_mechashifty_01_lv2,Locale_Event:td_tower_description_mechashifty_01_lv2,fortheking/tower/tower_mechashifty_lv2,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_red,hero_mechashifty_02,2,190,LevelUp,100220303.0,2300,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220303,1002,1002203,Hero,Locale_Event:td_tower_name_mechashifty_01_lv3,Locale_Event:td_tower_description_mechashifty_01_lv3,fortheking/tower/tower_mechashifty_lv3,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_red,hero_mechashifty_02,3,280,Evolve,100220304.0,2350,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220304,1002,1002203,Hero,Locale_Event:td_tower_name_mechashifty_02_evl,Locale_Event:td_tower_description_mechashifty_02_evl,fortheking/tower/tower_mechashifty_evl_02,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_red,hero_mechashifty_02,4,450,SkillLvUp,,4000,BossFirst,Projectile,410,0,15.0,All,41,4100,100,Locale_Event:td_rpm_extrafast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220401,1002,1002204,Hero,Locale_Event:td_tower_name_mechashifty_01_lv1,Locale_Event:td_tower_description_mechashifty_01_lv1,fortheking/tower/tower_mechashifty_lv1,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_green,hero_mechashifty_03,1,0,LevelUp,100220402.0,2250,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220402,1002,1002204,Hero,Locale_Event:td_tower_name_mechashifty_01_lv2,Locale_Event:td_tower_description_mechashifty_01_lv2,fortheking/tower/tower_mechashifty_lv2,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_green,hero_mechashifty_03,2,190,LevelUp,100220403.0,2300,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220403,1002,1002204,Hero,Locale_Event:td_tower_name_mechashifty_01_lv3,Locale_Event:td_tower_description_mechashifty_01_lv3,fortheking/tower/tower_mechashifty_lv3,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_green,hero_mechashifty_03,3,280,Evolve,100220404.0,2350,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220404,1002,1002204,Hero,Locale_Event:td_tower_name_mechashifty_03_evl,Locale_Event:td_tower_description_mechashifty_03_evl,fortheking/tower/tower_mechashifty_evl_03,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_green,hero_mechashifty_03,4,450,SkillLvUp,,4000,BossFirst,Projectile,410,0,15.0,All,41,4100,100,Locale_Event:td_rpm_extrafast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220501,1002,1002205,Hero,Locale_Event:td_tower_name_mechashifty_01_lv1,Locale_Event:td_tower_description_mechashifty_01_lv1,fortheking/tower/tower_mechashifty_lv1,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_yellow,hero_mechashifty_04,1,0,LevelUp,100220502.0,2250,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220502,1002,1002205,Hero,Locale_Event:td_tower_name_mechashifty_01_lv2,Locale_Event:td_tower_description_mechashifty_01_lv2,fortheking/tower/tower_mechashifty_lv2,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_yellow,hero_mechashifty_04,2,190,LevelUp,100220503.0,2300,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220503,1002,1002205,Hero,Locale_Event:td_tower_name_mechashifty_01_lv3,Locale_Event:td_tower_description_mechashifty_01_lv3,fortheking/tower/tower_mechashifty_lv3,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_yellow,hero_mechashifty_04,3,280,Evolve,100220504.0,2350,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220504,1002,1002205,Hero,Locale_Event:td_tower_name_mechashifty_04_evl,Locale_Event:td_tower_description_mechashifty_04_evl,fortheking/tower/tower_mechashifty_evl_04,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_yellow,hero_mechashifty_04,4,450,SkillLvUp,,4000,BossFirst,Projectile,410,0,15.0,All,41,4100,100,Locale_Event:td_rpm_extrafast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220601,1002,1002206,Hero,Locale_Event:td_tower_name_mechashifty_01_lv1,Locale_Event:td_tower_description_mechashifty_01_lv1,fortheking/tower/tower_mechashifty_lv1,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_pink,hero_mechashifty_05,1,0,LevelUp,100220602.0,2250,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220602,1002,1002206,Hero,Locale_Event:td_tower_name_mechashifty_01_lv2,Locale_Event:td_tower_description_mechashifty_01_lv2,fortheking/tower/tower_mechashifty_lv2,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_pink,hero_mechashifty_05,2,190,LevelUp,100220603.0,2300,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220603,1002,1002206,Hero,Locale_Event:td_tower_name_mechashifty_01_lv3,Locale_Event:td_tower_description_mechashifty_01_lv3,fortheking/tower/tower_mechashifty_lv3,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_pink,hero_mechashifty_05,3,280,Evolve,100220604.0,2350,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220604,1002,1002206,Hero,Locale_Event:td_tower_name_mechashifty_05_evl,Locale_Event:td_tower_description_mechashifty_05_evl,fortheking/tower/tower_mechashifty_evl_05,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_pink,hero_mechashifty_05,4,450,SkillLvUp,,4000,BossFirst,Projectile,410,0,15.0,All,41,4100,100,Locale_Event:td_rpm_extrafast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220701,1002,1002207,Hero,Locale_Event:td_tower_name_mechashifty_01_lv1,Locale_Event:td_tower_description_mechashifty_01_lv1,fortheking/tower/tower_mechashifty_lv1,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_black,hero_mechashifty_06,1,0,LevelUp,100220702.0,2250,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220702,1002,1002207,Hero,Locale_Event:td_tower_name_mechashifty_01_lv2,Locale_Event:td_tower_description_mechashifty_01_lv2,fortheking/tower/tower_mechashifty_lv2,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_black,hero_mechashifty_06,2,190,LevelUp,100220703.0,2300,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220703,1002,1002207,Hero,Locale_Event:td_tower_name_mechashifty_01_lv3,Locale_Event:td_tower_description_mechashifty_01_lv3,fortheking/tower/tower_mechashifty_lv3,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_black,hero_mechashifty_06,3,280,Evolve,100220704.0,2350,BossFirst,Projectile,410,0,15.0,All,41,4100,70,Locale_Event:td_rpm_veryfast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
100220704,1002,1002207,Hero,Locale_Event:td_tower_name_mechashifty_06_evl,Locale_Event:td_tower_description_mechashifty_06_evl,fortheking/tower/tower_mechashifty_evl_06,fx_m_fortheking_projectile_mechashifty,fx_m_fortheking_hit_mechashifty_black,hero_mechashifty_06,4,450,SkillLvUp,,4000,BossFirst,Projectile,410,0,15.0,All,41,4100,100,Locale_Event:td_rpm_extrafast,Everyone,,,,,,,Standard,,,,,1001205.0,1000.0,,,,,True
