id,trigger_list/0/trigger,trigger_list/0/condition_id,trigger_list/0/condition_value,trigger_list/1/trigger,trigger_list/1/condition_id,trigger_list/1/condition_value,trigger_list/2/trigger,trigger_list/2/condition_id,trigger_list/2/condition_value,trigger_list/3/trigger,trigger_list/3/condition_id,trigger_list/3/condition_value,trigger_list/4/trigger,trigger_list/4/condition_id,trigger_list/4/condition_value,trigger_list/5/trigger,trigger_list/5/condition_id,trigger_list/5/condition_value,message_type,tid,resource_id,stamina_value,reward_id,event_id
2005303,ObtainCharacter,5074,1,MessageClear,2005301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_noise_03,0,0,0,
2005401,ObtainCharacter,5075,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_volume_01,0,0,0,
2005402,ObtainCharacter,5075,1,MessageClear,2005401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_volume_02,0,0,0,
2005403,ObtainCharacter,5075,1,MessageClear,2005401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_volume_03,0,0,0,
2005501,ObtainCharacter,5066,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_helm_01,0,0,0,
2005502,ObtainCharacter,5066,1,MessageClear,2005501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_helm_02,0,0,0,
2005503,ObtainCharacter,5066,1,MessageClear,2005501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_helm_03,0,0,0,
2005504,ObtainCharacter,5066,1,MessageClear,2005501,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_helm_04,0,0,0,
2005505,ObtainCharacter,5066,1,MessageClear,2005501,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_helm_05,0,0,0,
2005506,ObtainCharacter,5066,1,MessageClear,2005501,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_helm_06,0,0,0,
2005601,ObtainCharacter,1010,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_laplace_01,0,0,0,
2005602,ObtainCharacter,1010,1,MessageClear,2005601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_laplace_02,0,0,0,
2005603,ObtainCharacter,1010,1,MessageClear,2005601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_laplace_03,0,0,0,
2005604,ObtainCharacter,1010,1,MessageClear,2005601,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_laplace_04,0,0,0,
2005605,ObtainCharacter,1010,1,MessageClear,2005601,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_laplace_05,0,0,0,
2005606,ObtainCharacter,1010,1,MessageClear,2005601,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_laplace_06,0,0,0,
2000804,ObtainCharacter,5085,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_anne_miraclefairy_01,0,0,0,
2000805,ObtainCharacter,5085,1,MessageClear,2000804,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_anne_miraclefairy_02,0,0,0,
2000806,ObtainCharacter,5085,1,MessageClear,2000804,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_anne_miraclefairy_03,0,0,0,
2004104,ObtainCharacter,5087,1,MessageClear,2004101,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_rupee_wintershopper_01,0,0,0,
2004105,ObtainCharacter,5087,1,MessageClear,2004104,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_rupee_wintershopper_02,0,0,0,
2004106,ObtainCharacter,5087,1,MessageClear,2004104,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_rupee_wintershopper_03,0,0,0,
2005701,ObtainCharacter,3011,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_neve_01,0,0,0,
2005702,ObtainCharacter,3011,1,MessageClear,2005701,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_neve_02,0,0,0,
2005703,ObtainCharacter,3011,1,MessageClear,2005701,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_neve_03,0,0,0,
2005801,ObtainCharacter,5044,1,MessageClear,9001401,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_marian_P_01,0,0,0,
2005802,ObtainCharacter,5044,1,MessageClear,2005801,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_marian_P_02,0,0,0,
2005803,ObtainCharacter,5044,1,MessageClear,2005801,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_marian_P_03,0,0,0,
2005901,ObtainCharacter,1020,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_jackal_01,0,0,0,
2005902,ObtainCharacter,1020,1,MessageClear,2005901,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_jackal_02,0,0,0,
2005903,ObtainCharacter,1020,1,MessageClear,2005901,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_jackal_03,0,0,0,
2006001,ObtainCharacter,5055,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_guilty_01,0,0,0,
2006002,ObtainCharacter,5055,1,MessageClear,2006001,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_guilty_02,0,0,0,
2006003,ObtainCharacter,5055,1,MessageClear,2006001,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_guilty_03,0,0,0,
2006101,ObtainCharacter,5059,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_sin_01,0,0,0,
2006102,ObtainCharacter,5059,1,MessageClear,2006101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_sin_02,0,0,0,
2006103,ObtainCharacter,5059,1,MessageClear,2006101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_sin_03,0,0,0,
2006201,ObtainCharacter,5078,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_quency_01,0,0,0,
2006202,ObtainCharacter,5078,1,MessageClear,2006201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_quency_02,0,0,0,
2006203,ObtainCharacter,5078,1,MessageClear,2006201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_quency_03,0,0,0,
2006301,ObtainCharacter,1022,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_viper_01,0,0,0,
2006302,ObtainCharacter,1022,1,MessageClear,2006301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_viper_02,0,0,0,
2006303,ObtainCharacter,1022,1,MessageClear,2006301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_viper_03,0,0,0,
2006401,ObtainCharacter,5050,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_cocoa_01,0,0,0,
2006402,ObtainCharacter,5050,1,MessageClear,2006401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_cocoa_02,0,0,0,
2006403,ObtainCharacter,5050,1,MessageClear,2006401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_cocoa_03,0,0,0,
2006501,ObtainCharacter,5051,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_soda_01,0,0,0,
2006502,ObtainCharacter,5051,1,MessageClear,2006501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_soda_02,0,0,0,
2006503,ObtainCharacter,5051,1,MessageClear,2006501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_soda_03,0,0,0,
2006601,ObtainCharacter,5054,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_biscuit_01,0,0,0,
2006602,ObtainCharacter,5054,1,MessageClear,2006601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_biscuit_02,0,0,0,
2006603,ObtainCharacter,5054,1,MessageClear,2006601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_biscuit_03,0,0,0,
2006701,ObtainCharacter,1012,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_sakura_01,0,0,0,
2006702,ObtainCharacter,1012,1,MessageClear,2006701,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_sakura_02,0,0,0,
2006703,ObtainCharacter,1012,1,MessageClear,2006702,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_sakura_03,0,0,0,
2006801,ObtainCharacter,1007,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_d_01,0,0,0,
2006802,ObtainCharacter,1007,1,MessageClear,2006801,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_d_02,0,0,0,
2006803,ObtainCharacter,1007,1,MessageClear,2006802,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_d_03,0,0,0,
2006901,ObtainCharacter,5069,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_rei_01,0,0,0,
2006902,ObtainCharacter,5069,1,MessageClear,2006901,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_rei_02,0,0,0,
2006903,ObtainCharacter,5069,1,MessageClear,2006902,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_rei_03,0,0,0,
2007001,ObtainCharacter,5061,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_dorothy_01,0,0,0,
2007002,ObtainCharacter,5061,1,MessageClear,2007001,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_dorothy_02,0,0,0,
2007003,ObtainCharacter,5061,1,MessageClear,2007002,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_dorothy_03,0,0,0,
2007101,ObtainCharacter,5008,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_blanc_01,0,0,0,
2007102,ObtainCharacter,5008,1,MessageClear,2007101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_blanc_02,0,0,0,
2007103,ObtainCharacter,5008,1,MessageClear,2007101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_blanc_03,0,0,0,
2007104,ObtainCharacter,5008,1,MessageClear,2007101,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_blanc_04,0,0,0,
2007105,ObtainCharacter,5008,1,MessageClear,2007101,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_blanc_05,0,0,0,
2007106,ObtainCharacter,5008,1,MessageClear,2007101,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_blanc_06,0,0,0,
2007201,ObtainCharacter,5009,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_noir_01,0,0,0,
2007202,ObtainCharacter,5009,1,MessageClear,2007201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_noir_02,0,0,0,
2007203,ObtainCharacter,5009,1,MessageClear,2007201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_noir_03,0,0,0,
2007204,ObtainCharacter,5009,1,MessageClear,2007201,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_noir_04,0,0,0,
2007205,ObtainCharacter,5009,1,MessageClear,2007201,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_noir_05,0,0,0,
2007206,ObtainCharacter,5009,1,MessageClear,2007201,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_noir_06,0,0,0,
2007301,ObtainCharacter,5045,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_rosanna_01,0,0,0,
2007302,ObtainCharacter,5045,1,MessageClear,2007301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_rosanna_02,0,0,0,
2007303,ObtainCharacter,5045,1,MessageClear,2007301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_rosanna_03,0,0,0,
2007401,ObtainCharacter,5071,1,MessageClear,2000201,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_neon_blueocean_01,0,0,0,
2007402,ObtainCharacter,5071,1,MessageClear,2007401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_neon_blueocean_02,0,0,0,
2007403,ObtainCharacter,5071,1,MessageClear,2007401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_neon_blueocean_03,0,0,0,
2007501,ObtainCharacter,5064,1,MessageClear,2003301,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_mary_baygoddess_01,0,0,0,
2007502,ObtainCharacter,5064,1,MessageClear,2007501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_mary_baygoddess_02,0,0,0,
2007503,ObtainCharacter,5064,1,MessageClear,2007501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_mary_baygoddess_03,0,0,0,
2007601,ObtainCharacter,5068,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_nero_01,0,0,0,
2007602,ObtainCharacter,5068,1,MessageClear,2007601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_nero_02,0,0,0,
2007603,ObtainCharacter,5068,1,MessageClear,2007601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_nero_03,0,0,0,
2007701,ObtainCharacter,5079,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_mast_01,0,0,0,
2007702,ObtainCharacter,5079,1,MessageClear,2007701,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_mast_02,0,0,0,
2007703,ObtainCharacter,5079,1,MessageClear,2007701,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_mast_03,0,0,0,
2000404,ObtainCharacter,3005,1,MessageClear,2000401,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_anis_04,0,0,0,
2000405,ObtainCharacter,3005,1,MessageClear,2000404,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_anis_05,0,0,0,
2000406,ObtainCharacter,3005,1,MessageClear,2000401,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_anis_06,0,0,0,
2000604,ObtainCharacter,3007,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_belorta_04,0,0,0,
2000605,ObtainCharacter,3007,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_belorta_05,0,0,0,
2000606,ObtainCharacter,3007,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_belorta_06,0,0,0,
2000304,ObtainCharacter,3003,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_delta_04,0,0,0,
2000305,ObtainCharacter,3003,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_delta_05,0,0,0,
2000306,ObtainCharacter,3003,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_delta_06,0,0,0,
2000904,ObtainCharacter,3010,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_ether_04,0,0,0,
2000905,ObtainCharacter,3010,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_ether_05,0,0,0,
2000906,ObtainCharacter,3010,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_ether_06,0,0,0,
2000704,ObtainCharacter,3008,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_mica_04,0,0,0,
2000705,ObtainCharacter,3008,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_mica_05,0,0,0,
2000706,ObtainCharacter,3008,1,MessageClear,2000604,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_mica_06,0,0,0,
2006504,ObtainCharacter,5051,1,MessageClear,2006501,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_soda_04,0,0,0,
2006505,ObtainCharacter,5051,1,MessageClear,2006501,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_soda_05,0,0,0,
2006304,ObtainCharacter,1022,1,MessageClear,2006301,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_viper_04,0,0,0,
2006305,ObtainCharacter,1022,1,MessageClear,2006301,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_viper_05,0,0,0,
2001204,ObtainCharacter,5003,1,MessageClear,2001201,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_exia_04,0,0,0,
2001205,ObtainCharacter,5003,1,MessageClear,2001201,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_exia_05,0,0,0,
2004404,ObtainCharacter,5037,1,MessageClear,2004401,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_novel_04,0,0,0,
2004405,ObtainCharacter,5037,1,MessageClear,2004401,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_novel_05,0,0,0,
2001104,ObtainCharacter,5002,1,MessageClear,2001101,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_sugar_04,0,0,0,
2001105,ObtainCharacter,5002,1,MessageClear,2001101,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_sugar_05,0,0,0,
2003504,ObtainCharacter,5028,1,MessageClear,2003501,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_milk_04,0,0,0,
2003505,ObtainCharacter,5028,1,MessageClear,2003501,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_milk_05,0,0,0,
2001704,ObtainCharacter,5010,1,MessageClear,2001701,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_frima_04,0,0,0,
2001705,ObtainCharacter,5010,1,MessageClear,2001701,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_frima_05,0,0,0,
2007801,ObtainCharacter,5097,1,MessageClear,2000401,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_anis_sparklingsummer_01,0,0,0,
2007802,ObtainCharacter,5097,1,MessageClear,2007801,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_anis_sparklingsummer_02,0,0,0,
2007803,ObtainCharacter,5097,1,MessageClear,2007801,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_anis_sparklingsummer_03,0,0,0,
2007901,ObtainCharacter,5063,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_anchor_01,0,0,0,
2007902,ObtainCharacter,5063,1,MessageClear,2007901,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_anchor_02,0,0,0,
2007903,ObtainCharacter,5063,1,MessageClear,2007901,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_anchor_03,0,0,0,
2008001,ObtainCharacter,5098,1,MessageClear,2005501,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_helm_aquamarine_01,0,0,0,
2008002,ObtainCharacter,5098,1,MessageClear,2008001,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_helm_aquamarine_02,0,0,0,
2008003,ObtainCharacter,5098,1,MessageClear,2008001,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_helm_aquamarine_03,0,0,0,
2008101,ObtainCharacter,5048,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_marciana_01,0,0,0,
2008102,ObtainCharacter,5048,1,MessageClear,2008101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_marciana_02,0,0,0,
2008103,ObtainCharacter,5048,1,MessageClear,2008101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_marciana_03,0,0,0,
2008201,ObtainCharacter,5099,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_naga_01,0,0,0,
2008202,ObtainCharacter,5099,1,MessageClear,2008201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_naga_02,0,0,0,
2008203,ObtainCharacter,5099,1,MessageClear,2008201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_naga_03,0,0,0,
2008301,ObtainCharacter,5100,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_tia_01,0,0,0,
2008302,ObtainCharacter,5100,1,MessageClear,2008301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_tia_02,0,0,0,
2008303,ObtainCharacter,5100,1,MessageClear,2008301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_tia_03,0,0,0,
2008401,ObtainCharacter,5082,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_quiry_01,0,0,0,
2008402,ObtainCharacter,5082,1,MessageClear,2008401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_quiry_02,0,0,0,
2008403,ObtainCharacter,5082,1,MessageClear,2008401,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_quiry_03,0,0,0,
2008501,ObtainCharacter,5081,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_tove_01,0,0,0,
2008502,ObtainCharacter,5081,1,MessageClear,2008501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_tove_02,0,0,0,
2008503,ObtainCharacter,5081,1,MessageClear,2008501,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_tove_03,0,0,0,
2008601,ObtainCharacter,5103,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_ludmilla_winterowner_01,0,0,0,
2008602,ObtainCharacter,5103,1,MessageClear,2008601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_ludmilla_winterowner_02,0,0,0,
2008603,ObtainCharacter,5103,1,MessageClear,2008601,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_ludmilla_winterowner_03,0,0,0,
2008701,ObtainCharacter,5104,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_mica_snowbuddy_01,0,0,0,
2008702,ObtainCharacter,5104,1,MessageClear,2008701,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_mica_snowbuddy_02,0,0,0,
2008703,ObtainCharacter,5104,1,MessageClear,2008701,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_mica_snowbuddy_03,0,0,0,
2008801,ObtainCharacter,5092,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_leona_01,0,0,0,
2008802,ObtainCharacter,5092,1,MessageClear,2008801,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_leona_02,0,0,0,
2008803,ObtainCharacter,5092,1,MessageClear,2008801,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_leona_03,0,0,0,
2008901,ObtainCharacter,1021,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_moran_01,0,0,0,
2008902,ObtainCharacter,1021,1,MessageClear,2008901,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_moran_02,0,0,0,
2008903,ObtainCharacter,1021,1,MessageClear,2008901,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_moran_03,0,0,0,
2009001,ObtainCharacter,5106,1,MessageClear,2001601,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_privaty_unkindmaid_01,0,0,0,
2009002,ObtainCharacter,5106,1,MessageClear,2009001,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_privaty_unkindmaid_02,0,0,0,
2009003,ObtainCharacter,5106,1,MessageClear,2009001,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_privaty_unkindmaid_03,0,0,0,
2009101,ObtainCharacter,5046,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_ade_01,0,0,0,
2009102,ObtainCharacter,5046,1,MessageClear,2009101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_ade_02,0,0,0,
2009103,ObtainCharacter,5046,1,MessageClear,2009101,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_ade_03,0,0,0,
2009201,ObtainCharacter,5107,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_elegg_01,0,0,0,
2009202,ObtainCharacter,5107,1,MessageClear,2009201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_elegg_02,0,0,0,
2009203,ObtainCharacter,5107,1,MessageClear,2009201,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_elegg_03,0,0,0,
2009301,ObtainCharacter,5110,1,MessageClear,2006801,1,None,0,0,None,0,0,None,0,0,None,0,0,Message,m_ex_d_killerwife_01,0,0,0,
2009302,ObtainCharacter,5110,1,MessageClear,2009301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_d_killerwife_02,0,0,0,
2009303,ObtainCharacter,5110,1,MessageClear,2009301,1,None,0,0,None,0,0,None,0,0,None,0,0,RandomMessage,m_ex_d_killerwife_03,0,0,0,
2003704,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_admi_04,0,0,0,
2003705,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_admi_05,0,0,0,
2003706,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_admi_06,0,0,0,
2005204,ObtainCharacter,5070,1,MessageClear,2005201,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_aria_04,0,0,0,
2005205,ObtainCharacter,5070,1,MessageClear,2005203,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_aria_05,0,0,0,
2005206,ObtainCharacter,5070,1,MessageClear,2005201,1,None,0,0,None,0,0,None,0,0,None,0,0,DailyMessage,m_ex_aria_06,0,0,0,
